output_prefix	name	motif_id	cluster	total_tfbs	CD8_Good_mean_score	CD8_Good_bound	CD8_Poor_mean_score	CD8_Poor_bound	CD8_Good_CD8_Poor_change	CD8_Good_CD8_Poor_pvalue	CD8_Good_CD8_Poor_highlighted
BIM2_MA0965.3	BIM2	MA0965.3	C_PHYPA_008731	6875	0.90491	1170	1.01537	1299	0.00375	1.59929E-03	False
BIM3_MA0966.2	BIM3	MA0966.2	C_PHYPA_008731	6875	0.90491	1170	1.01537	1299	0.00375	1.59929E-03	False
HBI1_MA1025.2	HBI1	MA1025.2	C_PHYPA_008731	5010	0.94773	936	1.06172	1045	-0.00204	1.55933E-03	False
SPT_MA1061.2	SPT	MA1061.2	C_PHYPA_008731	3800	0.90791	628	1.02976	714	-0.00947	6.20679E-05	False
UNE10_MA1074.2	UNE10	MA1074.2	C_PHYPA_008731	5010	0.94773	936	1.06172	1045	-0.00204	1.55933E-03	False
bHLH80_MA1357.2	bHLH80	MA1357.2	C_bHLH112	6877	0.46468	204	0.56848	247	-0.00959	2.22475E-12	False
bHLH130_MA1358.2	bHLH130	MA1358.2	C_bHLH112	5775	0.4665	164	0.56807	198	-0.00877	3.93204E-11	False
BPE_MA1359.3	BPE	MA1359.3	C_PHYPA_008731	6875	0.90491	1170	1.01537	1299	0.00375	1.59929E-03	False
bHLH74_MA1360.3	bHLH74	MA1360.3	C_PHYPA_008731	6875	0.90491	1170	1.01537	1299	0.00375	1.59929E-03	False
bHLH18_MA1361.2	bHLH18	MA1361.2	C_bHLH18	3256	0.72558	369	0.83206	430	-0.00493	7.35165E-03	False
bHLH77_MA1362.2	bHLH77	MA1362.2	C_BHLHE40	4533	0.7897	649	0.88813	708	0.00527	2.37741E-03	False
BHLH72_MA1364.2	BHLH72	MA1364.2	C_PHYPA_008731	4657	0.87453	742	0.99583	832	-0.01754	3.58864E-19	False
BHLH122_MA1739.2	BHLH122	MA1739.2	C_bHLH112	8894	0.46121	259	0.58026	321	-0.03709	3.62171E-57	False
BHLH49_MA1740.2	BHLH49	MA1740.2	C_PHYPA_008731	5010	0.94773	936	1.06172	1045	-0.00204	1.55933E-03	False
BZR2_MA0549.2	BZR2	MA0549.2	C_PHYPA_008731	3769	0.84335	517	0.95889	578	-0.00327	4.52096E-04	False
BZR1_MA0550.3	BZR1	MA0550.3	C_BEH3	3311	0.80629	359	0.88679	401	0.04566	5.62163E-48	False
BEH4_MA1331.2	BEH4	MA1331.2	C_BEH3	2924	0.78999	335	0.91711	384	-0.02043	4.29388E-18	False
BEH2_MA1332.2	BEH2	MA1332.2	C_BEH3	2917	0.80551	350	0.93283	400	-0.02006	1.52564E-22	False
BEH3_MA1333.2	BEH3	MA1333.2	C_BEH3	3066	0.79412	349	0.91756	420	-0.00802	3.28902E-02	False
BAM8_MA2014.2	BAM8	MA2014.2	C_PHYPA_008731	3774	0.73786	341	0.81331	371	0.04973	9.17846E-54	False
TCP16_MA0587.2	TCP16	MA0587.2	C_TCP16	7951	0.73467	684	0.87618	827	-0.04264	4.68303E-58	False
TCP15_MA1062.3	TCP15	MA1062.3	C_TCP22	5631	0.65739	402	0.81224	489	-0.06688	3.48566E-72	True
TCP19_MA1063.2	TCP19	MA1063.2	C_ARALYDRAFT_493022	9925	0.73094	898	0.8913	1071	-0.07652	2.46613E-90	True
TCP2_MA1064.2	TCP2	MA1064.2	C_TCP2	5815	0.71323	466	0.83777	561	-0.01813	3.27109E-25	False
TCP20_MA1065.3	TCP20	MA1065.3	C_TCP22	5944	0.64967	417	0.80559	511	-0.0696	5.31929E-73	True
TCP13_MA1282.2	TCP13	MA1282.2	C_TCP13	8979	0.76152	795	0.90625	1035	-0.04424	7.61754E-64	False
TCP14_MA1283.2	TCP14	MA1283.2	C_TCP14	8956	0.65797	706	0.80519	831	-0.0663	1.53473E-85	True
TCP1_MA1284.2	TCP1	MA1284.2	C_TCP22	10686	0.71381	852	0.87931	1059	-0.08312	4.19629E-92	True
TCP9_MA1285.2	TCP9	MA1285.2	C_TCP22	8072	0.70109	685	0.86523	844	-0.08191	2.98110E-90	True
TCP24_MA1286.2	TCP24	MA1286.2	C_TCP16	8515	0.81875	922	0.96633	1096	-0.04605	1.98901E-64	False
TCP21_MA1287.2	TCP21	MA1287.2	C_TCP22	9849	0.63659	649	0.79681	809	-0.08075	6.70462E-88	True
TCP22_MA1288.2	TCP22	MA1288.2	C_TCP22	10512	0.66317	765	0.82307	946	-0.07922	2.40232E-99	True
TCP3_MA1289.2	TCP3	MA1289.2	C_TCP16	7927	0.76996	715	0.90439	847	-0.02938	1.04794E-48	False
TCP8_MA1428.2	TCP8	MA1428.2	C_ARALYDRAFT_493022	9925	0.73094	898	0.89133	1071	-0.07654	2.40551E-90	True
ABF1_MA0570.3	ABF1	MA0570.3	C_PK24205.1	3905	0.74248	441	0.84486	488	0.01092	4.55706E-11	False
ABF3_MA0930.3	ABF3	MA0930.3	C_ABF3	1366	0.77771	148	0.86158	161	0.05757	4.61557E-41	False
ABI5_MA0931.2	ABI5	MA0931.2	C_PHYPA_008731	3439	0.78992	410	0.8992	466	-0.00041	4.75424E-01	False
ABF2_MA0941.2	ABF2	MA0941.2	C_PHYPA_008731	2183	0.71337	201	0.81563	227	0.00262	7.76503E-03	False
DPBF3_MA1338.3	DPBF3	MA1338.3	C_PK24205.1	3443	0.79855	461	0.91613	499	-0.0099	1.85445E-11	False
ABF4_MA1659.2	ABF4	MA1659.2	C_Xbp1	3370	0.82719	389	0.97325	452	-0.05012	6.00964E-51	False
BZIP28_MA1344.2	BZIP28	MA1344.2	C_PK24205.1	3020	0.85434	457	0.97822	504	-0.0133	4.37330E-18	False
BZIP63_MA1745.2	BZIP63	MA1745.2	C_PK27149.1	3564	0.9251	638	1.04939	695	-0.0178	1.02684E-20	False
TGA1_MA0588.2	TGA1	MA0588.2	C_TGA1	3201	1.21244	974	1.30937	1047	0.05585	2.72527E-51	False
TGA5_MA1047.3	TGA5	MA1047.3	C_JDP2	3697	0.88924	721	0.96014	771	0.0704	3.40656E-67	False
TGA2_MA1068.3	TGA2	MA1068.3	C_JDP2	3827	0.89189	749	0.97202	803	0.04573	7.28927E-50	False
TGA6_MA1069.3	TGA6	MA1069.3	C_JDP2	6644	0.63249	705	0.70554	756	0.04327	9.78264E-56	False
TGA7_MA1070.3	TGA7	MA1070.3	C_JDP2	3822	0.93686	812	1.01691	861	0.05465	2.02329E-56	False
TGA3_MA1336.2	TGA3	MA1336.2	C_JDP2	4505	0.92197	910	1.00292	974	0.0515	1.59625E-55	False
TGA10_MA1346.2	TGA10	MA1346.2	C_JDP2	4064	0.98313	924	1.07768	983	0.03349	5.66466E-41	False
BZIP68_MA0968.3	BZIP68	MA0968.3	C_PK24205.1	3418	0.8163	462	0.94519	529	-0.01963	2.93900E-17	False
BZIP16_MA1349.2	BZIP16	MA1349.2	C_PK24205.1	4965	0.73698	521	0.8596	602	-0.02031	1.17938E-28	False
GBF3_MA1351.3	GBF3	MA1351.3	C_GBF3	2717	0.70751	250	0.82791	303	-0.01323	2.50310E-12	False
GBF2_MA1672.2	GBF2	MA1672.2	C_PK24205.1	3936	0.8322	542	0.9509	607	0.00114	4.89106E-01	False
HY5_MA0551.2	HY5	MA0551.2	C_ZmbZIP96	2636	0.76226	299	0.85849	332	0.01579	3.96908E-14	False
HYH_MA1425.2	HYH	MA1425.2	C_TGA1	1625	0.94297	287	1.05488	317	0.01742	3.09211E-13	False
BZIP52_MA1343.2	BZIP52	MA1343.2	C_BZIP52	13005	0.57372	746	0.70877	873	-0.05032	6.66000E-74	False
BZIP18_MA1742.2	BZIP18	MA1742.2	C_BZIP69	12090	0.54232	604	0.67716	715	-0.05401	1.33313E-78	False
BZIP30_MA1744.2	BZIP30	MA1744.2	C_BZIP69	8123	0.50999	331	0.63758	388	-0.05214	5.41405E-72	False
VIP1_MA1803.2	VIP1	MA1803.2	C_BZIP69	11241	0.51451	483	0.64752	578	-0.05709	4.48550E-80	True
BZIP11_MA1334.2	BZIP11	MA1334.2	C_BZIP2	4369	0.77176	571	0.88349	634	-0.00705	3.85674E-07	False
BZIP44_MA1337.2	BZIP44	MA1337.2	C_BZIP2	4360	0.68121	403	0.8021	477	-0.02257	1.58646E-28	False
BZIP3_MA1340.2	BZIP3	MA1340.2	C_BZIP2	4510	0.71904	501	0.84224	561	-0.02584	2.13880E-33	False
BZIP53_MA1341.2	BZIP53	MA1341.2	C_BZIP2	4209	0.79167	585	0.90356	646	-0.00522	3.27236E-07	False
BZIP48_MA1345.2	BZIP48	MA1345.2	C_BZIP2	4209	0.71304	418	0.8342	489	-0.01798	7.79225E-25	False
BZIP2_MA1743.2	BZIP2	MA1743.2	C_BZIP2	4568	0.71635	494	0.83495	555	-0.01966	1.17776E-22	False
NAC002_MA2015.2	NAC002	MA2015.2	C_NAC002	1594	0.78805	189	0.91126	204	-0.02301	8.46187E-13	False
JKD_MA1156.2	JKD	MA1156.2	C_SGR5	28848	0.37097	367	0.42958	416	0.05335	2.65358E-95	False
NUC_MA1157.2	NUC	MA1157.2	C_SGR5	21791	0.37557	302	0.44236	343	0.04021	3.35961E-80	False
MGP_MA1158.2	MGP	MA1158.2	C_SGR5	25172	0.36132	291	0.42447	341	0.0468	4.07787E-84	False
SGR5_MA1159.2	SGR5	MA1159.2	C_SGR5	39860	0.35419	428	0.41874	514	0.04515	3.13947E-96	False
IDD6_MA1160.2	IDD6	MA1160.2	C_SGR5	32888	0.36446	411	0.43276	474	0.03955	5.16999E-90	False
IDD5_MA1370.2	IDD5	MA1370.2	C_SGR5	19904	0.37758	275	0.44581	326	0.04276	6.55693E-81	False
IDD4_MA1371.2	IDD4	MA1371.2	C_SGR5	34134	0.36056	401	0.4304	479	0.03735	3.29073E-98	False
ZAT10_MA1372.2	ZAT10	MA1372.2	C_ZAT10	12279	0.47322	390	0.575	454	-0.00898	1.99406E-18	False
IDD7_MA1374.2	IDD7	MA1374.2	C_SGR5	23723	0.36388	293	0.43495	348	0.03448	1.65012E-75	False
AT3G46070_MA1381.2	AT3G46070	MA1381.2	C_AZF2	7652	0.45829	239	0.54881	268	0.01039	1.68326E-19	False
REF6_MA1415.2	REF6	MA1415.2	C_REF6	15977	0.44621	401	0.53479	499	0.00486	1.74092E-06	False
AT5G04390_MA1736.2	AT5G04390	MA1736.2	C_AZF2	87923	0.48391	3345	0.58522	3901	-0.00501	3.59236E-26	False
TREE1_MA1801.2	TREE1	MA1801.2	C_MBD2	120676	0.56541	6187	0.68741	7375	-0.03328	1.17124E-103	False
ZAT6_MA2052.2	ZAT6	MA2052.2	C_ATHB-7	8017	0.39326	197	0.43174	196	0.09005	9.28294E-93	False
SPL14_MA0586.3	SPL14	MA0586.3	C_SPL9	1078	0.90426	135	1.01564	162	0.00956	7.51901E-05	False
SPL11_MA1056.2	SPL11	MA1056.2	C_SPL9	675	0.91481	95	1.02977	117	0.0078	4.23684E-03	False
SPL12_MA1057.2	SPL12	MA1057.2	C_SPL9	2762	0.97898	419	1.10891	495	-0.00569	8.12909E-03	False
SPL4_MA1058.2	SPL4	MA1058.2	C_SPL4	8614	0.88731	1216	1.00866	1351	-0.00598	7.34005E-08	False
SPL5_MA1059.3	SPL5	MA1059.3	C_SPL9	861	0.91282	106	1.04293	134	-0.02181	1.47584E-11	False
SPL7_MA1060.2	SPL7	MA1060.2	C_SPL4	782	1.23877	199	1.39274	228	-0.00635	2.28621E-01	False
SPL15_MA1320.2	SPL15	MA1320.2	C_SPL9	949	0.81923	98	0.946	127	-0.01515	2.81907E-04	False
SPL13A_MA1321.2	SPL13A	MA1321.2	C_SPL13A	1434	0.61486	98	0.73217	116	-0.03524	1.60328E-29	False
SPL10_MA1799.2	SPL10	MA1799.2	C_SPL9	2762	0.97898	419	1.10891	495	-0.00569	8.12909E-03	False
GRF6_MA2016.2	GRF6	MA2016.2	C_GRF9	5750	0.47142	206	0.56503	243	0.00763	1.97300E-06	False
CAMTA2_MA0969.2	CAMTA2	MA0969.2	C_MBP1	11342	1.10625	2032	1.26323	2412	-0.0349	6.31114E-62	False
CAMTA3_MA0970.2	CAMTA3	MA0970.2	C_MBP1	11342	1.10625	2032	1.26323	2412	-0.0349	6.31114E-62	False
CAMTA1_MA1197.2	CAMTA1	MA1197.2	C_CAMTA1	2112	1.14409	489	1.2887	546	-0.02465	1.50136E-24	False
GRF9_MA1756.2	GRF9	MA1756.2	C_GRF9	10414	0.47894	405	0.57843	480	-0.00268	1.57043E-03	False
TCX3_MA1682.2	TCX3	MA1682.2	C_TCX3	25629	0.33683	257	0.38353	272	0.07245	2.84999E-108	True
E2FA_MA1414.2	E2FA	MA1414.2	C_E2FA	17608	1.03153	3060	1.17247	3540	-0.02149	2.58083E-47	False
NAC058_MA0938.3	NAC058	MA0938.3	C_NAC013	5549	0.39261	87	0.44683	97	0.06986	1.24999E-73	False
NAC083_MA1043.2	NAC083	MA1043.2	C_NAC083	602	0.80096	73	0.88248	83	0.03825	5.87252E-16	False
NAC92_MA1044.2	NAC92	MA1044.2	C_NAC92	7224	0.53072	324	0.61632	371	0.02279	3.70576E-33	False
NAC043_MA1045.2	NAC043	MA1045.2	C_NAC043	2557	0.52496	171	0.58705	171	0.05342	1.49496E-49	False
NAC028_MA1427.3	NAC028	MA1427.3	C_NAC028	5551	0.38736	82	0.45551	101	0.03669	8.13999E-51	False
NAC013_MA1660.2	NAC013	MA1660.2	C_NAC013	8370	0.38689	121	0.45003	134	0.04984	3.75479E-70	False
NAC050_MA1663.3	NAC050	MA1663.3	C_NAC004	4949	0.42723	123	0.49553	143	0.04239	7.94316E-51	False
NAC017_MA1674.3	NAC017	MA1674.3	C_NAC004	10464	0.40788	191	0.4783	222	0.03625	8.78024E-60	False
NAC029_MA1675.2	NAC029	MA1675.2	C_NAC002	1594	0.78805	189	0.91126	204	-0.02301	8.46187E-13	False
NAC062_MA1676.3	NAC062	MA1676.3	C_NTL9	5638	0.37309	78	0.43639	78	0.04585	4.96103E-61	False
NAC078_MA1677.2	NAC078	MA1677.2	C_NAC004	10464	0.40788	191	0.4783	222	0.03625	8.78024E-60	False
NTL8_MA1678.3	NTL8	MA1678.3	C_NTL8	15416	0.44191	408	0.5136	483	0.03758	3.32039E-69	False
NAC018_MA1785.2	NAC018	MA1785.2	C_NAC047	1952	0.75307	219	0.84398	240	0.03216	9.93226E-31	False
NAC019_MA1786.2	NAC019	MA1786.2	C_NAC019	837	0.68956	74	0.7887	87	0.00115	4.59839E-01	False
NAC047_MA1787.2	NAC047	MA1787.2	C_NAC047	3116	0.68972	260	0.75016	257	0.05786	9.75092E-54	False
NAC020_MA2006.2	NAC020	MA2006.2	C_NAC013	6319	0.39776	106	0.45922	117	0.053	7.94135E-63	False
NAC010_MA2009.2	NAC010	MA2009.2	C_NAC005	6006	0.37583	76	0.42411	85	0.07825	5.64962E-78	False
SMB_MA2010.2	SMB	MA2010.2	C_NAC105	5899	0.43201	163	0.50562	178	0.02708	3.11379E-37	False
JUB1_MA2017.2	JUB1	MA2017.2	C_Zm00001d031796	1562	1.06513	252	1.2038	273	-0.00417	1.17904E-01	False
NAC69_MA2018.2	NAC69	MA2018.2	C_NAC69	8901	0.47182	278	0.56961	342	-3e-05	9.19101E-01	False
NAC038_MA2033.2	NAC038	MA2033.2	C_NAC013	4556	0.40415	84	0.45235	86	0.08054	5.60931E-78	False
NAC057_MA2034.2	NAC057	MA2034.2	C_NAC028	5551	0.38736	82	0.45551	101	0.03669	8.13999E-51	False
NAC075_MA2035.2	NAC075	MA2035.2	C_NAC005	5672	0.40902	118	0.48298	125	0.02869	1.05852E-38	False
NAC076_MA2036.2	NAC076	MA2036.2	C_NAC105	5899	0.43201	163	0.50562	178	0.02708	3.11379E-37	False
NAC096_MA2037.2	NAC096	MA2037.2	C_NTL9	5638	0.3731	78	0.43636	78	0.04589	4.58654E-61	False
NAC103_MA2038.2	NAC103	MA2038.2	C_NAC028	2689	0.38156	41	0.46279	55	0.01472	5.04105E-11	False
NAC004_MA2043.2	NAC004	MA2043.2	C_NAC004	13041	0.40385	234	0.47086	276	0.04317	3.42550E-71	False
NAC007_MA2044.2	NAC007	MA2044.2	C_NAC105	5899	0.43201	163	0.50562	178	0.02708	3.11379E-37	False
NAC031_MA2045.2	NAC031	MA2045.2	C_NAC013	5468	0.39128	84	0.43634	91	0.08476	1.66265E-83	False
NAC035_MA2046.2	NAC035	MA2046.2	C_NAC035	2508	0.75502	248	0.88344	285	-0.0289	1.12147E-26	False
NAC037_MA2047.2	NAC037	MA2047.2	C_NAC105	5899	0.43201	163	0.50562	178	0.02708	3.11379E-37	False
NAC045_MA2048.2	NAC045	MA2048.2	C_NAC045	8769	0.48174	294	0.55428	339	0.04427	7.56166E-66	False
NAC053_MA2049.2	NAC053	MA2049.2	C_NAC004	10464	0.40788	191	0.4783	222	0.03625	8.78024E-60	False
NAC101_MA2050.2	NAC101	MA2050.2	C_NAC105	5899	0.43201	163	0.50562	178	0.02708	3.11379E-37	False
NAC68_MA2051.2	NAC68	MA2051.2	C_NAC68	5634	0.40852	103	0.47399	112	0.04336	5.64473E-57	False
NAC105_MA2053.2	NAC105	MA2053.2	C_NAC105	8321	0.44938	255	0.52787	289	0.02735	1.70703E-46	False
WRKY1_MA0589.2	WRKY1	MA0589.2	C_WRKY1	4005	0.60276	229	0.65274	261	0.07997	5.01715E-74	False
WRKY15_MA1076.3	WRKY15	MA1076.3	C_WRKY31	2636	0.53817	135	0.6189	149	0.03532	8.47379E-35	False
WRKY18_MA1077.2	WRKY18	MA1077.2	C_WRKY60	10777	0.50776	414	0.58627	463	0.02905	5.05610E-50	False
WRKY2_MA1078.2	WRKY2	MA1078.2	C_WRKY60	5529	0.53771	252	0.59683	265	0.06016	1.47320E-68	False
WRKY21_MA1079.3	WRKY21	MA1079.3	C_WRKY45	7703	0.40912	176	0.47451	194	0.0479	8.54863E-63	False
WRKY25_MA1081.3	WRKY25	MA1081.3	C_WRKY31	3506	0.52867	175	0.60802	186	0.03714	1.34852E-42	False
WRKY30_MA1083.3	WRKY30	MA1083.3	C_WRKY31	3585	0.499	154	0.58268	165	0.01963	1.74399E-18	False
WRKY40_MA1085.3	WRKY40	MA1085.3	C_WRKY48	13461	0.43498	396	0.50906	423	0.033	3.36126E-64	False
WRKY43_MA1086.2	WRKY43	MA1086.2	C_WRKY48	13461	0.43498	396	0.50906	423	0.033	3.36126E-64	False
WRKY45_MA1087.3	WRKY45	MA1087.3	C_WRKY45	12299	0.39247	199	0.44686	219	0.05983	3.96740E-85	False
WRKY48_MA1088.2	WRKY48	MA1088.2	C_WRKY48	40569	0.49605	1684	0.57047	1863	0.03765	3.62196E-95	False
WRKY57_MA1089.2	WRKY57	MA1089.2	C_WRKY48	13461	0.43498	396	0.50906	423	0.033	3.36126E-64	False
WRKY60_MA1090.2	WRKY60	MA1090.2	C_WRKY60	5529	0.53771	252	0.59683	265	0.06016	1.47320E-68	False
WRKY63_MA1092.2	WRKY63	MA1092.2	C_WRKY60	10777	0.50776	414	0.58627	463	0.02905	5.05610E-50	False
WRKY75_MA1093.2	WRKY75	MA1093.2	C_WRKY31	2303	0.50866	104	0.58365	113	0.04202	2.15577E-39	False
WRKY8_MA1094.3	WRKY8	MA1094.3	C_WRKY45	8318	0.41251	188	0.48246	217	0.04143	5.88557E-59	False
WRKY20_MA1295.2	WRKY20	MA1295.2	C_WRKY31	4303	0.49528	188	0.60622	199	-0.02186	2.12642E-26	False
WRKY46_MA1296.2	WRKY46	MA1296.2	C_WRKY46	6947	0.50889	304	0.59414	327	0.0209	1.16065E-29	False
WRKY26_MA1297.2	WRKY26	MA1297.2	C_WRKY45	6150	0.45145	189	0.53503	211	0.01767	3.74012E-21	False
WRKY29_MA1298.2	WRKY29	MA1298.2	C_WRKY45	6451	0.41158	152	0.47337	164	0.04995	2.66518E-64	False
WRKY17_MA1299.2	WRKY17	MA1299.2	C_WRKY45	8232	0.44187	219	0.51669	242	0.03177	9.96016E-52	False
WRKY6_MA1300.2	WRKY6	MA1300.2	C_WRKY31	5112	0.48255	207	0.57901	226	0.00254	7.65847E-03	False
WRKY33_MA1301.2	WRKY33	MA1301.2	C_WRKY45	6385	0.42519	180	0.49868	193	0.03324	7.31012E-53	False
WRKY65_MA1302.2	WRKY65	MA1302.2	C_WRKY45	5116	0.44378	163	0.52296	180	0.02467	7.11660E-37	False
WRKY22_MA1303.2	WRKY22	MA1303.2	C_WRKY45	6002	0.43221	163	0.50257	187	0.03953	2.04365E-48	False
WRKY59_MA1304.2	WRKY59	MA1304.2	C_WRKY45	7635	0.41277	179	0.47244	191	0.05408	3.91743E-69	False
WRKY55_MA1305.2	WRKY55	MA1305.2	C_WRKY31	4304	0.47743	162	0.56408	177	0.01557	1.03217E-17	False
WRKY11_MA1306.2	WRKY11	MA1306.2	C_WRKY45	6548	0.42401	166	0.49068	183	0.04607	2.14624E-58	False
WRKY31_MA1307.3	WRKY31	MA1307.3	C_WRKY31	5534	0.482	227	0.58058	243	-0.00112	3.02295E-01	False
WRKY70_MA1308.2	WRKY70	MA1308.2	C_WRKY45	4009	0.48812	158	0.56186	179	0.03787	4.71957E-41	False
WRKY42_MA1310.2	WRKY42	MA1310.2	C_WRKY31	3697	0.52103	178	0.59524	193	0.04454	3.43108E-49	False
WRKY28_MA1311.3	WRKY28	MA1311.3	C_WRKY31	2303	0.50866	104	0.58365	113	0.04202	2.15577E-39	False
WRKY47_MA1312.2	WRKY47	MA1312.2	C_WRKY46	4765	0.50539	237	0.62136	248	-0.03408	2.36110E-40	False
WRKY7_MA1313.2	WRKY7	MA1313.2	C_WRKY45	8515	0.43297	203	0.50015	236	0.04745	9.06023E-67	False
WRKY14_MA1314.2	WRKY14	MA1314.2	C_WRKY45	5130	0.45446	163	0.53027	180	0.03023	5.02022E-42	False
WRKY24_MA1315.2	WRKY24	MA1315.2	C_WRKY45	5498	0.43083	165	0.50319	181	0.0354	1.24529E-42	False
WRKY71_MA1316.2	WRKY71	MA1316.2	C_WRKY45	7890	0.40965	177	0.47265	192	0.05171	2.05209E-72	False
WRKY50_MA1317.2	WRKY50	MA1317.2	C_tll	10112	0.42708	229	0.4767	237	0.07211	1.40973E-86	False
WRKY27_MA1318.2	WRKY27	MA1318.2	C_WRKY45	7879	0.4162	186	0.4927	216	0.03047	4.62314E-51	False
WRKY53_MA1805.2	WRKY53	MA1805.2	C_WRKY31	4133	0.52536	198	0.60442	217	0.03578	3.81649E-42	False
FHY3_MA0557.2	FHY3	MA0557.2	C_VOZ2	3315	1.23638	858	1.36427	949	0.00112	5.07793E-02	False
FAR1_MA1382.2	FAR1	MA1382.2	C_VOZ2	3936	1.19486	903	1.34005	1043	-0.02261	2.39703E-24	False
HSFA6B_MA1664.3	HSFA6B	MA1664.3	C_hsf-1	10928	0.46494	341	0.54499	370	0.02498	9.48927E-48	False
HSFB2A_MA1665.3	HSFB2A	MA1665.3	C_HSFB2A	7209	0.47466	230	0.55632	286	0.02944	2.76795E-42	False
HSFB2B_MA1666.3	HSFB2B	MA1666.3	C_HSFB2A	7651	0.46559	235	0.5424	278	0.03601	4.41932E-54	False
HSFC1_MA1667.3	HSFC1	MA1667.3	C_hsf-1	8986	0.49262	328	0.54183	334	0.07591	2.49474E-89	False
HSFA1E_MA1758.2	HSFA1E	MA1758.2	C_HSFA4A	11890	0.43643	292	0.51269	321	0.03164	1.08542E-57	False
HSFA4A_MA1759.2	HSFA4A	MA1759.2	C_HSFA4A	11384	0.43711	292	0.50065	302	0.05227	1.05070E-73	False
HSFB3_MA1761.2	HSFB3	MA1761.2	C_HSFB3	11760	0.39385	220	0.46094	252	0.04564	2.33020E-75	False
HSFA1B_MA2019.2	HSFA1B	MA2019.2	C_HSFB2A	7631	0.45878	233	0.53976	272	0.02591	2.31380E-38	False
HSFB4_MA2020.2	HSFB4	MA2020.2	C_HSFB4	10723	0.48927	430	0.58035	493	0.01336	1.43824E-28	False
HAT5_MA0008.4	HAT5	MA0008.4	C_ZHD3	8234	0.35312	109	0.38851	105	0.1007	1.00072E-101	True
ATHB-5_MA0110.4	ATHB-5	MA0110.4	C_ATHB-7	8017	0.39326	197	0.43173	196	0.09005	9.28294E-93	False
ATHB-9_MA0573.2	ATHB-9	MA0573.2	C_ATHB-9	3962	0.48989	160	0.56701	179	0.0265	7.87199E-24	False
ATHB-6_MA0953.2	ATHB-6	MA0953.2	C_ATHB-7	6184	0.43428	230	0.46541	224	0.1071	2.82256E-92	True
ATHB-7_MA0954.3	ATHB-7	MA0954.3	C_ATHB-7	8396	0.41774	279	0.45346	282	0.10058	9.94385E-102	True
HDG11_MA0990.2	HDG11	MA0990.2	C_HDG1	10866	0.34361	90	0.38691	121	0.08738	1.02461E-96	False
HAT1_MA1024.2	HAT1	MA1024.2	C_ATHB-7	7199	0.41565	235	0.45646	232	0.0867	3.21382E-93	False
ATHB-15_MA1026.3	ATHB-15	MA1026.3	C_ATHB-15	10797	0.40067	200	0.42305	172	0.11574	1.71433E-112	True
HAT2_MA1198.2	HAT2	MA1198.2	C_ATHB-X	7284	0.38462	161	0.41448	157	0.10784	2.01749E-100	True
ATHB-20_MA1209.2	ATHB-20	MA1209.2	C_ZHD3	8978	0.34934	115	0.38602	114	0.09359	1.06202E-99	False
HAT22_MA1210.3	HAT22	MA1210.3	C_ZHD3	7521	0.36316	127	0.39696	123	0.10276	1.84590E-96	True
ATHB-X_MA1211.2	ATHB-X	MA1211.2	C_ATHB-X	7398	0.37418	163	0.41186	155	0.09044	1.44132E-90	False
ATHB-13_MA1212.2	ATHB-13	MA1212.2	C_ZHD3	11976	0.34469	144	0.37688	136	0.10302	1.25114E-104	True
ATHB-40_MA1214.2	ATHB-40	MA1214.2	C_ZHD3	8814	0.37836	202	0.3975	175	0.11926	6.90354E-105	True
ATHB-53_MA1215.2	ATHB-53	MA1215.2	C_ZHD3	10886	0.34526	134	0.37361	124	0.11012	6.33524E-107	True
ATHB-23_MA1327.3	ATHB-23	MA1327.3	C_hbn	11989	0.33917	118	0.37684	129	0.09479	4.05583E-96	False
HDG1_MA1369.2	HDG1	MA1369.2	C_HDG1	12367	0.36301	144	0.38978	145	0.10972	4.66215E-109	True
ANL2_MA1375.2	ANL2	MA1375.2	C_HDG1	12110	0.36471	144	0.39251	146	0.1082	5.64824E-115	True
ATHB-4_MA1406.2	ATHB-4	MA1406.2	C_ATHB-X	6993	0.43536	227	0.44444	182	0.13287	2.07654E-102	True
HDG7_MA1757.2	HDG7	MA1757.2	C_HDG1	13701	0.35649	150	0.38686	158	0.10394	9.77085E-107	True
ZHD3_MA1213.3	ZHD3	MA1213.3	C_ZHD3	8183	0.35535	123	0.38785	117	0.10527	7.95122E-101	True
ZHD5_MA1326.2	ZHD5	MA1326.2	C_HOXD3	6051	0.35353	81	0.40995	93	0.06021	2.95346E-66	False
ZHD1_MA1329.3	ZHD1	MA1329.3	C_otp	9594	0.32983	90	0.37094	91	0.08592	2.61325E-93	False
ZHD6_MA1330.2	ZHD6	MA1330.2	C_otp	10591	0.32502	85	0.36968	99	0.07974	8.28085E-93	False
ZHD10_MA1807.2	ZHD10	MA1807.2	C_otp	5311	0.35128	60	0.39591	72	0.08398	4.42907E-83	False
AGL3_MA0001.3	AGL3	MA0001.3	C_SEP1	6280	0.44838	210	0.48984	225	0.07891	1.38463E-79	False
AG_MA0005.3	AG	MA0005.3	C_AGL6	10265	0.39896	183	0.44021	183	0.07795	5.68245E-91	False
AGL15_MA0548.3	AGL15	MA0548.3	C_AGL6	23963	0.37326	355	0.42737	356	0.05877	1.73102E-97	False
SOC1_MA0554.2	SOC1	MA0554.2	C_AP1	29935	0.36537	429	0.42215	434	0.05417	6.78238E-99	False
