"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD4_S145927","G09CD4_S145929","G48CD4_S145936","G58CD4_S145925","G70CD4_S145923","G44CD4_S145919","G50CD4_S145934","G52CD4_S145933","G81CD4_S145921","GREAT_SYMBOL","Distance","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"13786","chr12",25377374,25377774,401,"*",4.64433697593603,4.59380040664465,4.70511565306256,0.101339499480161,0.713239734691882,0.999820495462944,20.23,27.67,16.7,30.47,25.66,29.12,16.26,37.91,21.06,"KRAS","-126771","Not Significant",0.146764470212425,0.146764470212425,"Not Capped"
"13789","chr5",135887462,135887862,401,"*",4.1155419007904,3.95433280427741,4.29461453301917,-0.126242095031954,0.713311985626997,0.999820495462944,12.99,17.77,10.72,19.56,16.47,21.91,12.23,28.52,15.84,"IL9","+8165","Not Significant",0.146720478561771,0.146720478561771,"Not Capped"
"13793","chr19",41351347,41351747,401,"*",6.41734861738613,6.35099094966725,6.49622118811357,0.0679655570228013,0.713479716138799,0.999820495462944,68.39,93.55,56.46,102.99,86.74,100.77,56.26,131.19,72.87,"TGFB1","+2364","Not Significant",0.146618369142481,0.146618369142481,"Not Capped"
"13794","chr14",50231584,50231984,401,"*",5.83738945817988,5.77270042889298,5.91437365072317,0.0714728989642698,0.713492007392753,0.999820495462944,45.8,62.66,37.82,68.98,58.1,67.32,37.59,87.65,48.69,"SOS2","-226","Not Significant",0.146610887531346,0.146610887531346,"Not Capped"
"13807","chr6",150068975,150069375,401,"*",5.0324278054033,5.11279964155672,4.92522582079382,0.399379429613926,0.0971480900521441,0.999820495462944,28.99,39.66,23.94,43.66,36.77,33.92,18.93,44.16,24.53,"ULBP3","-80","Not Significant",1.01256573328312,1.01256573328312,"Not Capped"
"13840","chr2",105755961,105756361,401,"*",4.23786923242952,4.07993957119462,4.41369655498847,-0.119799186660233,0.714616089616875,0.999820495462944,14.17,19.38,11.7,21.34,17.97,23.79,13.28,30.98,17.21,"NCK2","+11264","Not Significant",0.145927209861593,0.145927209861593,"Not Capped"
"13869","chr6",41427996,41428396,401,"*",4.48333936773428,4.33150783019821,4.65309279286486,-0.107680092280552,0.715354221634808,0.999820495462944,16.87,23.07,13.93,25.4,21.4,28.09,15.68,36.57,20.31,"NCR2","+92407","Not Significant",0.145478855531082,0.145478855531082,"Not Capped"
"13884","chrX",47556069,47556469,401,"*",5.44028827074454,5.50211213874579,5.35908571238031,0.355270123389788,0.0974687913393735,0.999820495462944,37.97,51.94,31.35,57.18,48.16,45.81,25.58,59.65,33.13,"ARAF","-4831","Not Significant",1.01113441936569,1.01113441936569,"Not Capped"
"13895","chr11",123070437,123070837,401,"*",3.95019340516769,4.11953744906428,3.70604865033119,0.621395355398605,0.0974952133624437,0.999820495462944,14.56,19.92,12.02,21.93,18.47,14.57,8.13,18.97,10.54,"HSPA8","-8302","Not Significant",1.0110167059559,1.0110167059559,"Not Capped"
"13899","chr16",50806383,50806783,401,"*",5.45853753000672,5.39634256077523,5.53269052257134,0.0767149525141691,0.716373357913191,0.999820495462944,35.29,48.27,29.13,53.14,44.76,51.67,28.85,67.28,37.37,"CYLD","+63823","Not Significant",0.144860574032442,0.144860574032442,"Not Capped"
"13919","chr11",65546421,65546821,401,"*",6.50800277301503,6.44132380542694,6.58723842087299,0.0673003149576916,0.716836068764234,0.999820495462944,72.81,99.59,60.11,109.65,92.35,107.33,59.92,139.74,77.62,"LTBP3","+11607","Not Significant",0.14458015056806,0.14458015056806,"Not Capped"
"13925","chr2",33475832,33476232,401,"*",5.5717963673636,5.50887211536441,5.64677830661508,0.0751484783782751,0.717031891906057,0.999820495462944,38.15,52.18,31.5,57.45,48.39,55.93,31.22,72.81,40.44,"RASGRP3","-196","Not Significant",0.144461527497061,0.144461527497061,"Not Capped"
"13928","chr21",46550543,46550943,401,"*",4.81418334610667,4.75973213980744,4.879478743481,0.0932605844090728,0.717058478391352,0.999820495462944,22.7,31.05,18.74,34.18,28.79,32.86,18.34,42.78,23.76,"S100B","+54465","Not Significant",0.144445424796565,0.144445424796565,"Not Capped"
"13934","chr10",44633198,44633598,401,"*",2.64841209137388,2.41372386898823,2.89653907396596,-0.264596068222868,0.717220726921715,0.999820495462944,4.46,6.11,3.69,6.72,5.66,8.31,4.64,10.82,6.01,"CXCL12","-248349","Not Significant",0.144347168276533,0.144347168276533,"Not Capped"
"13967","chr18",79523517,79523917,401,"*",5.48915639666267,5.3531303424197,5.64292543885773,-0.0763286034999827,0.718285000335792,0.999820495462944,34.25,46.84,28.27,51.57,43.44,55.78,31.14,72.62,40.34,"NFATC1","+127492","Not Significant",0.143703202673499,0.143703202673499,"Not Capped"
"13968","chr8",11902277,11902677,401,"*",4.81526487265627,4.67061338520541,4.97780061423875,-0.0934865480055202,0.718303117628797,0.999820495462944,21.34,29.19,17.62,32.13,27.06,35.17,19.64,45.8,25.44,"CTSB","-34248","Not Significant",0.143692248607708,0.143692248607708,"Not Capped"
"13998","chr3",191076408,191076808,401,"*",3.76638395347677,3.73748475986145,3.80171243082486,0.147862393882195,0.719465614525108,0.999820495462944,11.17,15.29,9.23,16.83,14.17,15.57,8.69,20.27,11.26,"OSTN","-135925","Not Significant",0.142989957500628,0.142989957500628,"Not Capped"
"14005","chr4",109977618,109978018,401,"*",2.85354835541967,2.86617484824939,2.83760823380938,0.237769139119974,0.719670357181306,0.999820495462944,6.11,8.36,5.04,9.2,7.75,7.98,4.45,10.39,5.77,"EGF","+64927","Not Significant",0.142866385290433,0.142866385290433,"Not Capped"
"14011","chr12",1661791,1662191,401,"*",5.57537029139711,5.44027045204098,5.72819164248793,-0.0744026788621235,0.719815326056583,0.999820495462944,36.38,49.76,30.03,54.78,46.14,59.17,33.04,77.04,42.79,"ADIPOR2","-29036","Not Significant",0.142778910738201,0.142778910738201,"Not Capped"
"14048","chr17",32444169,32444569,401,"*",6.78592054091669,6.71971489101336,6.86462126755891,0.0683119001906533,0.720604638193621,0.999820495462944,88.31,120.79,72.91,132.98,112,130.08,72.62,169.36,94.07,"PSMD11","+108","Not Significant",0.142302946854843,0.142302946854843,"Not Capped"
"14076","chr16",28925007,28925407,401,"*",6.75715417778783,6.69034750825009,6.83653408431801,0.0670341641821054,0.721262112148351,0.999820495462944,86.53,118.36,71.44,130.3,109.75,127.57,71.22,166.1,92.26,"RABEP2","+545","Not Significant",0.141906880671533,0.141906880671533,"Not Capped"
"14079","chr9",4984830,4985230,401,"*",5.76238663406415,5.6288541150252,5.91360151536256,-0.071309835440142,0.72134068496298,0.999820495462944,41.46,56.71,34.23,62.43,52.58,67.29,37.57,87.6,48.66,"JAK2","-215","Not Significant",0.141859572098552,0.141859572098552,"Not Capped"
"14093","chr11",62555380,62555780,401,"*",5.5762191091055,5.44145439522618,5.72869726070046,-0.073786468091696,0.721729835695463,0.999820495462944,36.41,49.8,30.06,54.83,46.18,59.19,33.05,77.07,42.81,"AHNAK","-8745","Not Significant",0.141625340967886,0.141625340967886,"Not Capped"
"14118","chr3",102123310,102123710,401,"*",3.70642758964786,3.53298928903214,3.89747397623999,-0.14927601615609,0.722286929565654,0.999820495462944,9.7,13.27,8.01,14.6,12.3,16.63,9.29,21.66,12.03,"NFKBIZ","+273996","Not Significant",0.141290244019498,0.141290244019498,"Not Capped"
"14157","chr1",181033745,181034145,401,"*",5.45018544371267,5.64693776728556,5.15922147185611,0.698900996175621,0.00133428850045602,0.999820495462944,41.98,57.43,34.66,63.22,53.25,39.89,22.27,51.93,28.85,"MR1","+520","Significant",2.87475025691908,2.87475025691908,"Not Capped"
"14163","chr1",22052455,22052855,401,"*",6.5157827866531,6.38499229525729,6.66417862720313,-0.0657949170080838,0.723379966678509,0.999820495462944,70.02,95.78,57.81,105.45,88.81,113.21,63.2,147.39,81.87,"CDC42","+28","Not Significant",0.14063352278127,0.14063352278127,"Not Capped"
"14175","chr1",154441375,154441775,401,"*",4.29860987130364,4.14481864417642,4.47032079288729,-0.111592007834076,0.72377139920003,0.999820495462944,14.82,20.27,12.24,22.32,18.8,24.74,13.81,32.21,17.89,"IL6R","+36382","Not Significant",0.140398582619117,0.140398582619117,"Not Capped"
"14183","chr4",148295582,148295982,401,"*",2.8884460799208,2.89501600158988,2.88019137951941,0.224596020111642,0.724060116837833,0.999820495462944,6.23,8.52,5.15,9.39,7.9,8.22,4.59,10.7,5.94,"NR3C2","+146738","Not Significant",0.140225373958856,0.140225373958856,"Not Capped"
"14188","chr3",160076460,160076860,401,"*",3.21727882684751,3.02205172743915,3.42917039937334,-0.191953995684736,0.724127080687237,0.999820495462944,6.81,9.31,5.62,10.25,8.63,12.02,6.71,15.65,8.7,"IL12A","+87910","Not Significant",0.140185210601034,0.140185210601034,"Not Capped"
"14215","chr3",126982583,126982983,401,"*",6.55578264368323,6.4883699252135,6.63584680358833,0.0657480643975284,0.72477746388148,0.999820495462944,75.22,102.9,62.11,113.28,95.41,111.01,61.97,144.53,80.28,"PLXNA1","-5811","Not Significant",0.139795319006847,0.139795319006847,"Not Capped"
"14248","chr17",42112535,42112935,401,"*",5.84726671814513,5.78106016873538,5.92596846172149,0.0682375153480092,0.725568189692378,0.999820495462944,46.07,63.02,38.04,69.38,58.43,67.87,37.89,88.36,49.08,"DHX58","-2","Not Significant",0.139321765837573,0.139321765837573,"Not Capped"
"14256","chr19",39237595,39237995,401,"*",4.01251084976782,3.97328142373627,4.06009355556256,0.125420303879444,0.725765163369937,0.999820495462944,13.16,18,10.86,19.82,16.69,18.62,10.4,24.24,13.47,"IFNL3","+7211","Not Significant",0.139203881711795,0.139203881711795,"Not Capped"
"14265","chr7",84260553,84260953,401,"*",3.81567235925645,3.78335288379278,3.85507941410719,0.140276607846259,0.725973392221568,0.999820495462944,11.54,15.78,9.52,17.37,14.63,16.15,9.02,21.03,11.68,"SEMA3A","-65852","Not Significant",0.139079296411627,0.139079296411627,"Not Capped"
"14266","chr6",137031083,137031483,401,"*",3.17158406474987,3.59685817797358,2.36432232059137,1.42174215049425,0.0130201344297905,0.999820495462944,10.14,13.87,8.37,15.27,12.86,5.75,3.21,7.48,4.16,"IL20RA","+13681","Significant",1.88538453175747,1.88538453175747,"Not Capped"
"14304","chr3",51343997,51344397,401,"*",3.30945932298839,3.11925963703518,3.51659565877855,-0.181458993862836,0.727153226150861,0.999820495462944,7.28,9.96,6.01,10.96,9.23,12.78,7.13,16.63,9.24,"MANF","-40850","Not Significant",0.13837406471169,0.13837406471169,"Not Capped"
"14310","chr16",29074887,29075287,401,"*",3.61160382017166,3.5845702179594,3.64469867865573,0.151811398776163,0.727244135926134,0.999820495462944,10.05,13.75,8.3,15.14,12.75,13.96,7.79,18.18,10.1,"LAT","+90261","Not Significant",0.138319771964972,0.138319771964972,"Not Capped"
"14318","chr1",240611946,240612346,401,"*",4.02515675779019,3.86458753323021,4.2035973282455,-0.124729669791226,0.727356436787808,0.999820495462944,12.2,16.69,10.08,18.38,15.48,20.57,11.48,26.78,14.87,"GREM2","+3","Not Significant",0.138252713494696,0.138252713494696,"Not Capped"
"14358","chr5",96374258,96374658,401,"*",3.20273277522495,3.19385313361669,3.21375601862315,0.191249260858686,0.728219288944083,0.999820495462944,7.67,10.49,6.33,11.55,9.72,10.36,5.78,13.48,7.49,"PCSK1","+58822","Not Significant",0.137737821734085,0.137737821734085,"Not Capped"
"14373","chr21",44927472,44927872,401,"*",5.37227599757024,5.23668045112242,5.5256047028547,-0.0753817746221593,0.728523188806294,0.999820495462944,31.59,43.21,26.08,47.57,40.07,51.42,28.71,66.95,37.19,"ITGB2","+1201","Not Significant",0.137556620132374,0.137556620132374,"Not Capped"
"14403","chr19",49476098,49476498,401,"*",5.39218135962806,5.25696261140486,5.54512444562329,-0.0746503628571315,0.729195228223346,0.999820495462944,32.04,43.82,26.45,48.25,40.64,52.12,29.1,67.86,37.69,"FLT3LG","+1737","Not Significant",0.13715618198504,0.13715618198504,"Not Capped"
"14423","chr10",6410057,6410457,401,"*",3.66743147336435,3.49634156679545,3.85619406359504,-0.145032858280527,0.729946456253563,0.999820495462944,9.45,12.93,7.81,14.24,11.99,16.17,9.03,21.05,11.69,"PRKCQ","+170044","Not Significant",0.136708995504836,0.136708995504836,"Not Capped"
"14428","chr11",117986343,117986743,401,"*",5.55549944841784,5.28295612794986,5.836665279023,-0.339483368594768,0.0993734994506521,0.999820495462944,32.62,44.62,26.93,49.12,41.37,63.79,35.61,83.06,46.13,"IL10RA","+195","Not Significant",1.00272941617418,1.00272941617418,"Not Capped"
"14431","chr1",161258924,161259324,401,"*",4.00813426336216,3.9681381904461,4.05661879193573,0.12365770431898,0.730160680144587,0.999820495462944,13.11,17.94,10.83,19.75,16.63,18.57,10.37,24.18,13.43,"NR1I3","-20914","Not Significant",0.136581557932466,0.136581557932466,"Not Capped"
"14445","chr9",134025228,134025628,401,"*",6.17914665993522,6.11124167692441,6.25976615596139,0.0646692179542036,0.730511296000229,0.999820495462944,57.92,79.23,47.82,87.22,73.46,85.53,47.75,111.36,61.86,"VAV2","-33118","Not Significant",0.136373064120324,0.136373064120324,"Not Capped"
"14452","chr14",92915707,92916107,401,"*",3.37456406594455,3.35615338509672,3.39725186653584,0.170408361332919,0.730733828916972,0.999820495462944,8.58,11.74,7.08,12.92,10.88,11.76,6.57,15.31,8.51,"CHGA","-7173","Not Significant",0.136240786767425,0.136240786767425,"Not Capped"
"14460","chr6",111774201,111774601,401,"*",3.81740069148196,3.35494092486813,4.24266149456365,-0.668505329151661,0.0994121665216998,0.999820495462944,8.57,11.73,7.08,12.91,10.87,21.13,11.8,27.51,15.28,"FYN","+99051","Not Significant",1.0025604613784,1.0025604613784,"Not Capped"
"14498","chr5",96896315,96896715,401,"*",4.09855310049325,3.94034332501324,4.27465819627297,-0.120143925058037,0.731716530967318,0.999820495462944,12.86,17.59,10.62,19.37,16.31,21.61,12.06,28.13,15.62,"ERAP2","+20576","Not Significant",0.135657133258546,0.135657133258546,"Not Capped"
"14508","chr6",28884619,28885019,401,"*",5.85502709657221,5.78912454224495,5.93338508253567,0.0688311570408385,0.731955987102103,0.999820495462944,46.33,63.37,38.25,69.77,58.76,68.22,38.08,88.81,49.33,"TRIM27","+39170","Not Significant",0.135515032511775,0.135515032511775,"Not Capped"
"14519","chr19",8268922,8269322,401,"*",5.10711678798905,5.0469390347075,5.17897221977853,0.0808264680778861,0.732355964514308,0.999820495462944,27.7,37.89,22.87,41.71,35.13,40.44,22.58,52.65,29.24,"CD320","+39233","Not Significant",0.135277777072952,0.135277777072952,"Not Capped"
"14531","chr10",47260947,47261347,401,"*",4.11682230350809,3.959330337272,4.29221537391929,-0.11898860859889,0.732665275057693,0.999820495462944,13.03,17.83,10.76,19.63,16.53,21.87,12.21,28.47,15.82,"GDF10","-39239","Not Significant",0.135094391521188,0.135094391521188,"Not Capped"
"14559","chr11",61333000,61333400,401,"*",6.24757448350797,6.11807299179071,6.39464135948534,-0.0631762113530473,0.733554762653795,0.999820495462944,58.19,79.6,48.05,87.64,73.81,93.92,52.43,122.27,67.92,"TKFC","-10","Not Significant",0.134567458875115,0.134567458875115,"Not Capped"
"14560","chr19",8050500,8050900,401,"*",5.52568415320979,5.39224362102127,5.67680464009159,-0.0710846865345895,0.733616223286193,0.999820495462944,35.19,48.13,29.05,52.99,44.63,57.1,31.88,74.34,41.3,"CCL25","-2300","Not Significant",0.134531073186227,0.134531073186227,"Not Capped"
"14561","chr5",35730225,35730625,401,"*",3.04257943601443,2.8423748206339,3.25914744141012,-0.201058234340213,0.733671423323421,0.999820495462944,6.01,8.22,4.96,9.05,7.62,10.69,5.97,13.91,7.73,"IL7R","-126424","Not Significant",0.134498396469244,0.134498396469244,"Not Capped"
"14582","chr12",51951348,51951748,401,"*",6.53190093149382,6.4633745925157,6.61322081958868,0.0633648532252459,0.734295747511915,0.999820495462944,73.93,101.13,61.04,111.34,93.77,109.28,61.01,142.28,79.03,"ACVR1B","-153","Not Significant",0.134128986891542,0.134128986891542,"Not Capped"
"14594","chr20",30424496,30424896,401,"*",3.02534121802804,3.02946544572426,3.02016929833975,0.218843725991496,0.734544712662839,0.999820495462944,6.84,9.36,5.65,10.3,8.68,9.06,5.06,11.79,6.55,"DEFB115","-832968","Not Significant",0.133981763016384,0.133981763016384,"Not Capped"
"14606","chr3",46089516,46089916,401,"*",3.74098017837261,3.57151840232286,3.92815511095411,-0.141989358876949,0.734881675471283,0.999820495462944,9.96,13.63,8.22,15,12.63,16.99,9.49,22.12,12.29,"XCR1","-61974","Not Significant",0.133782581768434,0.133782581768434,"Not Capped"
"14609","chr15",90201078,90201478,401,"*",4.97039516871016,4.83093015370632,5.12767217061728,-0.0830890224789109,0.73490199655282,0.999820495462944,23.85,32.62,19.69,35.91,30.25,39.03,21.79,50.81,28.22,"SEMA4B","-41","Not Significant",0.133770572744595,0.133770572744595,"Not Capped"
"14638","chr2",191061595,191061995,401,"*",4.22295388677838,4.17733827311713,4.27801710507804,0.111645876449227,0.735882664205429,0.999820495462944,15.16,20.74,12.52,22.83,19.23,21.66,12.09,28.19,15.66,"STAT1","-47545","Not Significant",0.133191427986579,0.133191427986579,"Not Capped"
"14667","chr2",147863110,147863510,401,"*",3.27366115144803,3.08559145851479,3.47877305409115,-0.176973280849776,0.73657023078211,0.999820495462944,7.11,9.73,5.87,10.71,9.02,12.44,6.95,16.2,9,"ACVR2A","+18793","Not Significant",0.132785837569509,0.132785837569509,"Not Capped"
"14668","chr1",28149145,28149545,401,"*",2.79523723109164,3.14086261438861,2.19931827778381,1.13174613553834,0.0998833004983846,0.999820495462944,7.39,10.11,6.1,11.13,9.37,5.13,2.86,6.67,3.71,"PTAFR","+27843","Not Significant",1.00050711545411,1.00050711545411,"Not Capped"
"14679","chr5",43396924,43397324,401,"*",4.856929496417,4.54091574815173,5.17410859467052,-0.418077639375925,0.0998888163110731,0.999820495462944,19.5,26.68,16.1,29.37,24.74,40.3,22.5,52.47,29.15,"CCL28","+15267","Not Significant",1.00048313325827,1.00048313325827,"Not Capped"
"14688","chr6",141618228,141618628,401,"*",3.77418823254137,3.60777382838608,3.95838201043818,-0.135896808000309,0.737137491963169,0.999820495462944,10.21,13.97,8.43,15.38,12.96,17.35,9.69,22.59,12.55,"NMBR","+470371","Not Significant",0.132451499343419,0.132451499343419,"Not Capped"
"14730","chr14",38125577,38125977,401,"*",3.78463797800229,3.74932381485212,3.82759875972558,0.133770015960487,0.738269534950765,0.999820495462944,11.27,15.41,9.3,16.97,14.29,15.85,8.85,20.63,11.46,"SSTR1","-82222","Not Significant",0.13178505257951,0.13178505257951,"Not Capped"
"14736","chr2",147926031,147926431,401,"*",3.07953652946528,3.07508527232007,3.08508135698268,0.200437513537816,0.738466668567275,0.999820495462944,7.06,9.66,5.83,10.63,8.96,9.47,5.29,12.33,6.85,"ACVR2A","+81714","Not Significant",0.131669102226085,0.131669102226085,"Not Capped"
"14770","chr6",155418366,155418766,401,"*",4.90344481566744,4.84466958574729,4.97369874978084,0.0839286257745667,0.739367066413133,0.999820495462944,24.07,32.93,19.88,36.25,30.53,35.07,19.58,45.67,25.37,"NOX3","+37337","Not Significant",0.131139898087482,0.131139898087482,"Not Capped"
"14785","chr10",118594438,118594838,401,"*",4.29291677850593,4.14200063796219,4.46175400749919,-0.10588983070725,0.739637769597957,0.999820495462944,14.79,20.23,12.21,22.28,18.76,24.6,13.73,32.02,17.79,"PRLHR","+1061","Not Significant",0.130980919701674,0.130980919701674,"Not Capped"
"14801","chr4",55169537,55169937,401,"*",3.45392124306134,3.42986646689624,3.48343644135673,0.158196720189293,0.740097594676675,0.999820495462944,9.03,12.35,7.45,13.6,11.45,12.48,6.97,16.25,9.03,"KDR","-44148","Not Significant",0.130711007248979,0.130711007248979,"Not Capped"
"14846","chr15",38651488,38651888,401,"*",5.07214933856922,5.01072352852504,5.14542708757308,0.0783105189247781,0.740996401213982,0.999820495462944,27.01,36.95,22.3,40.68,34.26,39.51,22.06,51.44,28.57,"RASGRP1","-86882","Not Significant",0.130183901246993,0.130183901246993,"Not Capped"
"14851","chr16",3059200,3059600,401,"*",5.91491401772084,5.84676530208348,5.99580832550446,0.064134297656666,0.741139642497329,0.999820495462944,48.22,65.96,39.81,72.61,61.16,71.23,39.77,92.74,51.51,"IL32","-5912","Not Significant",0.13009995632251,0.13009995632251,"Not Capped"
"14853","chr2",84894861,84895261,401,"*",3.98936820525353,3.83009069714082,4.16653112596042,-0.122080698719581,0.741195570374157,0.999820495462944,11.92,16.3,9.84,17.94,15.11,20.05,11.19,26.1,14.5,"TMSB10","-10564","Not Significant",0.130067184830486,0.130067184830486,"Not Capped"
"14860","chr9",32291073,32291473,401,"*",3.3160443097663,3.13263824492203,3.51670327423807,-0.168466971679644,0.741287738572324,0.999820495462944,7.35,10.05,6.07,11.07,9.32,12.78,7.13,16.63,9.24,"ACO1","-93347","Not Significant",0.130013183359197,0.130013183359197,"Not Capped"
"14862","chr1",218323648,218324048,401,"*",3.98769481192531,3.82933070825778,4.16395290022854,-0.120092754719844,0.741302349001479,0.999820495462944,11.91,16.29,9.83,17.94,15.11,20.01,11.17,26.05,14.47,"TGFB2","-22387","Not Significant",0.130004623705637,0.130004623705637,"Not Capped"
"14869","chr12",71215243,71215643,401,"*",2.75961270340193,2.54441774935674,2.99007744246965,-0.227811593949301,0.741570987335233,0.999820495462944,4.89,6.69,4.04,7.36,6.2,8.87,4.95,11.55,6.41,"LGR5","-224327","Not Significant",0.129847269541401,0.129847269541401,"Not Capped"
"14882","chr3",30664681,30665081,401,"*",4.18687043136997,4.14059151164453,4.24270650902195,0.110549974130236,0.741885697624493,0.999820495462944,14.78,20.21,12.2,22.25,18.74,21.13,11.8,27.51,15.28,"TGFBR2","+58280","Not Significant",0.129663001344749,0.129663001344749,"Not Capped"
"14883","chr17",42679673,42680073,401,"*",5.73236785642241,5.60164740628601,5.88069154604777,-0.0655855116378196,0.741964564202135,0.999820495462944,40.68,55.65,33.59,61.27,51.6,65.77,36.72,85.63,47.56,"CCR10","+1970","Not Significant",0.129616835878611,0.129616835878611,"Not Capped"
"14893","chr2",231029607,231030007,401,"*",3.08117599102957,2.88764817107441,3.29146388606108,-0.187494079380243,0.742280895586049,0.999820495462944,6.2,8.48,5.12,9.34,7.86,10.93,6.1,14.23,7.9,"PSMD1","-27057","Not Significant",0.12943171693395,0.12943171693395,"Not Capped"
"14943","chr12",51814261,51814661,401,"*",5.20743489675791,5.14427816187317,5.2826809019335,0.0747119747278117,0.743515934363643,0.999820495462944,29.63,40.53,24.46,44.62,37.58,43.45,24.26,56.57,31.42,"FIGNL2","+34305","Not Significant",0.128709719634228,0.128709719634228,"Not Capped"
"14945","chr10",81778391,81778791,401,"*",2.61169012847206,2.388172737846,2.84975126446334,-0.243353254694272,0.743547471895465,0.999820495462944,4.39,6,3.62,6.61,5.56,8.05,4.49,10.48,5.82,"NRG3","-96723","Not Significant",0.128691298663088,0.128691298663088,"Not Capped"
"14985","chr9",127735204,127735604,401,"*",6.68902088577132,6.61957247404125,6.77137895215704,0.0614069186656632,0.744884505142628,0.999820495462944,82.38,112.69,68.02,124.07,104.49,121.94,68.08,158.76,88.19,"TOR2A","-87","Not Significant",0.127911059691466,0.127911059691466,"Not Capped"
"14987","chr13",102399854,102400254,401,"*",4.7340921811945,4.5929338912331,4.89309024044776,-0.0864285159762447,0.744891543925307,0.999820495462944,20.22,27.66,16.69,30.45,25.65,33.17,18.52,43.18,23.99,"FGF14","+1720","Not Significant",0.127906955847162,0.127906955847162,"Not Capped"
"15028","chr3",106494131,106494531,401,"*",2.98547134918386,2.78443300351079,3.20281960068074,-0.20153170594351,0.745694608796407,0.999820495462944,5.77,7.9,4.77,8.69,7.32,10.28,5.74,13.38,7.43,"CBLB","-625288","Not Significant",0.127438996749009,0.127438996749009,"Not Capped"
"15045","chr15",74781832,74782232,401,"*",5.84031038170669,5.71079683552665,5.98738969706627,-0.06317453047878,0.746106778182919,0.999820495462944,43.88,60.02,36.23,66.08,55.66,70.82,39.54,92.2,51.22,"CSK","-25","Not Significant",0.127199014541875,0.127199014541875,"Not Capped"
"15052","chr22",41926212,41926612,401,"*",5.02825228835748,4.8914312789484,5.1828337376334,-0.0778423733710874,0.746212921361882,0.999820495462944,24.87,34.02,20.53,37.45,31.54,40.55,22.64,52.79,29.32,"TNFRSF13C","+406","Not Significant",0.12713723502237,0.12713723502237,"Not Capped"
"15056","chr3",32391550,32391950,401,"*",4.88099069615251,4.82116993358307,4.9524388076739,0.0816873878974587,0.746363908728435,0.999820495462944,23.68,32.4,19.55,35.67,30.04,34.56,19.3,45,24.99,"CMTM7","+79","Not Significant",0.127049369555035,0.127049369555035,"Not Capped"
"15057","chr6",31442201,31442601,401,"*",3.54287237747986,3.36974657292207,3.73361528660837,-0.148685827596955,0.746365213491,0.999820495462944,8.66,11.85,7.15,13.04,10.98,14.85,8.29,19.33,10.74,"MICB","-55714","Not Significant",0.127048610340019,0.127048610340019,"Not Capped"
"15067","chr1",161612330,161612730,401,"*",5.55717143606715,5.4250305995062,5.70695690583976,-0.0684895705666312,0.746615601025275,0.999820495462944,36,49.24,29.72,54.21,45.66,58.31,32.55,75.91,42.17,"FCGR3B","+18676","Not Significant",0.126902939445342,0.126902939445342,"Not Capped"
"15085","chr1",31593967,31594367,401,"*",4.18838881065934,4.14122804886743,4.24525118739617,0.108764816295161,0.747031884341157,0.999820495462944,14.78,20.22,12.21,22.26,18.75,21.17,11.82,27.56,15.31,"TINAGL1","+17632","Not Significant",0.126660861507344,0.126660861507344,"Not Capped"
"15101","chr10",113249625,113250025,401,"*",2.75481733073761,1.94098369216377,3.37673063541474,-1.19924639479124,0.101526658671779,0.999820495462944,3.22,4.4,2.66,4.84,4.08,11.59,6.47,15.1,8.39,"TCF7L2","+299418","Not Significant",0.993419906579452,0.993419906579452,"Not Capped"
"15110","chr22",37817680,37818080,401,"*",4.92026128416017,4.78245973729497,5.07584355140981,-0.0796949997063825,0.747715681984729,0.999820495462944,23.06,31.54,19.04,34.72,29.25,37.65,21.02,49.02,27.23,"GALR3","-5502","Not Significant",0.12626351071615,0.12626351071615,"Not Capped"
"15132","chr16",88634335,88634735,401,"*",4.74501867956285,4.60491009988819,4.90295028533619,-0.0843886005414433,0.748338216906635,0.999820495462944,20.39,27.89,16.83,30.7,25.86,33.4,18.64,43.48,24.15,"IL17C","-4058","Not Significant",0.125902075212815,0.125902075212815,"Not Capped"
"15143","chr19",17235448,17235848,401,"*",5.67593388766907,5.54571407603687,5.82374165224674,-0.0645825126745749,0.748627719759338,0.999820495462944,39.14,53.53,32.31,58.94,49.64,63.22,35.3,82.31,45.72,"NR2F6","+10292","Not Significant",0.125734096116014,0.125734096116014,"Not Capped"
"15189","chr6",31493765,31494165,401,"*",5.00969695840563,4.70653920976382,5.31643093552991,-0.394969206908705,0.1017489328049,0.999820495462944,21.88,29.92,18.06,32.94,27.75,44.48,24.83,57.91,32.17,"MICB","-4150","Not Significant",0.992470137182582,0.992470137182582,"Not Capped"
"15212","chr19",18161279,18161679,401,"*",5.4228826437278,5.35654590476208,5.50173155844925,0.0679817537770312,0.750518494075151,0.999820495462944,34.33,46.96,28.34,51.69,43.54,50.58,28.24,65.85,36.58,"PIK3R2","+8361","Not Significant",0.124638601520877,0.124638601520877,"Not Capped"
"15217","chr3",120094596,120094996,401,"*",7.09088067429367,7.02211711599196,7.17246778668395,0.0628810110565372,0.750648649333042,0.999820495462944,108.9,148.96,89.91,164,138.12,161.02,89.9,209.64,116.45,"GSK3B","-1130","Not Significant",0.124563292504579,0.124563292504579,"Not Capped"
