"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD4_S145927","G09CD4_S145929","G48CD4_S145936","G58CD4_S145925","G70CD4_S145923","G44CD4_S145919","G50CD4_S145934","G52CD4_S145933","G81CD4_S145921","GREAT_SYMBOL","Distance","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"5608","chr1",15951003,15951403,401,"*",3.57100087451091,3.31559444057042,3.83741100420782,-0.305746256822468,0.502285848593662,0.999820495462944,8.34,11.41,6.89,12.56,10.58,15.96,8.91,20.77,11.54,"ZBTB17","+24929","Not Significant",0.299049057485005,0.299049057485005,"Not Capped"
"5610","chr19",52734869,52735269,401,"*",6.2177902912809,6.1786996098037,6.26520967745263,0.126567714831423,0.502296639824158,0.999820495462944,60.69,83.02,50.11,91.4,76.98,85.86,47.93,111.78,62.09,"ZNF611","-15","Not Significant",0.299039727097682,0.299039727097682,"Not Capped"
"5624","chr6",90274444,90274844,401,"*",6.60509375370335,6.44299883416597,6.78504047779356,-0.128604525538101,0.502624866337561,0.999820495462944,72.89,99.71,60.18,109.77,92.46,123.1,68.73,160.27,89.03,"BACH2","+22098","Not Significant",0.298756029380438,0.298756029380438,"Not Capped"
"5625","chr12",57520432,57520832,401,"*",6.78543156548622,6.74662755244522,6.83251339885436,0.127266615034493,0.502635920313139,0.999820495462944,89.97,123.07,74.28,135.49,114.11,127.22,71.02,165.63,92,"DDIT3","-115","Not Significant",0.298746478265621,0.298746478265621,"Not Capped"
"5631","chr7",97016797,97017197,401,"*",3.51327581261726,3.56035225862014,3.4521842247528,0.318606904590207,0.502698613905506,0.999820495462944,9.88,13.52,8.16,14.88,12.54,12.22,6.82,15.91,8.84,"DLX5","+8100","Not Significant",0.298692312253564,0.298692312253564,"Not Capped"
"5648","chr19",55640947,55641347,401,"*",5.17606001342719,5.00023505573195,5.36941991208745,-0.155239863618764,0.503089093434268,0.999820495462944,26.81,36.68,22.14,40.38,34.01,46.14,25.76,60.08,33.37,"ZNF580","-616","Not Significant",0.298355097726244,0.298355097726244,"Not Capped"
"5675","chr3",71582084,71582484,401,"*",4.57651730796402,4.38399784851206,4.78585183522336,-0.187591600172087,0.503753632251355,0.999820495462944,17.49,23.93,14.44,26.34,22.19,30.79,17.19,40.09,22.27,"FOXP1","+1705","Not Significant",0.29778180941454,0.29778180941454,"Not Capped"
"5695","chr10",21533953,21534353,401,"*",6.86965866796862,6.83171852626267,6.9157224067645,0.129165720443958,0.504206053866144,0.999820495462944,95.43,130.54,78.79,143.72,121.05,134.77,75.24,175.47,97.47,"MLLT10","-190","Not Significant",0.297391944171519,0.297391944171519,"Not Capped"
"5696","chr8",66613223,66613623,401,"*",6.12028325552495,5.95946094459142,6.29897388983821,-0.125975001339163,0.504266977988673,0.999820495462944,52.13,71.31,43.04,78.51,66.13,87.89,49.07,114.43,63.56,"MYBL1","-174","Not Significant",0.297339470759885,0.297339470759885,"Not Capped"
"5706","chr10",30929499,30929899,401,"*",3.17868827840798,2.88993495162218,3.47351611933122,-0.364810456121981,0.50467980553112,0.999820495462944,6.21,8.49,5.13,9.35,7.88,12.4,6.92,16.14,8.97,"ZNF438","+102238","Not Significant",0.296984072959731,0.296984072959731,"Not Capped"
"5707","chr9",96854255,96854655,401,"*",5.15675904813523,5.13036741965657,5.18908382042685,0.153965767320443,0.50469632848434,0.999820495462944,29.35,40.14,24.23,44.19,37.22,40.72,22.73,53.02,29.45,"ZNF782","+33","Not Significant",0.296969854617991,0.296969854617991,"Not Capped"
"5731","chr14",75334024,75334424,401,"*",4.71988696187309,4.53284981555681,4.92401538873502,-0.177018342980626,0.505353226161026,0.999820495462944,19.39,26.53,16.01,29.21,24.6,33.89,18.92,44.12,24.51,"FOS","+55450","Not Significant",0.296404957430382,0.296404957430382,"Not Capped"
"5735","chr4",145938695,145939095,401,"*",4.87952332066995,4.85996238269484,4.90360732817357,0.168873736572253,0.505387004424132,0.999820495462944,24.33,33.28,20.09,36.64,30.86,33.41,18.65,43.5,24.16,"ZNF827","-260","Not Significant",0.296375929767612,0.296375929767612,"Not Capped"
"5740","chr4",187521912,187522312,401,"*",2.37645892789016,2.5129478390465,2.18540680089753,0.528031702191615,0.505433844433749,0.999820495462944,4.78,6.54,3.95,7.2,6.07,5.08,2.83,6.61,3.67,"ZFP42","-473659","Not Significant",0.296335680582514,0.296335680582514,"Not Capped"
"5779","chr1",90744031,90744431,401,"*",2.82725829659109,2.50215453540593,3.15172190109,-0.428134996742352,0.506720535424825,0.999820495462944,4.75,6.49,3.92,7.15,6.02,9.92,5.54,12.92,7.17,"BARHL2","-26994","Not Significant",0.295231495075881,0.295231495075881,"Not Capped"
"5792","chr13",112014877,112015277,401,"*",2.86719988146044,2.53422171791438,3.19790749497565,-0.442499231069883,0.507180787108979,0.999820495462944,4.85,6.64,4.01,7.31,6.16,10.24,5.72,13.34,7.41,"SOX1","-52570","Not Significant",0.294837206645633,0.294837206645633,"Not Capped"
"5794","chr6",84540916,84541316,401,"*",3.34731884784245,3.07450974352115,3.6287109768446,-0.336950038323282,0.507205357904409,0.999820495462944,7.06,9.65,5.83,10.63,8.95,13.81,7.71,17.98,9.99,"TBX18","+223403","Not Significant",0.29481616739756,0.29481616739756,"Not Capped"
"5800","chr6",28449110,28449510,401,"*",3.91929759076998,3.69443337828811,4.15858020187215,-0.248806952841478,0.507365511244197,0.999820495462944,10.85,14.84,8.96,16.33,13.76,19.94,11.13,25.95,14.42,"ZSCAN23","-5843","Not Significant",0.294679057779255,0.294679057779255,"Not Capped"
"5801","chr7",108994719,108995119,401,"*",3.81961267000081,3.84316809352458,3.78961702739373,0.264355703932034,0.507414168027585,0.999820495462944,12.02,16.45,9.93,18.11,15.25,15.44,8.62,20.1,11.16,"THAP5","-425196","Not Significant",0.294637410566603,0.294637410566603,"Not Capped"
"5810","chr2",161480099,161480499,401,"*",3.72950893121171,3.48789170994009,3.98380565823409,-0.279576590892727,0.507593407833511,0.999820495462944,9.4,12.86,7.76,14.16,11.92,17.66,9.86,22.99,12.77,"TBR1","+64205","Not Significant",0.294484026766696,0.294484026766696,"Not Capped"
"5813","chr19",43983945,43984345,401,"*",3.78403480550864,3.54784760585296,4.0335012673036,-0.270122183247624,0.507659817101898,0.999820495462944,9.8,13.4,8.09,14.76,12.43,18.28,10.21,23.8,13.22,"ZNF155","-49","Not Significant",0.294427211032177,0.294427211032177,"Not Capped"
"5814","chr19",21328966,21329366,401,"*",4.73804892716248,4.55103636960186,4.94215391706745,-0.177033530035911,0.507747984745379,0.999820495462944,19.64,26.87,16.22,29.58,24.91,34.32,19.16,44.68,24.82,"ZNF708","+244","Not Significant",0.294351791636988,0.294351791636988,"Not Capped"
"5834","chr6",28443278,28443678,401,"*",5.23499520059641,5.06141074144544,5.42618348314334,-0.150987618322992,0.508263336440231,0.999820495462944,27.98,38.27,23.1,42.13,35.48,48,26.8,62.49,34.71,"ZSCAN23","-11","Not Significant",0.293911216986211,0.293911216986211,"Not Capped"
"5884","chr5",2487707,2488107,401,"*",2.89103408727363,2.57115504197283,3.2113208445286,-0.420203675001782,0.509500507721488,0.999820495462944,4.98,6.81,4.11,7.5,6.32,10.34,5.77,13.46,7.48,"IRX2","+263755","Not Significant",0.292855378879281,0.292855378879281,"Not Capped"
"5898","chr2",66846603,66847003,401,"*",2.79963169338669,2.46649661525293,3.13046311291943,-0.443351759491592,0.509687982225889,0.999820495462944,4.63,6.33,3.82,6.97,5.87,9.78,5.46,12.73,7.07,"MEIS1","+411403","Not Significant",0.29269560638483,0.29269560638483,"Not Capped"
"5908","chr19",56367954,56368354,401,"*",4.5381919217507,4.34518402686864,4.74798840863478,-0.188444717114248,0.510075706909752,0.999820495462944,17.03,23.29,14.06,25.64,21.6,29.99,16.75,39.05,21.69,"ZNF582","+25366","Not Significant",0.292365359876531,0.292365359876531,"Not Capped"
"5909","chr18",51110292,51110692,401,"*",4.49207475813591,4.29746967185727,4.70337973810667,-0.191441420607085,0.510081505185315,0.999820495462944,16.47,22.54,13.6,24.81,20.9,29.08,16.24,37.86,21.03,"SMAD4","+80279","Not Significant",0.292360423070612,0.292360423070612,"Not Capped"
"5913","chr3",147270361,147270761,401,"*",3.52558785430901,3.27036891582596,3.79183472726634,-0.305100498562285,0.510246691904414,0.999820495462944,8.08,11.06,6.67,12.17,10.25,15.46,8.63,20.13,11.18,"ZIC4","+133723","Not Significant",0.292219802275422,0.292219802275422,"Not Capped"
"5977","chr5",89003657,89004057,401,"*",3.82020235518195,3.58791054343644,4.06618243073231,-0.262210417482344,0.512099458816198,0.999820495462944,10.07,13.78,8.32,15.17,12.78,18.7,10.44,24.34,13.52,"MEF2C","-99804","Not Significant",0.290645683125306,0.290645683125306,"Not Capped"
"6013","chr6",41081056,41081456,401,"*",2.91545384904381,3.00178362717253,2.7997277145473,0.409410185667891,0.513002159497858,0.999820495462944,6.71,9.18,5.54,10.11,8.51,7.77,4.34,10.12,5.62,"NFYA","+8311","Not Significant",0.28988080670879,0.28988080670879,"Not Capped"
"6031","chr14",64503655,64504055,401,"*",7.33548657925644,7.30002245242876,7.37862489586143,0.134589989073771,0.513610583288892,0.999820495462944,132.03,180.6,109.01,198.83,167.47,185.76,103.71,241.85,134.34,"ZBTB25","-10","Not Significant",0.289366035919322,0.289366035919322,"Not Capped"
"6040","chr19",21081932,21082332,401,"*",5.11725001813512,4.9416211945449,5.31042007776362,-0.154982966379645,0.513797837377044,0.999820495462944,25.75,35.22,21.26,38.77,32.66,44.3,24.73,57.67,32.03,"ZNF714","-68","Not Significant",0.289207728051753,0.289207728051753,"Not Capped"
"6042","chr14",45492416,45492816,401,"*",2.97809280685396,3.06132679244689,2.86680656460884,0.401064314499344,0.513839524136118,0.999820495462944,6.99,9.57,5.77,10.53,8.87,8.14,4.55,10.6,5.89,"MIS18BP1","-239214","Not Significant",0.289172493191437,0.289172493191437,"Not Capped"
"6051","chr19",13061329,13061729,401,"*",5.032615592543,5.00757534784687,5.06331683198437,0.156999627492651,0.514057239786946,0.999820495462944,26.95,36.87,22.25,40.59,34.18,37.32,20.84,48.59,26.99,"LYL1","+41338","Not Significant",0.288988520032826,0.288988520032826,"Not Capped"
"6059","chr2",8220031,8220431,401,"*",3.46526690025165,3.50874894690267,3.40900401289461,0.309529079508264,0.51426831573532,0.999820495462944,9.54,13.04,7.87,14.36,12.1,11.86,6.62,15.44,8.57,"ID2","-458614","Not Significant",0.288810231901336,0.288810231901336,"Not Capped"
"6070","chr1",161763343,161763743,401,"*",4.04672962645851,4.05758919218286,4.03303919897894,0.23562630070542,0.514569441466272,0.999820495462944,13.95,19.08,11.52,21.01,17.7,18.27,10.2,23.79,13.22,"ATF6","-2751","Not Significant",0.288556008636044,0.288556008636044,"Not Capped"
"6071","chr1",180230589,180230989,401,"*",4.36512162665351,4.16564612006517,4.58100657993474,-0.200703540596079,0.514612965996555,0.999820495462944,15.04,20.57,12.41,22.64,19.07,26.72,14.92,34.78,19.32,"LHX4","+503","Not Significant",0.288519275665865,0.288519275665865,"Not Capped"
"6083","chr10",31319047,31319447,401,"*",6.1222148744825,6.08117630199393,6.17192404559522,0.122345450677949,0.514960048638034,0.999820495462944,56.72,77.59,46.83,85.42,71.95,80.48,44.93,104.78,58.2,"ZEB1","+75","Not Significant",0.288226462859923,0.288226462859923,"Not Capped"
"6086","chrX",71095645,71096045,401,"*",5.13546680431583,4.96141635889808,5.32710729397861,-0.151752023316928,0.515050661494054,0.999820495462944,26.1,35.71,21.55,39.31,33.11,44.81,25.02,58.34,32.41,"FOXO4","-352","Not Significant",0.288150050715712,0.288150050715712,"Not Capped"
"6088","chr2",5172273,5172673,401,"*",2.31302436269146,1.92992637758745,2.68208701780529,-0.523855587575311,0.515215468123867,0.999820495462944,3.19,4.37,2.64,4.81,4.05,7.16,4,9.33,5.18,"SOX11","-520194","Not Significant",0.288011106789553,0.288011106789553,"Not Capped"
"6127","chr7",115506529,115506929,401,"*",3.01092823848903,3.08863233159278,2.90751545299253,0.388810480718087,0.516221929853827,0.999820495462944,7.13,9.75,5.88,10.73,9.04,8.38,4.68,10.9,6.06,"TFEC","+524012","Not Significant",0.287163549942855,0.287163549942855,"Not Capped"
"6128","chr12",12622357,12622757,401,"*",4.41537415238527,4.21789882714,4.62938183434107,-0.197260622531297,0.516230168682107,0.999820495462944,15.59,21.33,12.87,23.48,19.77,27.63,15.42,35.97,19.98,"CREBL2","+10665","Not Significant",0.287156618720255,0.287156618720255,"Not Capped"
"6129","chr1",22400864,22401264,401,"*",3.56062594079323,3.31012101251415,3.82275512962068,-0.296470663671898,0.516256828585254,0.999820495462944,8.31,11.37,6.86,12.51,10.54,15.8,8.82,20.56,11.42,"ZBTB40","-50787","Not Significant",0.287134190837177,0.287134190837177,"Not Capped"
"6136","chr13",40221768,40222168,401,"*",4.3728291289895,4.1720158162564,4.58996686950904,-0.203588342467561,0.516522615705862,0.999820495462944,15.1,20.66,12.47,22.74,19.16,26.88,15.01,35,19.44,"FOXO1","+444629","Not Significant",0.286910658343327,0.286910658343327,"Not Capped"
"6157","chr3",142149359,142149759,401,"*",5.86138632225733,5.8219633806019,5.90919676295022,0.125819202212138,0.516930514149479,0.999820495462944,47.4,64.83,39.13,71.38,60.12,67.08,37.45,87.34,48.51,"TFDP2","-38","Not Significant",0.286567830889771,0.286567830889771,"Not Capped"
"6173","chr3",114231814,114232214,401,"*",4.39167622221416,4.19228362758659,4.60748345860442,-0.200737902799384,0.517333261686957,0.999820495462944,15.32,20.95,12.65,23.07,19.43,27.21,15.19,35.43,19.68,"ZNF80","+5087","Not Significant",0.286229597943681,0.286229597943681,"Not Capped"
"6184","chr10",101291478,101291878,401,"*",4.31755599174358,4.11646020457604,4.53495796770502,-0.203786834376379,0.517556490308908,0.999820495462944,14.53,19.88,12,21.88,18.43,25.88,14.45,33.69,18.71,"LBX1","-61884","Not Significant",0.286042240865242,0.286042240865242,"Not Capped"
"6192","chr4",84285804,84286204,401,"*",3.20580196871859,2.92217433100034,3.49634033577819,-0.356176232856206,0.517721894938276,0.999820495462944,6.35,8.69,5.24,9.56,8.05,12.6,7.03,16.4,9.11,"NKX6-1","+212446","Not Significant",0.285903467914024,0.285903467914024,"Not Capped"
"6205","chr12",123972960,123973360,401,"*",6.62215889857778,6.46391142590303,6.79830136830253,-0.120942719966581,0.518234991800146,0.999820495462944,73.96,101.17,61.06,111.38,93.81,124.24,69.36,161.75,89.85,"ZNF664","+37","Not Significant",0.285473266316128,0.285473266316128,"Not Capped"
"6213","chr2",27380654,27381054,401,"*",5.52024192824744,5.48562846781186,5.56237264687033,0.136278518233156,0.518402645446552,0.999820495462944,37.54,51.35,30.99,56.53,47.61,52.75,29.45,68.67,38.15,"ZNF513","-129","Not Significant",0.285332790895356,0.285332790895356,"Not Capped"
"6216","chr8",79767807,79768207,401,"*",5.56775036946174,5.40265686183145,5.75064807536938,-0.134281495515456,0.518529892628913,0.999820495462944,35.44,48.48,29.26,53.37,44.95,60.1,33.55,78.25,43.46,"HEY1","-150","Not Significant",0.285226201995142,0.285226201995142,"Not Capped"
"6217","chr6",155314389,155314789,401,"*",6.64029803888973,6.48224231213214,6.81625038668541,-0.120552302571798,0.518544061536437,0.999820495462944,74.9,102.46,61.84,112.8,95.01,125.79,70.23,163.78,90.97,"TFB1M","-105","Not Significant",0.285214334995055,0.285214334995055,"Not Capped"
"6223","chr7",26078936,26079336,401,"*",4.67606546724677,4.65894749440882,4.69718120550855,0.174195641666217,0.518623169912746,0.999820495462944,21.17,28.95,17.48,31.87,26.85,28.96,16.17,37.7,20.94,"NFE2L3","-73104","Not Significant",0.285148084673355,0.285148084673355,"Not Capped"
"6225","chr14",27806011,27806411,401,"*",2.72270680086636,2.37911404952589,3.06173538735865,-0.460642130028592,0.518707168262516,0.999820495462944,4.36,5.96,3.6,6.56,5.53,9.32,5.2,12.13,6.74,"FOXG1","-959177","Not Significant",0.285077750241726,0.285077750241726,"Not Capped"
"6236","chr1",33486475,33486875,401,"*",2.59186089626315,2.22010046506354,2.95245149962657,-0.508964535236596,0.519109667067341,0.999820495462944,3.9,5.34,3.22,5.88,4.95,8.64,4.82,11.25,6.25,"ZSCAN20","+14030","Not Significant",0.284740883440723,0.284740883440723,"Not Capped"
"6244","chr9",93827413,93827813,401,"*",4.67233276369439,4.65767591388975,4.69044687965431,0.179453901471866,0.519379000270969,0.999820495462944,21.15,28.93,17.46,31.85,26.82,28.82,16.09,37.53,20.84,"BARX1","+127759","Not Significant",0.284515613911203,0.284515613911203,"Not Capped"
"6251","chr4",102586672,102587072,401,"*",3.9464875548385,3.95948440236313,3.93007509389447,0.240995049486913,0.519451320478934,0.999820495462944,13.03,17.83,10.76,19.63,16.53,17.01,9.5,22.15,12.31,"NFKB1","+85543","Not Significant",0.284455145388725,0.284455145388725,"Not Capped"
"6254","chr19",21836072,21836472,401,"*",5.80387229617965,5.76517356620528,5.85083012179568,0.127329225805357,0.519513915822386,0.999820495462944,45.57,62.33,37.62,68.62,57.79,64.42,35.97,83.87,46.59,"ZNF43","+15796","Not Significant",0.284402814836485,0.284402814836485,"Not Capped"
"6269","chr6",133891227,133891627,401,"*",4.12293816993829,3.91318353339259,4.34839160801969,-0.220361257422637,0.519836185187283,0.999820495462944,12.62,17.27,10.42,19.01,16.01,22.74,12.69,29.6,16.44,"TCF21","+2289","Not Significant",0.28413349305317,0.28413349305317,"Not Capped"
"6279","chrX",120015485,120015885,401,"*",3.43789521094086,3.18050116106331,3.70603356755003,-0.308716269744048,0.52007567329546,0.999820495462944,7.6,10.39,6.27,11.44,9.63,14.57,8.13,18.97,10.54,"RHOXF2B","+62020","Not Significant",0.28393346001219,0.28393346001219,"Not Capped"
"6286","chr8",79765235,79765635,401,"*",5.03227068772138,5.00593165318614,5.06453233699321,0.154121335953269,0.520303545779647,0.999820495462944,26.92,36.82,22.23,40.54,34.15,37.35,20.85,48.63,27.01,"HEY1","+2422","Not Significant",0.283743214451287,0.283743214451287,"Not Capped"
"6295","chr2",238860204,238860604,401,"*",3.19928128453674,3.26331583807996,3.11502179933758,0.356492129740823,0.520531931001683,0.999820495462944,8.04,11,6.64,12.11,10.2,9.67,5.4,12.59,6.99,"TWIST2","+12372","Not Significant",0.283552624400346,0.283552624400346,"Not Capped"
"6332","chr5",150000334,150000734,401,"*",5.55010290447862,5.51441445179014,5.59350671461087,0.133860634202228,0.521273500301316,0.999820495462944,38.3,52.39,31.62,57.67,48.57,53.9,30.09,70.17,38.98,"HMGXB3","-184","Not Significant",0.282934352505238,0.282934352505238,"Not Capped"
"6334","chr1",32471194,32471594,401,"*",3.59143352854479,3.34329528477267,3.85148588731046,-0.291682380094639,0.521328570317027,0.999820495462944,8.5,11.63,7.02,12.81,10.79,16.11,9,20.98,11.65,"ZBTB8B","+6325","Not Significant",0.282888473824123,0.282888473824123,"Not Capped"
"6335","chr10",43816044,43816444,401,"*",3.33020517209871,3.38071993816716,3.26446805933059,0.32570279232707,0.521341893184361,0.999820495462944,8.73,11.94,7.21,13.14,11.07,10.73,5.99,13.97,7.76,"ZNF32","-167540","Not Significant",0.282877375307441,0.282877375307441,"Not Capped"
"6349","chr5",132963557,132963957,401,"*",6.11033382288817,5.9523365394074,6.28622821238337,-0.120364358170943,0.521576583575448,0.999820495462944,51.88,70.96,42.83,78.13,65.8,87.12,48.64,113.42,63,"AFF4","-123","Not Significant",0.282681914692261,0.282681914692261,"Not Capped"
"6372","chr3",46448894,46449294,401,"*",3.33293962261888,3.38411772552252,3.26630327191973,0.326346686532044,0.522128807334716,0.999820495462944,8.75,11.97,7.22,13.17,11.09,10.74,6,13.98,7.77,"LTF","+16069","Not Significant",0.282222344863659,0.282222344863659,"Not Capped"
"6375","chr13",40494972,40495372,401,"*",4.03208229903658,4.03929579775005,4.02301440779679,0.227912105132631,0.522318308884995,0.999820495462944,13.78,18.84,11.37,20.75,17.47,18.15,10.13,23.63,13.12,"FOXO1","+171425","Not Significant",0.282064750520732,0.282064750520732,"Not Capped"
"6377","chr6",1555021,1555421,401,"*",4.21847369978782,4.01424384348006,4.43880067821279,-0.209803860167021,0.522324234904725,0.999820495462944,13.54,18.52,11.18,20.39,17.17,24.21,13.52,31.52,17.51,"FOXC1","-54751","Not Significant",0.282059823212949,0.282059823212949,"Not Capped"
"6381","chr19",1746645,1747045,401,"*",4.01374003208166,4.02233733038383,4.00292085811644,0.230797255030014,0.522421492236654,0.999820495462944,13.61,18.62,11.24,20.5,17.27,17.9,9.99,23.3,12.94,"ONECUT3","-5528","Not Significant",0.281978964643047,0.281978964643047,"Not Capped"
"6390","chr4",56908045,56908445,401,"*",5.22723094519615,5.1964976485972,5.2647491678948,0.144668019503332,0.5227402941414,0.999820495462944,30.72,42.02,25.37,46.27,38.97,42.91,23.96,55.87,31.04,"REST","+336","Not Significant",0.281714022097022,0.281714022097022,"Not Capped"
"6394","chr6",42390276,42390676,401,"*",5.05159350888339,4.8772112873051,5.24355578879378,-0.15255026864731,0.522767895638704,0.999820495462944,24.62,33.68,20.33,37.08,31.23,42.29,23.61,55.06,30.58,"TRERF1","+61575","Not Significant",0.281691091281002,0.281691091281002,"Not Capped"
"6403","chr8",122638946,122639346,401,"*",4.08018158715304,4.08640014137126,4.07237051024576,0.225899536056282,0.5231134458519,0.999820495462944,14.23,19.47,11.75,21.43,18.05,18.78,10.48,24.45,13.58,"ZHX2","-142248","Not Significant",0.281404116936363,0.281404116936363,"Not Capped"
"6405","chr6",122399363,122399763,401,"*",6.56627760185116,6.52400549872755,6.61743334065164,0.119704587690542,0.523205915064477,0.999820495462944,77.1,105.47,63.66,116.11,97.8,109.6,61.19,142.69,79.26,"HSF2","+17","Not Significant",0.281327354772969,0.281327354772969,"Not Capped"
"6407","chr19",21141766,21142166,401,"*",5.72804031677036,5.68947156139012,5.77484502450903,0.127596638289666,0.523236617835748,0.999820495462944,43.24,59.14,35.7,65.11,54.84,61.12,34.12,79.57,44.2,"ZNF431","-74","Not Significant",0.281301870250452,0.281301870250452,"Not Capped"
"6414","chr14",68349338,68349738,401,"*",2.55199666149781,2.66736955825032,2.39345659519252,0.475909116645023,0.523471152021116,0.999820495462944,5.32,7.28,4.39,8.02,6.75,5.86,3.27,7.64,4.24,"ZFP36L1","+443702","Not Significant",0.281107246866236,0.281107246866236,"Not Capped"
"6415","chr19",31098887,31099287,401,"*",3.2403750691187,2.96238942283795,3.52615936050816,-0.346130188468508,0.523475403208076,0.999820495462944,6.53,8.93,5.39,9.83,8.28,12.86,7.18,16.74,9.3,"TSHZ3","+250460","Not Significant",0.281103719910578,0.281103719910578,"Not Capped"
"6417","chr19",37692078,37692478,401,"*",4.57957569540301,4.39109819054973,4.7850756507245,-0.179813476815924,0.523581852566295,0.999820495462944,17.58,24.05,14.51,26.47,22.3,30.78,17.18,40.07,22.26,"ZNF781","+44","Not Significant",0.281015414579077,0.281015414579077,"Not Capped"
"6433","chr7",64955140,64955540,401,"*",3.49128574081636,3.23943251463862,3.75459524221994,-0.298497447664221,0.52398076519218,0.999820495462944,7.91,10.82,6.53,11.92,10.04,15.07,8.41,19.62,10.9,"ZNF117","+35696","Not Significant",0.280684655238068,0.280684655238068,"Not Capped"
"6450","chr1",151281890,151282290,401,"*",7.45351903472083,7.41786274514005,7.49688478479522,0.134178076678204,0.524371998752017,0.999820495462944,143.27,195.98,118.29,215.76,181.72,201.63,112.57,262.51,145.81,"ZNF687","-222","Not Significant",0.280360507508593,0.280360507508593,"Not Capped"
"6454","chr15",31365813,31366213,401,"*",5.47160563242051,5.4367097201776,5.51407105371572,0.135633632789619,0.524505261323755,0.999820495462944,36.29,49.64,29.96,54.65,46.03,51.01,28.48,66.41,36.89,"KLF13","+39158","Not Significant",0.280250151031121,0.280250151031121,"Not Capped"
"6477","chr16",8921822,8922222,401,"*",2.85553352766961,2.53856361989035,3.17348276736281,-0.414388331598062,0.525047215246516,0.999820495462944,4.87,6.66,4.02,7.33,6.17,10.07,5.62,13.11,7.28,"LITAFD","+40388","Not Significant",0.279801640595913,0.279801640595913,"Not Capped"
"6482","chr9",128191398,128191798,401,"*",5.26228937946282,5.2312379089493,5.30018685064838,0.143888258841912,0.525162416129506,0.999820495462944,31.47,43.05,25.98,47.39,39.92,43.98,24.55,57.26,31.81,"CIZ1","+341","Not Significant",0.27970636226957,0.27970636226957,"Not Capped"
"6491","chr7",138903439,138903839,401,"*",5.28453838430754,5.11499304606319,5.47179488805094,-0.143091278043144,0.525421785670388,0.999820495462944,29.03,39.72,23.97,43.73,36.83,49.54,27.66,64.5,35.83,"KIAA1549","+77679","Not Significant",0.279491923936166,0.279491923936166,"Not Capped"
"6511","chr19",55476421,55476821,401,"*",6.55267280885532,6.50991514176587,6.60439723452244,0.118662114794721,0.526127408233671,0.999820495462944,76.35,104.44,63.04,114.99,96.85,108.61,60.64,141.41,78.55,"ZNF628","+289","Not Significant",0.278909073350928,0.278909073350928,"Not Capped"
"6514","chr7",130733809,130734209,401,"*",4.16763756869157,4.16862385807424,4.16640375801337,0.214312023464823,0.526214671054261,0.999820495462944,15.07,20.61,12.44,22.69,19.11,20.04,11.19,26.1,14.5,"KLF14","+52","Not Significant",0.278837047795189,0.278837047795189,"Not Capped"
"6524","chr19",42108498,42108898,401,"*",4.71483330977149,4.69567640565483,4.73842717301319,0.169813746962396,0.526448105788402,0.999820495462944,21.71,29.7,17.93,32.7,27.54,29.8,16.64,38.79,21.55,"POU2F2","+23729","Not Significant",0.278644432608609,0.278644432608609,"Not Capped"
"6531","chr8",127196852,127197252,401,"*",4.9549012519652,4.77893583037239,5.14839707502142,-0.155562070106441,0.526668003999751,0.999820495462944,23,31.46,18.99,34.64,29.17,39.59,22.1,51.54,28.63,"POU5F1B","-217238","Not Significant",0.278463064988705,0.278463064988705,"Not Capped"
"6537","chr7",27199990,27200390,401,"*",4.46989271032858,4.27892112034407,4.67776125816514,-0.184449746449688,0.526895508765973,0.999820495462944,16.26,22.25,13.43,24.49,20.63,28.57,15.95,37.2,20.66,"HOXA13","-84","Not Significant",0.278275503318401,0.278275503318401,"Not Capped"
"6539","chr5",135091311,135091711,401,"*",3.12711318869951,3.19142022663467,3.04247613962163,0.356344447134003,0.526942445925989,0.999820495462944,7.65,10.47,6.32,11.53,9.71,9.2,5.13,11.97,6.65,"PITX1","-57213","Not Significant",0.278236817010865,0.278236817010865,"Not Capped"
"6551","chr6",29016847,29017247,401,"*",4.78359648030432,4.60324554541362,4.98132302709651,-0.1640007165804,0.52735555345173,0.999820495462944,20.36,27.86,16.81,30.67,25.83,35.26,19.69,45.91,25.5,"ZNF311","-11787","Not Significant",0.277896476180948,0.277896476180948,"Not Capped"
"6552","chr17",40062783,40063183,401,"*",5.28986401562751,5.12222848123721,5.47525388553704,-0.139240604510984,0.527366781435602,0.999820495462944,29.18,39.92,24.09,43.94,37.01,49.66,27.72,64.65,35.91,"THRA","+173","Not Significant",0.277887229668805,0.277887229668805,"Not Capped"
"6567","chr6",21797122,21797522,401,"*",2.22677370320173,1.8279406330277,2.60740407655623,-0.550997031350286,0.527947007504416,0.999820495462944,2.97,4.07,2.46,4.48,3.77,6.8,3.8,8.86,4.92,"SOX4","+204554","Not Significant",0.277409667434757,0.277409667434757,"Not Capped"
"6586","chr6",50984946,50985346,401,"*",2.62369298772417,2.7313988061983,2.47666380645253,0.457859366568008,0.528671400479647,0.999820495462944,5.56,7.61,4.59,8.38,7.06,6.21,3.47,8.09,4.49,"TFAP2B","+166423","Not Significant",0.27681418297455,0.27681418297455,"Not Capped"
