"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD8_S145930","G09CD8_S145931","G48CD8_S145920","G58CD8_S145928","G70CD8_S145926","G27CD8_S145935","G44CD8_S145922","G50CD8_S145937","G52CD8_S145932","G81CD8_S145924","GREAT_SYMBOL","Distance","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"2941","chr1",151347148,151347548,401,"*",5.98140526691054,5.85163527442295,6.10045972062087,-0.151150624408811,0.489382962825334,0.999789157560756,76.89,38.67,44.75,55.82,72.6,77.09,44.41,62.3,97.51,61.77,"RFX5","-97","Not Significant",0.310351154068289,0.310351154068289,"Not Capped"
"2944","chr8",122484964,122485364,401,"*",2.97947587052911,2.70068775921875,3.21301653972637,-0.407871282443692,0.489492033972606,0.999789157560756,8.66,4.35,5.04,6.28,8.17,10.42,6,8.42,13.18,8.35,"ZHX2","-296230","Not Significant",0.310254371541927,0.310254371541927,"Not Capped"
"2961","chr6",35276995,35277395,401,"*",3.05197469075865,3.19097339918074,2.89814204250029,0.384139500457794,0.489810591655935,0.999789157560756,12.16,6.12,7.08,8.83,11.48,8.38,4.82,6.77,10.59,6.71,"ZNF76","+17523","Not Significant",0.309971827933247,0.309971827933247,"Not Capped"
"2974","chr7",25718736,25719136,401,"*",2.92489816182832,3.08650189647737,2.74288181149821,0.433481173239404,0.490045667484407,0.999789157560756,11.31,5.69,6.58,8.21,10.68,7.52,4.33,6.08,9.51,6.03,"NFE2L3","-433304","Not Significant",0.309763446068784,0.309763446068784,"Not Capped"
"3007","chr10",21373798,21374198,401,"*",3.09389135319851,2.8298177630885,3.31702559099991,-0.383828164091887,0.490909786780187,0.999789157560756,9.47,4.76,5.51,6.87,8.94,11.2,6.45,9.05,14.16,8.97,"MLLT10","-160345","Not Significant",0.308998309716665,0.308998309716665,"Not Capped"
"3009","chr19",55476422,55476822,401,"*",5.60401362965169,5.47447178987145,5.72287604621306,-0.150645963471966,0.49095373054481,0.999789157560756,59.2,29.77,34.45,42.98,55.9,59.34,34.18,47.95,75.05,47.55,"ZNF628","+290","Not Significant",0.308959435608063,0.308959435608063,"Not Capped"
"3029","chr2",88452197,88452597,401,"*",3.90887726041711,3.72531869539338,4.07169519445548,-0.246922967728049,0.491586242672317,0.999789157560756,17.61,8.86,10.25,12.79,16.63,18.89,10.88,15.27,23.9,15.14,"FOXI3","+259","Not Significant",0.308400279599865,0.308400279599865,"Not Capped"
"3046","chr17",39864107,39864507,401,"*",4.5200879479375,4.56540507749503,4.47330104974505,0.188382815598331,0.492082880405459,0.999789157560756,31.53,15.86,18.35,22.89,29.77,24.96,14.38,20.17,31.57,20,"IKZF3","-119","Not Significant",0.307961743835603,0.307961743835603,"Not Capped"
"3055","chr5",170193079,170193479,401,"*",3.2390943289318,2.99876752074485,3.44504538821035,-0.344310304564326,0.492402593205425,0.999789157560756,10.64,5.35,6.19,7.73,10.05,12.24,7.05,9.89,15.48,9.8,"FOXI1","+87382","Not Significant",0.307679668551767,0.307679668551767,"Not Capped"
"3063","chr18",80109230,80109630,401,"*",4.99176676952581,4.85637608510059,5.11553458541156,-0.161103373644041,0.49251515275066,0.999789157560756,38.57,19.4,22.45,28,36.42,38.95,22.44,31.48,49.27,31.21,"ADNP2","+399","Not Significant",0.307580403430807,0.307580403430807,"Not Capped"
"3078","chr9",37465519,37465919,401,"*",6.55175307349799,6.41996003346617,6.67250789178368,-0.154955011412142,0.49301176102628,0.999789157560756,114.01,57.34,66.35,82.77,107.66,114.61,66.02,92.62,144.96,91.83,"ZBTB5","-320","Not Significant",0.307142720301085,0.307142720301085,"Not Capped"
"3091","chr4",1899306,1899706,401,"*",4.35467397725414,4.40568398510618,4.30179406912568,0.200055755332897,0.493445850350056,0.999789157560756,28.22,14.19,16.42,20.49,26.65,22.16,12.76,17.91,28.03,17.76,"NSD2","+6661","Not Significant",0.30676049888992,0.30676049888992,"Not Capped"
"3093","chr3",126357409,126357809,401,"*",4.92843444251455,4.79187414827173,5.05317882865981,-0.163189875513033,0.493466981685034,0.999789157560756,36.88,18.55,21.46,26.78,34.83,37.3,21.49,30.15,47.18,29.89,"KLF15","-167","Not Significant",0.306741901052543,0.306741901052543,"Not Capped"
"3097","chr6",151993595,151993995,401,"*",3.05154720833771,3.19549570867763,2.89162761968696,0.394836335278594,0.49354538914607,0.999789157560756,12.2,6.13,7.1,8.86,11.52,8.34,4.8,6.74,10.55,6.68,"ESR1","+303299","Not Significant",0.306672901050626,0.306672901050626,"Not Capped"
"3098","chr14",64294694,64295094,401,"*",4.15577171155567,3.98836434473671,4.30575752918833,-0.218485592001749,0.493551168073971,0.999789157560756,21.13,10.63,12.3,15.34,19.95,22.22,12.8,17.96,28.1,17.8,"ESR2","-534","Not Significant",0.306667815921962,0.306667815921962,"Not Capped"
"3110","chr2",70871601,70872001,401,"*",4.49200774023509,4.33997981051231,4.62953158425788,-0.191379100137583,0.493866692341749,0.999789157560756,26.97,13.56,15.69,19.58,25.46,27.81,16.02,22.48,35.18,22.28,"VAX2","-28789","Not Significant",0.306390262803753,0.306390262803753,"Not Capped"
"3118","chr19",48259915,48260315,401,"*",4.62500772048332,4.66550921803549,4.58333628076221,0.17866835523681,0.494047445368493,0.999789157560756,33.79,17,19.66,24.53,31.91,26.93,15.52,21.77,34.07,21.58,"ZNF114","-9987","Not Significant",0.306231342023127,0.306231342023127,"Not Capped"
"3124","chr1",61024051,61024451,401,"*",2.82457776531645,2.98035280172544,2.64992392458559,0.420008043747372,0.494264080740882,0.999789157560756,10.51,5.29,6.12,7.63,9.92,7.05,4.06,5.7,8.92,5.65,"NFIA","-57611","Not Significant",0.306040949528788,0.306040949528788,"Not Capped"
"3125","chr13",72065675,72066075,401,"*",2.48404866795719,2.68818905851207,2.24618528103225,0.527548121429882,0.494297581083133,0.999789157560756,8.58,4.32,4.99,6.23,8.1,5.33,3.07,4.31,6.74,4.27,"DACH1","-198683","Not Significant",0.306011514817026,0.306011514817026,"Not Capped"
"3129","chr19",57727379,57727779,401,"*",4.96964133862508,4.83399208984898,5.09362516892606,-0.161569260955757,0.494397728986452,0.999789157560756,37.98,19.1,22.1,27.57,35.86,38.36,22.1,31,48.52,30.74,"ZNF671","+45","Not Significant",0.305923532844235,0.305923532844235,"Not Capped"
"3144","chr17",47733045,47733445,401,"*",4.93340770865392,4.96622616337302,4.89982528663834,0.163157245471015,0.494765178107583,0.999789157560756,41.62,20.93,24.22,30.22,39.3,33.54,19.32,27.11,42.42,26.88,"TBX21","+1","Not Significant",0.30560087389315,0.30560087389315,"Not Capped"
"3147","chr5",134104899,134105299,401,"*",4.24778808136084,4.08529921558044,4.39381454600014,-0.209878541981018,0.494797075892153,0.999789157560756,22.6,11.37,13.15,16.41,21.34,23.62,13.61,19.09,29.87,18.92,"TCF7","-9612","Not Significant",0.305572875590319,0.305572875590319,"Not Capped"
"3148","chr12",19439322,19439722,401,"*",5.80821733785263,5.67936728629061,5.9264971311145,-0.149409366055731,0.494801541339549,0.999789157560756,68.23,34.32,39.71,49.54,64.43,68.33,39.36,55.22,86.43,54.75,"AEBP2","-152","Not Significant",0.305568956184756,0.305568956184756,"Not Capped"
"3158","chr9",122912968,122913368,401,"*",4.60404386246681,4.45796600185747,4.73668130223951,-0.180494623324081,0.495077614236312,0.999789157560756,29.26,14.72,17.03,21.24,27.63,29.95,17.26,24.21,37.89,24,"ZBTB6","+162","Not Significant",0.305326710577096,0.305326710577096,"Not Capped"
"3159","chr17",57955888,57956288,401,"*",3.81830580743127,3.89615069436143,3.73601979605882,0.254984714010705,0.495107250123981,0.999789157560756,19.82,9.97,11.54,14.39,18.72,14.97,8.62,12.1,18.94,12,"VEZF1","+32064","Not Significant",0.305300714012317,0.305300714012317,"Not Capped"
"3183","chr10",113007284,113007684,401,"*",4.5773539369834,4.42992436461698,4.71110467470715,-0.182772320034363,0.495644601595824,0.999789157560756,28.7,14.43,16.7,20.84,27.1,29.43,16.95,23.78,37.22,23.58,"TCF7L2","+57077","Not Significant",0.30482961965798,0.30482961965798,"Not Capped"
"3186","chr4",2303906,2304306,401,"*",3.6772837481275,3.47952566571059,3.85117304055528,-0.271564492349487,0.495827995890262,0.999789157560756,14.85,7.47,8.64,10.78,14.02,16.21,9.34,13.1,20.51,12.99,"MXD4","-41812","Not Significant",0.304668955346739,0.304668955346739,"Not Capped"
"3194","chrX",56248393,56248793,401,"*",3.44382077388067,3.54937903842548,3.3299250410007,0.313214604058173,0.496213353049623,0.999789157560756,15.59,7.84,9.07,11.32,14.72,11.3,6.51,9.13,14.29,9.05,"KLF8","+15546","Not Significant",0.304331553087308,0.304331553087308,"Not Capped"
"3199","chr8",101126440,101126840,401,"*",4.83427396764134,4.8684351694564,4.79928421284371,0.165832241093562,0.496399028100414,0.999789157560756,38.89,19.56,22.63,28.24,36.73,31.28,18.02,25.28,39.57,25.07,"ZNF706","+78647","Not Significant",0.304169077477579,0.304169077477579,"Not Capped"
"3216","chr1",24930211,24930611,401,"*",5.8202409530444,5.69207374802246,5.93794514862867,-0.14815521759724,0.497085890500928,0.999789157560756,68.84,34.62,40.06,49.98,65,68.88,39.68,55.66,87.12,55.19,"RUNX3","+34599","Not Significant",0.303568563886859,0.303568563886859,"Not Capped"
"3222","chr3",87260279,87260679,401,"*",3.0119064319462,3.15340933227232,2.85500010720402,0.389412551895048,0.497306792628416,0.999789157560756,11.85,5.96,6.89,8.6,11.19,8.13,4.68,6.57,10.28,6.51,"POU1F1","+16025","Not Significant",0.303375608773221,0.303375608773221,"Not Capped"
"3225","chr8",101179795,101180195,401,"*",3.37754371937568,3.48899028372736,3.25676186340381,0.325689041421191,0.497417083929828,0.999789157560756,14.95,7.52,8.7,10.85,14.12,10.74,6.19,8.68,13.58,8.6,"ZNF706","+25292","Not Significant",0.303279302843645,0.303279302843645,"Not Capped"
"3229","chr20",31612801,31613201,401,"*",5.23202408545762,5.25935951165949,5.20416070244184,0.152073776674888,0.497523793059672,0.999789157560756,51,25.65,29.68,37.03,48.16,41.42,23.86,33.47,52.39,33.19,"ID1","+7718","Not Significant",0.303186145174664,0.303186145174664,"Not Capped"
"3233","chrX",107775528,107775928,401,"*",4.26318077768465,4.10244635736133,4.40778901761893,-0.20648520883774,0.497766203054616,0.999789157560756,22.87,11.5,13.31,16.6,21.6,23.85,13.74,19.27,30.16,19.11,"TSC22D3","+59","Not Significant",0.302974594117876,0.302974594117876,"Not Capped"
"3242","chr19",42108592,42108992,401,"*",4.38629456320945,4.43460828168845,4.3363066621424,0.194430889928581,0.498055755418306,0.999789157560756,28.79,14.48,16.76,20.9,27.19,22.7,13.07,18.34,28.71,18.18,"POU2F2","+23635","Not Significant",0.302722036928819,0.302722036928819,"Not Capped"
"3248","chr19",58326873,58327273,401,"*",5.20586599641597,5.07440222174345,5.32634436716071,-0.154036530232767,0.498206577946699,0.999789157560756,44.86,22.56,26.11,32.57,42.36,45.08,25.97,36.43,57.02,36.12,"ZSCAN22","+54","Not Significant",0.30259054266243,0.30259054266243,"Not Capped"
"3249","chr5",135520469,135520869,401,"*",2.86639559762823,3.0173226939703,2.69781446502323,0.410241170043023,0.498289343776448,0.999789157560756,10.78,5.42,6.27,7.83,10.18,7.29,4.2,5.89,9.22,5.84,"NEUROG1","+15280","Not Significant",0.302518400383773,0.302518400383773,"Not Capped"
"3257","chr5",132456569,132456969,401,"*",4.56384767030188,4.60557768104358,4.52087457174819,0.181095851980016,0.498545404721212,0.999789157560756,32.42,16.3,18.86,23.53,30.61,25.79,14.86,20.84,32.62,20.67,"IRF1","+34029","Not Significant",0.302295282443803,0.302295282443803,"Not Capped"
"3271","chr2",176002061,176002461,401,"*",5.50526267196989,5.3769034885606,5.62312874428017,-0.148410802264986,0.499023682217128,0.999789157560756,55.33,27.83,32.2,40.17,52.24,55.37,31.9,44.75,70.04,44.37,"HOXD10","-114318, HOXD11 (-105025, HOXD12 (-97469, HOXD13 (-90630, LNPK (+33, EVX2 (+81652","Not Significant",0.301878843530589,0.301878843530589,"Not Capped"
"3273","chr7",64307205,64307605,401,"*",5.96547839857036,5.83715574679667,6.08331367035958,-0.14847652670984,0.499094033643404,0.999789157560756,76.12,38.29,44.3,55.26,71.88,76.18,43.88,61.56,96.35,61.04,"ZNF736","-6624","Not Significant",0.301817621821384,0.301817621821384,"Not Capped"
"3277","chr16",527338,527738,401,"*",6.13520585108236,6.00647029783781,6.25338916432882,-0.149261102452451,0.499250121614451,0.999789157560756,85.6,43.05,49.82,62.14,80.83,85.71,49.37,69.27,108.41,68.68,"CAPN15","-318","Not Significant",0.301681820665615,0.301681820665615,"Not Capped"
"3290","chr8",80485463,80485863,401,"*",5.51017302365377,5.38195809973209,5.62791745965902,-0.148163230579533,0.499710163831876,0.999789157560756,55.52,27.93,32.31,40.31,52.43,55.56,32,44.9,70.27,44.52,"ZBTB10","-4","Not Significant",0.301281817154955,0.301281817154955,"Not Capped"
"3295","chr7",20784563,20784963,401,"*",3.76786446215382,3.57634747720898,3.93691144768154,-0.260563512668733,0.499993824075461,0.999789157560756,15.88,7.99,9.24,11.53,15,17.21,9.91,13.91,21.76,13.79,"SP8","+2123","Not Significant",0.301035360037007,0.301035360037007,"Not Capped"
"3317","chr3",18085881,18086281,401,"*",3.04213485384587,3.18175304994145,2.88754294437877,0.38584600458934,0.50071302216281,0.999789157560756,12.08,6.08,7.03,8.77,11.41,8.31,4.79,6.72,10.52,6.66,"SATB1","+338492","Not Significant",0.300411113654199,0.300411113654199,"Not Capped"
"3328","chr19",57769438,57769838,401,"*",4.73584794242561,4.77214998412068,4.69860881457953,0.170117105621246,0.501163656420613,0.999789157560756,36.38,18.3,21.17,26.41,34.36,29.17,16.81,23.58,36.9,23.38,"ZNF586","-32","Not Significant",0.300020430870775,0.300020430870775,"Not Capped"
"3345","chr6",90296641,90297041,401,"*",5.55039496247652,5.42260143726812,5.66778395628303,-0.14741479662222,0.501577831279391,0.999789157560756,57.11,28.72,33.24,41.46,53.93,57.12,32.9,46.16,72.24,45.76,"BACH2","-99","Not Significant",0.299661666686494,0.299661666686494,"Not Capped"
"3362","chr3",71089907,71090307,401,"*",2.53755366773601,2.20819373363262,2.80552144897821,-0.487965451023726,0.502188019448041,0.999789157560756,6.15,3.09,3.58,4.47,5.81,7.85,4.52,6.35,9.93,6.29,"FOXP1","+493882","Not Significant",0.299133652335302,0.299133652335302,"Not Capped"
"3366","chr1",13828867,13829267,401,"*",3.88434668402442,3.95746547877715,3.80732330332011,0.245218631157961,0.502325645110956,0.999789157560756,20.68,10.4,12.04,15.02,19.53,15.73,9.06,12.71,19.89,12.6,"PRDM2","+124212","Not Significant",0.299014649342202,0.299014649342202,"Not Capped"
"3369","chr3",107522875,107523275,401,"*",5.72314859760197,5.59546705577594,5.84044310325426,-0.147216408097789,0.502504897780182,0.999789157560756,64.38,32.38,37.47,46.74,60.79,64.38,37.08,52.03,81.43,51.58,"BBX","+99","Not Significant",0.298859700935253,0.298859700935253,"Not Capped"
"3374","chr21",35026710,35027110,401,"*",4.94512401436219,4.97552955613767,4.91406383861739,0.158140260478578,0.5026333896984,0.999789157560756,41.89,21.07,24.38,30.41,39.56,33.87,19.51,27.38,42.84,27.14,"RUNX1","+22434","Not Significant",0.298748664808085,0.298748664808085,"Not Capped"
"3379","chr12",27333008,27333408,401,"*",4.40512527023382,4.4524980880851,4.35614393543023,0.192807585819298,0.502729466654355,0.999789157560756,29.15,14.66,16.97,21.16,27.53,23.01,13.25,18.6,29.1,18.44,"ARNTL2","+153","Not Significant",0.298665658574718,0.298665658574718,"Not Capped"
"3383","chr2",66670488,66670888,401,"*",2.72631001084743,2.8934943226518,2.53718104362905,0.444039761538848,0.502932196922558,0.999789157560756,9.89,4.98,5.76,7.18,9.34,6.52,3.76,5.27,8.25,5.23,"MEIS1","+235288","Not Significant",0.298490560644317,0.298490560644317,"Not Capped"
"3389","chr18",55385636,55386036,401,"*",3.45033107094986,3.23284900567949,3.63928238280905,-0.305240568056158,0.503050530046233,0.999789157560756,12.52,6.3,7.28,9.09,11.82,14,8.06,11.31,17.71,11.22,"TCF4","+250191","Not Significant",0.29838838906324,0.29838838906324,"Not Capped"
"3394","chr16",86273772,86274172,401,"*",2.75934568537919,2.92198362547736,2.57601592564985,0.435933173583207,0.503241385396336,0.999789157560756,10.09,5.08,5.87,7.33,9.53,6.7,3.86,5.41,8.47,5.37,"FOXF1","-236555","Not Significant",0.298223650730131,0.298223650730131,"Not Capped"
"3402","chr9",16581888,16582288,401,"*",2.53182382631574,2.20624966199855,2.79728383593591,-0.483104808649366,0.503345953173024,0.999789157560756,6.14,3.09,3.58,4.46,5.8,7.81,4.5,6.31,9.88,6.26,"BNC2","+288618","Not Significant",0.298133418701923,0.298133418701923,"Not Capped"
"3407","chr10",43689971,43690371,401,"*",4.98877051660175,4.85602089134534,5.1103278152699,-0.156313335703297,0.503577728745092,0.999789157560756,38.56,19.39,22.44,28,36.41,38.81,22.36,31.36,49.09,31.1,"ZNF32","-41467","Not Significant",0.297933485269877,0.297933485269877,"Not Capped"
"3418","chr11",128389902,128390302,401,"*",2.88358590151756,2.60555561094969,3.11659503282486,-0.406198910532078,0.503859107620624,0.999789157560756,8.1,4.08,4.72,5.88,7.65,9.74,5.61,7.88,12.33,7.81,"ETS1","+197456","Not Significant",0.297690886842395,0.297690886842395,"Not Capped"
"3422","chr19",33373436,33373836,401,"*",5.86799773098206,5.74121485373986,5.98453348095172,-0.14561898165351,0.503942121444131,0.999789157560756,71.22,35.82,41.45,51.71,67.25,71.14,40.98,57.49,89.98,57,"CEBPG","+306","Not Significant",0.297619340103787,0.297619340103787,"Not Capped"
"3425","chr11",119115594,119115994,401,"*",3.90614666099496,3.72656628757594,4.06582779419281,-0.239942976832477,0.504032192640436,0.999789157560756,17.63,8.87,10.26,12.8,16.64,18.82,10.84,15.21,23.8,15.08,"HINFP","-5793","Not Significant",0.297541724190185,0.297541724190185,"Not Capped"
"3427","chr4",56908070,56908470,401,"*",5.06624879892624,5.09465683448559,5.03727012698591,0.154197167597494,0.504111179886303,0.999789157560756,45.5,22.88,26.48,33.03,42.96,36.89,21.25,29.82,46.66,29.56,"REST","+361","Not Significant",0.297473670923108,0.297473670923108,"Not Capped"
"3436","chr7",152463778,152464178,401,"*",6.48982826805842,6.36044470940235,6.60855742582685,-0.15052857145477,0.504414566596659,0.999789157560756,109.4,55.02,63.67,79.43,103.3,109.64,63.16,88.6,138.67,87.85,"KMT2C","-27973","Not Significant",0.29721238026469,0.29721238026469,"Not Capped"
"3439","chr20",51497559,51497959,401,"*",4.00832811704127,4.07373287441924,3.93981683497783,0.229465834776106,0.504425008373673,0.999789157560756,22.42,11.28,13.05,16.28,21.17,17.24,9.93,13.93,21.81,13.82,"NFATC2","+44960","Not Significant",0.297203390121458,0.297203390121458,"Not Capped"
"3460","chr11",130314700,130315100,401,"*",5.53859990763396,5.5628943593741,5.51388932887057,0.145989659286405,0.505206898274273,0.999789157560756,62.94,31.66,36.63,45.7,59.43,51.34,29.57,41.49,64.93,41.13,"ZBTB44","-288","Not Significant",0.296530728065246,0.296530728065246,"Not Capped"
"3473","chr16",58000240,58000640,401,"*",5.05362124226369,4.92179780044242,5.174401579702,-0.154574421751364,0.505538313178987,0.999789157560756,40.36,20.3,23.49,29.3,38.11,40.57,23.37,32.79,51.32,32.51,"ZNF319","-582","Not Significant",0.296245924995462,0.296245924995462,"Not Capped"
"3474","chr19",6424886,6425286,401,"*",6.81280583620145,6.68097053032933,6.93359613201302,-0.15506638611532,0.505576604786738,0.999789157560756,136.62,68.71,79.51,99.19,129.01,137.34,79.12,110.99,173.71,110.05,"KHSRP","-292","Not Significant",0.29621303094225,0.29621303094225,"Not Capped"
"3486","chr19",40090621,40091021,401,"*",5.01106470318838,4.87894135713071,5.13209672616599,-0.155105750145467,0.506018169678109,0.999789157560756,39.18,19.71,22.8,28.44,36.99,39.4,22.7,31.84,49.83,31.57,"ZNF780A","+117","Not Significant",0.295833888596432,0.295833888596432,"Not Capped"
"3510","chr15",74546163,74546563,401,"*",4.41348560089969,4.26240207945768,4.55023631134442,-0.189233844461453,0.506742296476653,0.999789157560756,25.55,12.85,14.87,18.55,24.13,26.32,15.16,21.27,33.29,21.09,"ARID3B","+5157","Not Significant",0.295212844752587,0.295212844752587,"Not Capped"
"3536","chr1",41268209,41268609,401,"*",3.81055845783005,3.62354700266095,3.97608649278181,-0.252669281546479,0.50750826825527,0.999789157560756,16.41,8.25,9.55,11.91,15.5,17.68,10.19,14.29,22.36,14.17,"FOXO6","-93522","Not Significant",0.294556877890833,0.294556877890833,"Not Capped"
"3551","chr7",140062725,140063125,401,"*",5.23296119910268,5.25868652481162,5.20676881290985,0.148839537193953,0.507828657482684,0.999789157560756,50.98,25.64,29.67,37.01,48.13,41.49,23.9,33.53,52.48,33.25,"PARP12","+796","Not Significant",0.29428279492464,0.29428279492464,"Not Capped"
"3555","chr7",149771648,149772048,401,"*",5.28636000799371,5.158398262742,5.40389091531884,-0.147648914305484,0.507924084567078,0.999789157560756,47.55,23.92,27.67,34.52,44.9,47.57,27.4,38.44,60.17,38.11,"ZNF467","+1631","Not Significant",0.294201193458885,0.294201193458885,"Not Capped"
"3557","chr6",34527096,34527496,401,"*",5.30707002861452,5.33241503647562,5.28127179005813,0.148073478238994,0.508018092007624,0.999789157560756,53.65,26.98,31.22,38.95,50.66,43.69,25.17,35.31,55.26,35.01,"SPDEF","+29018","Not Significant",0.294120820946068,0.294120820946068,"Not Capped"
"3564","chr8",143461847,143462247,401,"*",5.3677713391775,5.39226919480867,5.3428502984914,0.146396604701303,0.508188622789045,0.999789157560756,55.92,28.13,32.54,40.6,52.8,45.6,26.27,36.85,57.67,36.54,"MAFA","-31641","Not Significant",0.2939750620626,0.2939750620626,"Not Capped"
"3588","chr9",136388845,136389245,401,"*",3.1006345847943,3.22680339434515,2.9623651755553,0.356843096805471,0.509083917167035,0.999789157560756,12.47,6.27,7.25,9.05,11.77,8.76,5.04,7.08,11.08,7.02,"SNAPC4","+9752","Not Significant",0.293210622852542,0.293210622852542,"Not Capped"
"3597","chr19",36573077,36573477,401,"*",4.80824200773827,4.84062190307916,4.77511865893402,0.16217953983728,0.509317034261372,0.999789157560756,38.15,19.19,22.2,27.7,36.03,30.76,17.72,24.86,38.91,24.65,"ZNF529","-25","Not Significant",0.29301179847137,0.29301179847137,"Not Capped"
"3600","chr1",197884604,197885004,401,"*",3.37630956276839,3.15232240388424,3.57014953809636,-0.316459679507351,0.509494337184385,0.999789157560756,11.84,5.95,6.89,8.59,11.18,13.34,7.69,10.78,16.88,10.69,"LHX9","-32595","Not Significant",0.292860638631531,0.292860638631531,"Not Capped"
"3656","chr12",57006286,57006686,401,"*",4.90829420454878,4.77478442351328,5.03048850155347,-0.157709350012859,0.511319600131169,0.999789157560756,36.45,18.33,21.21,26.46,34.42,36.72,21.15,29.68,46.45,29.42,"ZBTB39","-40","Not Significant",0.291307559384432,0.291307559384432,"Not Capped"
"3661","chr16",30534606,30535006,401,"*",5.09662188236865,5.12311434129485,5.06963382284385,0.150347599596121,0.511409688037269,0.999789157560756,46.4,23.34,27,33.69,43.82,37.73,21.73,30.49,47.72,30.23,"ZNF747","+198","Not Significant",0.291231049048687,0.291231049048687,"Not Capped"
"3663","chr7",108722908,108723308,401,"*",2.55941596419194,2.74648847370816,2.34442030854445,0.490895608272467,0.5114436061115,0.999789157560756,8.94,4.49,5.2,6.49,8.44,5.71,3.29,4.61,7.22,4.57,"THAP5","-153385","Not Significant",0.291202246418701,0.291202246418701,"Not Capped"
"3677","chr19",36797226,36797626,401,"*",4.87536469293107,4.90593452564021,4.8441330554733,0.158447585651019,0.511761828467066,0.999789157560756,39.92,20.08,23.23,28.98,37.69,32.27,18.59,26.08,40.82,25.86,"ZNF850","-24612","Not Significant",0.290932110602713,0.290932110602713,"Not Capped"
"3678","chr2",177264296,177264696,401,"*",5.25910959731292,5.13167032370542,5.37619963816735,-0.146644006318017,0.511814087195069,0.999789157560756,46.68,23.48,27.17,33.89,44.08,46.66,26.88,37.71,59.02,37.39,"NFE2L2","+635","Not Significant",0.290887764742527,0.290887764742527,"Not Capped"
"3699","chr18",3467195,3467595,401,"*",3.03957295322334,2.78749043523091,3.25409138140224,-0.363748223891586,0.512412856100358,0.999789157560756,9.19,4.62,5.35,6.67,8.68,10.72,6.17,8.66,13.56,8.59,"TGIF1","+15718","Not Significant",0.290379982628751,0.290379982628751,"Not Capped"
"3716","chr19",11881106,11881506,401,"*",3.40990526059451,3.50811890470167,3.30451397142644,0.297307930482255,0.512917379900325,0.999789157560756,15.15,7.62,8.82,11,14.3,11.1,6.39,8.97,14.04,8.89,"ZNF69","-6549","Not Significant",0.28995258487473,0.28995258487473,"Not Capped"
"3718","chr14",104815894,104816294,401,"*",5.49808323013538,5.37243199526207,5.61366227668963,-0.143442374270804,0.513030580550545,0.999789157560756,55.16,27.74,32.1,40.04,52.08,55.01,31.69,44.46,69.58,44.08,"ZBTB42","+15181","Not Significant",0.289856746840379,0.289856746840379,"Not Capped"
"3722","chr1",248838021,248838421,401,"*",5.86684767945781,5.74166559365751,5.98202969568133,-0.142649956439631,0.513247238673335,0.999789157560756,71.24,35.83,41.46,51.72,67.27,71.02,40.91,57.39,89.82,56.9,"ZNF672","-59","Not Significant",0.289673378503224,0.289673378503224,"Not Capped"
"3729","chr19",55599526,55599926,401,"*",5.80236397618508,5.67702180026455,5.91768149987785,-0.142986714401063,0.513406398619675,0.999789157560756,68.12,34.26,39.64,49.46,64.33,67.92,39.12,54.89,85.9,54.42,"FIZ1","-199","Not Significant",0.289538722988495,0.289538722988495,"Not Capped"
"3782","chr11",65652611,65653011,401,"*",5.88407231413687,5.75922625519126,5.99896981181224,-0.14204130309664,0.514857243481885,0.999789157560756,72.12,36.27,41.97,52.36,68.1,71.85,41.39,58.07,90.88,57.57,"RELA","+10283","Not Significant",0.288313172827831,0.288313172827831,"Not Capped"
"3829","chr14",100214327,100214727,401,"*",5.47489744425767,5.49817272972459,5.45124048800559,0.143904652603508,0.51631392614195,0.999789157560756,60.18,30.27,35.02,43.69,56.83,49.16,28.32,39.72,62.17,39.39,"YY1","-24458","Not Significant",0.287086160900797,0.287086160900797,"Not Capped"
"3856","chr22",35231472,35231872,401,"*",3.39854221204592,3.49642383132222,3.2935331788207,0.296751643246599,0.517283464771079,0.999789157560756,15.03,7.56,8.75,10.91,14.19,11.02,6.35,8.9,13.93,8.83,"HMGXB4","-25826","Not Significant",0.286271403812937,0.286271403812937,"Not Capped"
"3875","chr21",35048886,35049286,401,"*",4.79759629286686,4.828960265779,4.76553529053047,0.160078649065692,0.517962784284937,0.999789157560756,37.84,19.03,22.02,27.47,35.74,30.56,17.6,24.7,38.65,24.49,"RUNX1","+258","Not Significant",0.285701443266968,0.285701443266968,"Not Capped"
"3885","chr19",37469052,37469452,401,"*",5.45800963196007,5.33317780894139,5.57289507317831,-0.141938296807035,0.518365391309325,0.999789157560756,53.68,27,31.24,38.97,50.69,53.48,30.81,43.22,67.64,42.85,"ZNF570","+1480","Not Significant",0.285364001861858,0.285364001861858,"Not Capped"
"3894","chr4",93554817,93555217,401,"*",3.33597131776615,3.1164261654647,3.52647725018897,-0.308438662174561,0.518632908291852,0.999789157560756,11.55,5.81,6.72,8.38,10.9,12.95,7.46,10.46,16.38,10.37,"ATOH1","-273736","Not Significant",0.285139929841781,0.285139929841781,"Not Capped"
"3901","chr1",212558775,212559175,401,"*",5.29409024123164,5.31717553905101,5.27062952846297,0.143443856988256,0.51876930115832,0.999789157560756,53.08,26.7,30.89,38.54,50.13,43.37,24.98,35.05,54.86,34.75,"ATF3","-49695","Not Significant",0.285025731763004,0.285025731763004,"Not Capped"
