"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD4_S145927","G09CD4_S145929","G48CD4_S145936","G58CD4_S145925","G70CD4_S145923","G44CD4_S145919","G50CD4_S145934","G52CD4_S145933","G81CD4_S145921","SYMBOL","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"16206","chr1",156295435,156295835,401,"*",4.66719140903441,4.48279453906792,4.86879877293415,-0.171990564348105,0.532764429981317,0.999820495462944,18.73,25.62,15.47,28.21,23.76,32.61,18.21,42.46,23.59,"GLMP","Not Significant",0.27346477854217,0.27346477854217,"Not Capped"
"16211","chr2",207178570,207178970,401,"*",2.58266374218328,2.22233047501601,2.93459644819817,-0.488985653803003,0.532889997777783,0.999820495462944,3.91,5.35,3.23,5.89,4.96,8.53,4.76,11.11,6.17,"KLF7","Not Significant",0.273362431289736,0.273362431289736,"Not Capped"
"16228","chr13",72220929,72221329,401,"*",3.54477539929588,3.57897413988923,3.50085445106556,0.288350177171371,0.533544119112505,0.999820495462944,10.01,13.7,8.27,15.08,12.7,12.64,7.05,16.45,9.14,"DACH1","Not Significant",0.272829662659604,0.272829662659604,"Not Capped"
"16229","chr11",128379763,128380163,401,"*",3.36388841419668,3.10408543328376,3.63411537635559,-0.313419287992724,0.533632527793956,0.999820495462944,7.2,9.85,5.95,10.85,9.14,13.86,7.74,18.04,10.02,"ETS1","Not Significant",0.272757705682836,0.272757705682836,"Not Capped"
"16231","chr16",30395398,30395798,401,"*",5.26063544424339,5.09268884075296,5.44632968497481,-0.139853035508383,0.533684401229161,0.999820495462944,28.59,39.11,23.6,43.05,36.26,48.67,27.17,63.37,35.2,"ZNF48","Not Significant",0.272715490767899,0.272715490767899,"Not Capped"
"16238","chr19",2819599,2819999,401,"*",6.27662282426789,6.12057266666257,6.45058356875185,-0.116533977734417,0.533970342158993,0.999820495462944,58.29,79.74,48.13,87.79,73.94,97.63,54.51,127.11,70.6,"ZNF554","Not Significant",0.272482863934713,0.272482863934713,"Not Capped"
"16267","chr2",191143047,191143447,401,"*",2.84597443062195,2.53355997030511,3.16024618802995,-0.406491720317127,0.534650704209025,0.999820495462944,4.85,6.64,4.01,7.31,6.15,9.98,5.57,12.99,7.22,"STAT4","Not Significant",0.27192985681408,0.27192985681408,"Not Capped"
"16270","chr18",48008301,48008701,401,"*",4.69771894036505,4.51569274627833,4.8970549648458,-0.167154198689942,0.534706560806446,0.999820495462944,19.17,26.22,15.82,28.86,24.31,33.26,18.57,43.3,24.05,"SMAD2","Not Significant",0.271884487108644,0.271884487108644,"Not Capped"
"16274","chr5",32531586,32531986,401,"*",4.45351080167272,4.26276966993968,4.66116082155019,-0.18422474173657,0.534792193686975,0.999820495462944,16.08,22,13.28,24.22,20.4,28.24,15.77,36.77,20.43,"SUB1","Not Significant",0.27181494072085,0.27181494072085,"Not Capped"
"16281","chr11",66408514,66408914,401,"*",5.4980094182342,5.46053384870762,5.54352509724059,0.129968546455328,0.534879276115519,0.999820495462944,36.89,50.46,30.46,55.56,46.79,52.06,29.07,67.78,37.65,"NPAS4","Not Significant",0.271744228508103,0.271744228508103,"Not Capped"
"16287","chr19",53333523,53333923,401,"*",5.91388918204655,5.8716580248241,5.96499694648063,0.119684655176131,0.534956745356305,0.999820495462944,49.06,67.1,40.5,73.88,62.22,69.73,38.93,90.78,50.43,"ZNF845","Not Significant",0.27168133202084,0.27168133202084,"Not Capped"
"16293","chr1",58691133,58691533,401,"*",3.00711626638857,2.71552898810267,3.30430374486088,-0.369307763647021,0.535055491765816,0.999820495462944,5.5,7.53,4.54,8.29,6.98,11.03,6.16,14.36,7.97,"MYSM1","Not Significant",0.271601174020039,0.271601174020039,"Not Capped"
"16297","chr19",55634770,55635170,401,"*",5.80249246817222,5.76147741037561,5.85217403737033,0.12228752841869,0.535255324019037,0.999820495462944,45.45,62.17,37.52,68.45,57.65,64.48,36,83.95,46.63,"ZNF580","Not Significant",0.271439004219251,0.271439004219251,"Not Capped"
"16300","chrX",47836497,47836897,401,"*",4.73474214689978,4.71356455385195,4.76078432655032,0.165370764640208,0.535367852517338,0.999820495462944,21.98,30.07,18.15,33.1,27.88,30.26,16.89,39.4,21.89,"ZNF81","Not Significant",0.271347710649075,0.271347710649075,"Not Capped"
"16307","chr3",146534839,146535239,401,"*",2.63889269704799,2.31164966317368,2.96505869008077,-0.431825171665181,0.535459248016299,0.999820495462944,4.16,5.69,3.43,6.26,5.28,8.72,4.87,11.35,6.3,"PLSCR1","Not Significant",0.271273576251569,0.271273576251569,"Not Capped"
"16322","chr17",16589274,16589674,401,"*",5.25127220628646,5.21826359610207,5.29149847119792,0.139539129850296,0.535821105536904,0.999820495462944,31.19,42.66,25.75,46.97,39.56,43.72,24.41,56.92,31.62,"ZNF287","Not Significant",0.270980183901211,0.270980183901211,"Not Capped"
"16334","chr6",121950616,121951016,401,"*",3.60490120117361,3.36564632846968,3.85710072622324,-0.274994474629332,0.536028524747907,0.999820495462944,8.64,11.81,7.13,13.01,10.95,16.18,9.03,21.06,11.7,"HSF2","Not Significant",0.270812098719561,0.270812098719561,"Not Capped"
"16343","chr2",75681760,75682160,401,"*",3.47825144636658,3.51357261414945,3.43284805984514,0.291087180199339,0.5363593143789,0.999820495462944,9.57,13.09,7.9,14.41,12.14,12.05,6.73,15.69,8.72,"GCFC2","Not Significant",0.270544173048035,0.270544173048035,"Not Capped"
"16349","chr3",46488709,46489109,401,"*",5.28353129338227,5.24974187536357,5.32468471086113,0.137949484627612,0.536479584562777,0.999820495462944,31.88,43.6,26.32,48.01,40.43,44.74,24.98,58.24,32.35,"LTF","Not Significant",0.270446800222599,0.270446800222599,"Not Capped"
"16376","chr3",48240928,48241328,401,"*",6.41353929460928,6.25833834721348,6.5866550773664,-0.114840141829274,0.537294169869001,0.999820495462944,64.14,87.73,52.95,96.59,81.35,107.29,59.9,139.68,77.59,"ZNF589","Not Significant",0.269787871896333,0.269787871896333,"Not Capped"
"16379","chr17",17840013,17840413,401,"*",5.61370452171704,5.45235751709267,5.79291330580199,-0.126883775977049,0.537373722760478,0.999820495462944,36.68,50.18,30.29,55.24,46.53,61.89,34.55,80.57,44.76,"SREBF1","Not Significant",0.269723574112639,0.269723574112639,"Not Capped"
"16382","chr19",57191330,57191730,401,"*",5.22460495550124,5.05530905339804,5.41161793874134,-0.142649198773231,0.537444561693962,0.999820495462944,27.86,38.11,23,41.95,35.33,47.51,26.53,61.86,34.36,"ZNF264","Not Significant",0.269666327304681,0.269666327304681,"Not Capped"
"16394","chr5",173098857,173099257,401,"*",3.33480652127971,3.072623036147,3.60709106032137,-0.317752478513464,0.537901046976158,0.999820495462944,7.05,9.64,5.82,10.61,8.94,13.6,7.59,17.71,9.84,"CREBRF","Not Significant",0.269297610402064,0.269297610402064,"Not Capped"
"16408","chr12",133130352,133130752,401,"*",6.81623383536632,6.77297617469764,6.86854341366805,0.117587475322246,0.538387547559932,0.999820495462944,91.63,125.34,75.65,137.99,116.22,130.44,72.82,169.82,94.33,"ZNF891","Not Significant",0.268904993525069,0.268904993525069,"Not Capped"
"16410","chr19",52048731,52049131,401,"*",5.1452506720352,5.11397853217595,5.18341106316598,0.143289140238114,0.538466574851882,0.999820495462944,29.01,39.69,23.96,43.69,36.8,40.56,22.65,52.81,29.33,"ZNF432","Not Significant",0.268841250226583,0.268841250226583,"Not Capped"
"16419","chr19",37719366,37719766,401,"*",4.55237126138223,4.36458284998424,4.75721538631454,-0.178445218182842,0.53879363966561,0.999820495462944,17.26,23.61,14.25,25.99,21.89,30.19,16.85,39.3,21.83,"ZNF607","Not Significant",0.268577539664776,0.268577539664776,"Not Capped"
"16438","chr6",7146343,7146743,401,"*",4.22408371501279,4.02258451766607,4.44186287995261,-0.204610581306729,0.539247759645931,0.999820495462944,13.62,18.63,11.24,20.51,17.27,24.26,13.54,31.59,17.54,"RREB1","Not Significant",0.26821165053776,0.26821165053776,"Not Capped"
"16441","chr14",21103636,21104036,401,"*",6.49185216765563,6.44678032467681,6.54628123047776,0.113629348606089,0.539334285333017,0.999820495462944,73.08,99.97,60.34,110.06,92.7,104.32,58.24,135.83,75.45,"ZNF219","Not Significant",0.268141970852844,0.268141970852844,"Not Capped"
"16444","chr3",71493400,71493800,401,"*",4.83154793698028,4.80671211401331,4.86200329541131,0.157311133547935,0.539480637104753,0.999820495462944,23.45,32.08,19.36,35.31,29.74,32.46,18.12,42.26,23.48,"FOXP1","Not Significant",0.268024138283142,0.268024138283142,"Not Capped"
"16446","chr17",16584163,16584563,401,"*",6.21684608241178,6.06168159386981,6.38992556649229,-0.114778933270414,0.539514451497611,0.999820495462944,55.96,76.55,46.2,84.28,70.98,93.61,52.26,121.88,67.7,"ZNF287","Not Significant",0.267996917762147,0.267996917762147,"Not Capped"
"16456","chr9",126557934,126558334,401,"*",4.04100153099493,4.04486968268167,4.03615171099247,0.220066750453138,0.540170058796357,0.999820495462944,13.83,18.92,11.42,20.83,17.54,18.31,10.22,23.84,13.24,"LMX1B","Not Significant",0.2674694920847,0.2674694920847,"Not Capped"
"16462","chr13",71631746,71632146,401,"*",2.96211673310909,2.667669679935,3.2616767621487,-0.374617285982996,0.540309484969338,0.999820495462944,5.32,7.28,4.4,8.02,6.75,10.71,5.98,13.94,7.74,"DACH1","Not Significant",0.267357408485812,0.267357408485812,"Not Capped"
"16464","chr19",12885367,12885767,401,"*",5.9482851048318,5.7918810295172,6.12259770364391,-0.117183408524476,0.540383244027759,0.999820495462944,46.42,63.49,38.32,69.9,58.87,77.78,43.42,101.26,56.25,"KLF1","Not Significant",0.267298125858562,0.267298125858562,"Not Capped"
"16499","chr10",61933871,61934271,401,"*",3.32527463758571,3.36977912504554,3.26764107489341,0.311696304604733,0.541310682764654,0.999820495462944,8.66,11.85,7.15,13.04,10.99,10.75,6,14,7.77,"ARID5B","Not Significant",0.266553402024105,0.266553402024105,"Not Capped"
"16511","chr3",71422072,71422472,401,"*",4.43370025268056,4.24267410823311,4.64162052086734,-0.184770461135868,0.541559957647198,0.999820495462944,15.86,21.7,13.1,23.89,20.12,27.86,15.56,36.28,20.15,"FOXP1","Not Significant",0.266353454396312,0.266353454396312,"Not Capped"
"16533","chr6",51098559,51098959,401,"*",3.02482842625417,3.0905449437881,2.93823563345068,0.360173409895626,0.542186599214053,0.999820495462944,7.14,9.76,5.89,10.75,9.05,8.56,4.78,11.14,6.19,"TFAP2B","Not Significant",0.265851220726968,0.265851220726968,"Not Capped"
"16543","chr11",85664394,85664794,401,"*",5.4590981651708,5.42137416957706,5.50490696239481,0.1294274837961,0.54231344164942,0.999820495462944,35.9,49.11,29.64,54.07,45.54,50.69,28.3,65.99,36.66,"CREBZF","Not Significant",0.265749631113457,0.265749631113457,"Not Capped"
"16547","chr7",138896368,138896768,401,"*",3.44807333032042,3.48716556803969,3.39766965326003,0.298640585546111,0.542390473693166,0.999820495462944,9.39,12.85,7.76,14.15,11.92,11.76,6.57,15.32,8.51,"KIAA1549","Not Significant",0.265687946830563,0.265687946830563,"Not Capped"
"16571","chr18",47930851,47931251,401,"*",6.9117562475711,6.75554069202726,7.08588144712889,-0.116920941315388,0.542921278160876,0.999820495462944,90.53,123.83,74.74,136.33,114.82,151.64,84.66,197.43,109.67,"SMAD2","Not Significant",0.265263137149322,0.265263137149322,"Not Capped"
"16596","chr20",33686360,33686760,401,"*",6.07865027235612,5.92323643668588,6.2519779715444,-0.115214312099832,0.543740001161346,0.999820495462944,50.84,69.55,41.98,76.57,64.49,85.07,47.5,110.76,61.52,"E2F1","Not Significant",0.264608716208118,0.264608716208118,"Not Capped"
"16598","chr11",8033214,8033614,401,"*",4.49304111814328,4.30594621214032,4.6972245960152,-0.177184647742241,0.543990718014851,0.999820495462944,16.57,22.67,13.68,24.96,21.02,28.96,16.17,37.7,20.94,"TUB","Not Significant",0.26440851050278,0.26440851050278,"Not Capped"
"16614","chr3",114584964,114585364,401,"*",3.57353751931452,3.33447737822029,3.8255638796798,-0.274684832504556,0.544508346858572,0.999820495462944,8.45,11.56,6.98,12.73,10.72,15.83,8.84,20.6,11.45,"ZBTB20","Not Significant",0.263995458485186,0.263995458485186,"Not Capped"
"16615","chr9",1238542,1238942,401,"*",3.05120550581765,3.1180635127165,2.96302547426421,0.363270176547899,0.544530912796988,0.999820495462944,7.27,9.95,6.01,10.95,9.23,8.7,4.86,11.33,6.29,"DMRT2","Not Significant",0.263977460488423,0.263977460488423,"Not Capped"
"16619","chr1",8703075,8703475,401,"*",4.21493397856785,4.01481154512386,4.43142502676029,-0.20205907813212,0.544573642291757,0.999820495462944,13.54,18.53,11.18,20.4,17.18,24.09,13.45,31.36,17.42,"RERE","Not Significant",0.263943382614604,0.263943382614604,"Not Capped"
"16634","chr3",111610203,111610603,401,"*",5.02403772988149,4.9940704423843,5.06064215285585,0.146106233143905,0.544865745179648,0.999820495462944,26.7,36.52,22.04,40.21,33.87,37.25,20.8,48.5,26.94,"ZBED2","Not Significant",0.263710494623114,0.263710494623114,"Not Capped"
"16655","chr3",111616440,111616840,401,"*",4.6494904775787,4.62916724757695,4.67449841525144,0.167045889100456,0.545564764886407,0.999820495462944,20.73,28.36,17.12,31.22,26.3,28.51,15.91,37.11,20.61,"ZBED2","Not Significant",0.263153686206311,0.263153686206311,"Not Capped"
"16679","chr18",35343940,35344340,401,"*",5.82437702459566,5.78165726196114,5.87605707195788,0.118647995816891,0.546332193791741,0.999820495462944,46.09,63.05,38.05,69.41,58.46,65.56,36.6,85.35,47.41,"ZNF24","Not Significant",0.262543207001161,0.262543207001161,"Not Capped"
"16682","chr2",173939020,173939420,401,"*",2.91463521322842,2.99422855455515,2.80854073748887,0.392074580818221,0.546452348313645,0.999820495462944,6.68,9.13,5.51,10.05,8.47,7.82,4.37,10.18,5.66,"SP3","Not Significant",0.262447703369772,0.262447703369772,"Not Capped"
"16685","chr4",184474508,184474908,401,"*",6.36527190613968,6.31950158849931,6.4205154485181,0.112136907699032,0.546513574277577,0.999820495462944,66.91,91.53,55.25,100.77,84.87,95.62,53.38,124.49,69.15,"IRF2","Not Significant",0.262399046595094,0.262399046595094,"Not Capped"
"16687","chr18",5310044,5310444,401,"*",4.17719760782854,4.1725287683292,4.18301248968905,0.201327675238849,0.546556591784445,0.999820495462944,15.11,20.67,12.47,22.75,19.16,20.28,11.32,26.4,14.66,"ZBTB14","Not Significant",0.262364863490573,0.262364863490573,"Not Capped"
"16694","chr19",35644324,35644724,401,"*",6.6297440288825,6.58404020815588,6.68491006710784,0.112297822943656,0.546732154860263,0.999820495462944,80.38,109.95,66.36,121.05,101.95,114.85,64.12,149.53,83.06,"ETV2","Not Significant",0.262225383273763,0.262225383273763,"Not Capped"
"16731","chr2",63059548,63059948,401,"*",4.08476091441566,3.87862588892725,4.30685998269829,-0.213678887799455,0.547728384758704,0.999820495462944,12.32,16.86,10.17,18.56,15.63,22.09,12.33,28.76,15.98,"OTX1","Not Significant",0.261434752179391,0.261434752179391,"Not Capped"
"16741","chr1",10867042,10867442,401,"*",4.92075972574559,4.74644269931757,5.11265878427928,-0.152328064430288,0.548111256487241,0.999820495462944,22.49,30.76,18.57,33.87,28.52,38.62,21.56,50.28,27.93,"CASZ1","Not Significant",0.261131278788783,0.261131278788783,"Not Capped"
"16742","chr7",50212752,50213152,401,"*",4.43114376754474,4.24132865493367,4.6379150200384,-0.182320936508522,0.548139967602449,0.999820495462944,15.85,21.68,13.08,23.86,20.1,27.79,15.52,36.18,20.1,"IKZF1","Not Significant",0.261108530209564,0.261108530209564,"Not Capped"
"16752","chr15",84748195,84748595,401,"*",6.21840615162543,6.17236035444402,6.27397069130645,0.111501143388201,0.548486276200276,0.999820495462944,60.42,82.65,49.89,91,76.64,86.38,48.22,112.46,62.47,"ZNF592","Not Significant",0.260834234534221,0.260834234534221,"Not Capped"
"16753","chr7",149090614,149091014,401,"*",6.76455709167721,6.71984745037052,6.81856346073136,0.114460270135903,0.548487934535688,0.999820495462944,88.31,120.8,72.91,133,112.01,125.99,70.34,164.04,91.12,"ZNF786","Not Significant",0.26083292145701,0.26083292145701,"Not Capped"
"16757","chr3",71129741,71130141,401,"*",3.78322381593197,3.79919953527296,3.76300213044507,0.246635782358868,0.548686725825299,0.999820495462944,11.66,15.95,9.63,17.56,14.79,15.15,8.46,19.73,10.96,"FOXP1","Not Significant",0.26067554640235,0.26067554640235,"Not Capped"
"16782","chr10",110225830,110226230,401,"*",6.45237548850723,6.40637264618655,6.50788998458565,0.111612943802077,0.549446266215185,0.999820495462944,71.07,97.21,58.67,107.02,90.14,101.59,56.71,132.26,73.47,"MXI1","Not Significant",0.260074773535851,0.260074773535851,"Not Capped"
"16813","chr1",41640405,41640805,401,"*",3.14779496612267,2.8737339146939,3.43025201290964,-0.338185663954873,0.550305771128595,0.999820495462944,6.14,8.4,5.07,9.25,7.79,12.03,6.72,15.67,8.7,"HIVEP3","Not Significant",0.259395932661929,0.259395932661929,"Not Capped"
"16825","chr19",52638180,52638580,401,"*",6.22012069268544,6.17398281579872,6.27579249690537,0.1112937613194,0.55051463555438,0.999820495462944,60.49,82.75,49.95,91.1,76.73,86.49,48.29,112.61,62.55,"ZNF83","Not Significant",0.25923113072308,0.25923113072308,"Not Capped"
"16831","chr13",44436740,44437140,401,"*",4.31724594966531,4.12494797531591,4.52637089717797,-0.186967980426687,0.550680015293032,0.999820495462944,14.62,20,12.07,22.01,18.54,25.72,14.36,33.49,18.6,"TSC22D1","Not Significant",0.259100684196847,0.259100684196847,"Not Capped"
"16833","chr5",23691055,23691455,401,"*",2.47652484530332,2.57996727928761,2.33583074210259,0.447357257063108,0.550700751310898,0.999820495462944,5.01,6.85,4.14,7.54,6.35,5.64,3.15,7.34,4.08,"PRDM9","Not Significant",0.259084331018346,0.259084331018346,"Not Capped"
"16836","chr20",2524445,2524845,401,"*",5.39673226975125,5.23417170383015,5.57713804625174,-0.129345531304667,0.550752856655592,0.999820495462944,31.54,43.14,26.04,47.49,40,53.29,29.75,69.38,38.54,"ZNF343","Not Significant",0.259043241564316,0.259043241564316,"Not Capped"
"16892","chr4",4859964,4860364,401,"*",3.8326646627841,3.84490036630276,3.81722264319594,0.238134472127869,0.552343438655354,0.999820495462944,12.04,16.47,9.94,18.13,15.27,15.73,8.78,20.49,11.38,"MSX1","Not Significant",0.257790800653775,0.257790800653775,"Not Capped"
"16898","chr7",28409568,28409968,401,"*",3.84867760732451,3.63300336368424,4.07958210337935,-0.231442534817016,0.552484774886673,0.999820495462944,10.39,14.22,8.58,15.65,13.18,18.87,10.54,24.57,13.65,"CREB5","Not Significant",0.257679685559252,0.257679685559252,"Not Capped"
"16934","chr19",56120345,56120745,401,"*",4.66036618030199,4.48010867209378,4.85800286100004,-0.163635234623429,0.553500169355743,0.999820495462944,18.7,25.58,15.44,28.16,23.72,32.37,18.07,42.15,23.41,"ZNF787","Not Significant",0.256882241903138,0.256882241903138,"Not Capped"
"16937","chr11",65801485,65801885,401,"*",3.74347691878942,3.75829574042592,3.7247367424922,0.24486704103796,0.553604161041358,0.999820495462944,11.34,15.51,9.36,17.07,14.38,14.76,8.24,19.21,10.67,"OVOL1","Not Significant",0.256800654262084,0.256800654262084,"Not Capped"
"16986","chr9",127417430,127417830,401,"*",3.74312195445461,3.75960726480477,3.72224683256338,0.247915987395575,0.55499287462795,0.999820495462944,11.35,15.52,9.37,17.09,14.39,14.73,8.22,19.18,10.65,"ZNF79","Not Significant",0.255712592606382,0.255712592606382,"Not Capped"
"16990","chr9",126705257,126705657,401,"*",4.61244461870245,4.4322515880945,4.81001927244955,-0.163625831868334,0.5551480936598,0.999820495462944,18.09,24.74,14.93,27.24,22.94,31.31,17.48,40.77,22.65,"LMX1B","Not Significant",0.255591147183893,0.255591147183893,"Not Capped"
"17018","chr7",150356374,150356774,401,"*",3.82984172324038,3.84087901218241,3.81592529743033,0.235914610302056,0.555857230023133,0.999820495462944,12.01,16.42,9.91,18.08,15.23,15.72,8.78,20.47,11.37,"REPIN1","Not Significant",0.255036741107215,0.255036741107215,"Not Capped"
"17035","chr18",48161577,48161977,401,"*",4.79020159954154,4.61459686123316,4.98334834342198,-0.154731638678825,0.556355647878816,0.999820495462944,20.52,28.08,16.95,30.91,26.03,35.31,19.71,45.97,25.54,"ZBTB7C","Not Significant",0.254647498826,0.254647498826,"Not Capped"
"17041","chr14",74257395,74257795,401,"*",5.33836921748399,5.17631773128071,5.5182731082903,-0.128288846903358,0.556654596492571,0.999820495462944,30.3,41.44,25.01,45.62,38.43,51.16,28.56,66.61,37,"VSX2","Not Significant",0.254414200458613,0.254414200458613,"Not Capped"
"17053","chr1",58754623,58755023,401,"*",3.32064039943406,3.06811178016599,3.58454036924019,-0.298751142876449,0.557255950295214,0.999820495462944,7.03,9.61,5.8,10.58,8.91,13.39,7.48,17.43,9.68,"JUN","Not Significant",0.253945285491816,0.253945285491816,"Not Capped"
"17094","chr8",75783751,75784151,401,"*",3.51947920152553,3.2803138145567,3.77159915705242,-0.275064815966861,0.558385845040335,0.999820495462944,8.14,11.13,6.72,12.26,10.32,15.24,8.51,19.85,11.03,"HNF4G","Not Significant",0.253065599515969,0.253065599515969,"Not Capped"
"17118","chr2",230262176,230262576,401,"*",4.16040094596259,4.15332211650166,4.16920091669023,0.195929488463307,0.559111855356688,0.999820495462944,14.91,20.39,12.31,22.45,18.91,20.08,11.21,26.15,14.52,"SP140","Not Significant",0.252501298903188,0.252501298903188,"Not Capped"
"17127","chr12",57459060,57459460,401,"*",5.9976187380687,5.84449636546726,6.16866215097557,-0.110650618054706,0.559506187302624,0.999820495462944,48.14,65.85,39.75,72.5,61.06,80.3,44.83,104.55,58.07,"GLI1","Not Significant",0.252195106460869,0.252195106460869,"Not Capped"
"17160","chr21",41849056,41849456,401,"*",2.93309353595677,2.99970987253695,2.84524979709959,0.360988284144618,0.56031998301364,0.999820495462944,6.7,9.17,5.53,10.09,8.5,8.02,4.48,10.44,5.8,"PRDM15","Not Significant",0.251563888762486,0.251563888762486,"Not Capped"
"17163","chr3",24486025,24486425,401,"*",3.14461556717037,3.19871353482063,3.07400935477994,0.332934567344492,0.560490628789716,0.999820495462944,7.69,10.52,6.35,11.58,9.76,9.4,5.25,12.24,6.8,"THRB","Not Significant",0.251431644262475,0.251431644262475,"Not Capped"
"17191","chr16",73795076,73795476,401,"*",2.8953339712427,2.59974225426384,3.1958412383755,-0.37672343816801,0.561266234704212,0.999820495462944,5.08,6.95,4.19,7.65,6.44,10.23,5.71,13.32,7.4,"ZFHX3","Not Significant",0.250831083778405,0.250831083778405,"Not Capped"
"17206","chr1",41545359,41545759,401,"*",2.8573480987848,2.56382978597702,3.15613856158252,-0.372322874750404,0.561652489017399,0.999820495462944,4.95,6.78,4.09,7.46,6.28,9.95,5.56,12.96,7.2,"HIVEP3","Not Significant",0.250532312157805,0.250532312157805,"Not Capped"
"17209","chr8",115076508,115076908,401,"*",3.77444211472433,3.78457129440682,3.76167980510426,0.234099801507208,0.561696821026537,0.999820495462944,11.55,15.79,9.53,17.39,14.64,15.14,8.45,19.71,10.95,"TRPS1","Not Significant",0.250498034045417,0.250498034045417,"Not Capped"
"17224","chr6",53188268,53188668,401,"*",4.30743208021764,4.2941368132592,4.32388069611225,0.182286861739987,0.562268472014351,0.999820495462944,16.44,22.48,13.57,24.75,20.85,22.36,12.48,29.11,16.17,"GCM1","Not Significant",0.25005626792946,0.25005626792946,"Not Capped"
"17246","chr9",126860236,126860636,401,"*",5.80522064998968,5.65058823683969,5.97777018790335,-0.113605387997111,0.562892406376774,0.999820495462944,42.09,57.57,34.75,63.38,53.38,70.35,39.27,91.59,50.87,"ZBTB34","Not Significant",0.249574610090747,0.249574610090747,"Not Capped"
"17262","chr6",108567811,108568211,401,"*",3.20423139297047,3.25300140150254,3.14085488050568,0.321704228679626,0.563618375644488,0.999820495462944,7.99,10.93,6.59,12.03,10.13,9.85,5.5,12.82,7.12,"FOXO3","Not Significant",0.249014856033036,0.249014856033036,"Not Capped"
"17267","chr11",61733373,61733773,401,"*",4.92150293595286,4.89014432822295,4.95976632655248,0.143044738914199,0.563884476804759,0.999820495462944,24.84,33.98,20.51,37.41,31.51,34.74,19.39,45.23,25.12,"MYRF","Not Significant",0.24880986095488,0.24880986095488,"Not Capped"
"17276","chrX",154097479,154097879,401,"*",5.44405113720968,5.28501075533748,5.62097926661747,-0.122327433046388,0.564158160774023,0.999820495462944,32.67,44.68,26.97,49.19,41.43,54.93,30.67,71.52,39.73,"MECP2","Not Significant",0.248599125232649,0.248599125232649,"Not Capped"
"17295","chr17",51166721,51167121,401,"*",5.31894388589449,5.28020646418889,5.36594728689061,0.127222750372314,0.564609256194518,0.999820495462944,32.56,44.54,26.88,49.03,41.3,46.03,25.7,59.93,33.29,"NME2","Not Significant",0.248252006314407,0.248252006314407,"Not Capped"
"17336","chr19",36528266,36528666,401,"*",5.99534623981062,5.84280441200901,6.16580977450922,-0.109502208525188,0.565744572870857,0.999820495462944,48.09,65.78,39.7,72.41,60.99,80.14,44.74,104.34,57.96,"ZNF260","Not Significant",0.247379603495274,0.247379603495274,"Not Capped"
"17338","chr15",66700888,66701288,401,"*",5.75160858747298,5.5956116205586,5.92551643649284,-0.11636797224967,0.565761281384773,0.999820495462944,40.51,55.42,33.45,61.01,51.39,67.85,37.88,88.33,49.07,"SMAD6","Not Significant",0.247366777374459,0.247366777374459,"Not Capped"
"17354","chr3",101644115,101644515,401,"*",3.75809773362467,3.5412045146286,3.9901194008489,-0.233329988694579,0.566201815849785,0.999820495462944,9.75,13.34,8.05,14.69,12.37,17.74,9.9,23.09,12.83,"ZBTB11","Not Significant",0.247028742155167,0.247028742155167,"Not Capped"
"17360","chr2",156332680,156333080,401,"*",6.53617796571557,6.48810703580601,6.5940981857258,0.107151387358191,0.566446543573407,0.999820495462944,75.21,102.88,62.09,113.26,95.39,107.84,60.21,140.4,77.99,"NR4A2","Not Significant",0.246841068901226,0.246841068901226,"Not Capped"
"17458","chr9",114398221,114398621,401,"*",6.26813862201299,6.11766214763466,6.43653538725212,-0.105392680733969,0.569038646554538,0.999820495462944,58.18,79.58,48.03,87.61,73.79,96.68,53.98,125.88,69.92,"AKNA","Not Significant",0.244858237268513,0.244858237268513,"Not Capped"
"17469","chr1",61042980,61043380,401,"*",4.92114619287813,4.88884106181711,4.96053618669403,0.141074506336317,0.56934039634673,0.999820495462944,24.82,33.95,20.49,37.38,31.48,34.76,19.4,45.25,25.14,"NFIA","Not Significant",0.244628000646447,0.244628000646447,"Not Capped"
"17502","chr2",191020191,191020591,401,"*",6.22083375417477,6.1728871060454,6.27860961268105,0.107414952670247,0.570067910465784,0.999820495462944,60.45,82.69,49.91,91.03,76.67,86.66,48.38,112.83,62.67,"STAT1","Not Significant",0.244073405057738,0.244073405057738,"Not Capped"
"17504","chr19",36838069,36838469,401,"*",5.43651639023121,5.39537809057166,5.48634261179486,0.121917808901212,0.570113870243261,0.999820495462944,35.26,48.24,29.11,53.11,44.73,50.04,27.94,65.15,36.19,"ZNF790","Not Significant",0.244038392960375,0.244038392960375,"Not Capped"
"17512","chr1",156500812,156501212,401,"*",6.73456591538612,6.68633559918053,6.79267123377968,0.1068315369033,0.570407072679658,0.999820495462944,86.29,118.03,71.24,129.94,109.44,123.75,69.09,161.12,89.5,"MEF2D","Not Significant",0.243815098151449,0.243815098151449,"Not Capped"
"17517","chr12",53379703,53380103,401,"*",7.28965666237808,7.24524735070543,7.34331236862634,0.115140939044878,0.570519280564564,0.999820495462944,127.11,173.88,104.95,191.43,161.23,181.27,101.2,236,131.09,"SP1","Not Significant",0.243729674118147,0.243729674118147,"Not Capped"
