output_prefix	name	motif_id	cluster	total_tfbs	CD4_Good_mean_score	CD4_Good_bound	CD4_Poor_mean_score	CD4_Poor_bound	CD4_Good_CD4_Poor_change	CD4_Good_CD4_Poor_pvalue	CD4_Good_CD4_Poor_highlighted
TCP20_MA1065.3	TCP20	MA1065.3	C_TCP22	7243	0.5965	646	0.53546	567	-0.02697	5.01726E-44	False
TCP13_MA1282.2	TCP13	MA1282.2	C_TCP13	11403	0.68972	1306	0.64233	1216	-0.06544	6.35379E-87	False
TCP14_MA1283.2	TCP14	MA1283.2	C_TCP14	11324	0.60418	1100	0.53829	972	-0.01494	5.67189E-32	False
TCP1_MA1284.2	TCP1	MA1284.2	C_TCP22	13868	0.64739	1404	0.59102	1237	-0.0438	2.20879E-68	False
TCP9_MA1285.2	TCP9	MA1285.2	C_TCP22	10046	0.64233	1051	0.58285	925	-0.03647	9.05067E-56	False
TCP24_MA1286.2	TCP24	MA1286.2	C_TCP3	11474	0.71075	1432	0.65788	1299	-0.06322	7.51533E-83	False
TCP21_MA1287.2	TCP21	MA1287.2	C_TCP22	12607	0.58834	1073	0.52562	927	-0.02162	4.84985E-42	False
TCP22_MA1288.2	TCP22	MA1288.2	C_TCP22	13411	0.60975	1243	0.54799	1088	-0.02604	8.84590E-48	False
TCP3_MA1289.2	TCP3	MA1289.2	C_TCP3	9756	0.68101	1095	0.62852	999	-0.05582	6.80917E-79	False
TCP8_MA1428.2	TCP8	MA1428.2	C_TCP8	14224	0.65276	1530	0.59587	1377	-0.04167	1.43016E-71	False
ABF1_MA0570.3	ABF1	MA0570.3	C_PK24205.1	4799	0.67694	636	0.60047	552	-0.01291	2.91337E-16	False
ABF3_MA0930.3	ABF3	MA0930.3	C_ABF3	1688	0.68543	213	0.62244	180	-0.0641	5.80762E-46	False
ABI5_MA0931.2	ABI5	MA0931.2	C_ARNT::HIF1A	4219	0.7156	609	0.63035	526	0.00408	2.24641E-02	False
ABF2_MA0941.2	ABF2	MA0941.2	C_ARNT::HIF1A	2698	0.65272	314	0.56117	264	0.02173	1.16120E-27	False
DPBF3_MA1338.3	DPBF3	MA1338.3	C_DPBF3	4187	0.7349	668	0.66096	572	-0.02925	8.90708E-32	False
ABF4_MA1659.2	ABF4	MA1659.2	C_Xbp1	3956	0.75341	569	0.69876	506	-0.07835	1.88193E-67	False
BZIP28_MA1344.2	BZIP28	MA1344.2	C_PK24205.1	3779	0.78256	676	0.70355	585	-0.03365	7.27948E-39	False
BZIP63_MA1745.2	BZIP63	MA1745.2	C_PK27149.1	4358	0.83	889	0.75051	796	-0.03584	1.89161E-42	False
TGA1_MA0588.2	TGA1	MA0588.2	C_bZIP910	3553	1.13931	1244	1.05071	1148	-0.04754	2.23774E-45	False
TGA5_MA1047.3	TGA5	MA1047.3	C_FOSL2::JUNB	4308	0.80375	959	0.71606	853	0.01283	2.11772E-11	False
TGA2_MA1068.3	TGA2	MA1068.3	C_FOSL2::JUNB	4467	0.80338	982	0.71776	890	0.00799	1.00972E-05	False
TGA6_MA1069.3	TGA6	MA1069.3	C_FOSL2::JUNB	7728	0.57935	949	0.49162	842	0.04666	1.25308E-65	False
TGA7_MA1070.3	TGA7	MA1070.3	C_FOSL2::JUNB	4322	0.85874	1059	0.76735	951	0.01382	6.83016E-13	False
TGA3_MA1336.2	TGA3	MA1336.2	C_FOSL2::JUNB	5099	0.84864	1192	0.76402	1076	-0.00781	1.22195E-05	False
TGA10_MA1346.2	TGA10	MA1346.2	C_TGA10	4703	0.89823	1199	0.81608	1086	-0.02154	1.88022E-25	False
BZIP68_MA0968.3	BZIP68	MA0968.3	C_PK24205.1	4425	0.73659	704	0.65907	611	-0.02311	5.33085E-24	False
BZIP16_MA1349.2	BZIP16	MA1349.2	C_PK24205.1	6070	0.68285	811	0.6073	690	-0.01832	2.34799E-24	False
GBF3_MA1351.3	GBF3	MA1351.3	C_GBF3	3297	0.65534	385	0.59296	340	-0.04689	7.58591E-51	False
GBF2_MA1672.2	GBF2	MA1672.2	C_PK24205.1	4936	0.7439	796	0.67581	697	-0.04206	8.37780E-64	False
HY5_MA0551.2	HY5	MA0551.2	C_DPBF3	3241	0.69617	451	0.62564	389	-0.03262	3.94182E-36	False
HYH_MA1425.2	HYH	MA1425.2	C_CST6	1955	0.85134	397	0.77733	361	-0.05321	3.45090E-41	False
BZIP52_MA1343.2	BZIP52	MA1343.2	C_BZIP52	14123	0.52656	1004	0.46373	863	-0.01761	1.94195E-35	False
BZIP18_MA1742.2	BZIP18	MA1742.2	C_BZIP69	15280	0.4939	911	0.42926	773	-0.01108	7.23563E-25	False
BZIP30_MA1744.2	BZIP30	MA1744.2	C_BZIP69	10840	0.4784	567	0.40788	452	0.00058	3.38438E-01	False
VIP1_MA1803.2	VIP1	MA1803.2	C_BZIP69	14229	0.47977	779	0.40977	634	0.00175	2.16125E-02	False
BZIP11_MA1334.2	BZIP11	MA1334.2	C_BZIP2	5354	0.6971	813	0.62682	709	-0.02915	3.79768E-38	False
BZIP44_MA1337.2	BZIP44	MA1337.2	C_BZIP2	5429	0.62684	641	0.55573	545	-0.01756	6.93664E-18	False
BZIP3_MA1340.2	BZIP3	MA1340.2	C_BZIP2	5581	0.66187	739	0.59225	643	-0.02804	1.86422E-39	False
BZIP53_MA1341.2	BZIP53	MA1341.2	C_BZIP2	5157	0.71782	834	0.64558	723	-0.02623	2.12026E-30	False
BZIP48_MA1345.2	BZIP48	MA1345.2	C_BZIP2	5269	0.6482	652	0.57908	563	-0.03039	2.59430E-39	False
BZIP2_MA1743.2	BZIP2	MA1743.2	C_BZIP2	5656	0.65924	741	0.5868	639	-0.02282	3.38230E-30	False
NAC002_MA2015.2	NAC002	MA2015.2	C_NAC002	1560	0.78017	268	0.682	219	0.01076	5.80743E-06	False
JKD_MA1156.2	JKD	MA1156.2	C_GAF1	34326	0.32821	633	0.25765	488	0.03195	1.12817E-78	False
NUC_MA1157.2	NUC	MA1157.2	C_GAF1	25362	0.33491	489	0.2657	397	0.02702	5.03591E-65	False
MGP_MA1158.2	MGP	MA1158.2	C_GAF1	30241	0.32571	554	0.25526	430	0.0322	8.43595E-75	False
SGR5_MA1159.2	SGR5	MA1159.2	C_GAF1	47965	0.32896	871	0.25443	653	0.04584	1.13036E-105	False
IDD6_MA1160.2	IDD6	MA1160.2	C_GAF1	39516	0.33486	797	0.26321	604	0.03404	9.59717E-89	False
IDD5_MA1370.2	IDD5	MA1370.2	C_GAF1	23937	0.34812	540	0.27236	408	0.04474	1.80238E-85	False
IDD4_MA1371.2	IDD4	MA1371.2	C_GAF1	40601	0.33457	800	0.26195	604	0.03678	8.79389E-90	False
ZAT10_MA1372.2	ZAT10	MA1372.2	C_ZAT10	15411	0.4453	682	0.36777	544	0.0291	1.39076E-58	False
IDD7_MA1374.2	IDD7	MA1374.2	C_GAF1	28550	0.33355	564	0.26248	438	0.03278	3.24819E-75	False
AT3G46070_MA1381.2	AT3G46070	MA1381.2	C_AZF2	9393	0.41738	369	0.34555	315	0.024	9.69446E-46	False
REF6_MA1415.2	REF6	MA1415.2	C_REF6	19770	0.41499	706	0.33517	568	0.0425	3.93194E-80	False
AT5G04390_MA1736.2	AT5G04390	MA1736.2	C_AZF2	109672	0.44637	5270	0.37235	4417	0.02176	2.85976E-84	False
TREE1_MA1801.2	TREE1	MA1801.2	C_MBD2	149918	0.5203	10015	0.44967	8542	0.00243	1.89612E-16	False
ZAT6_MA2052.2	ZAT6	MA2052.2	C_ATHB-7	9888	0.3468	229	0.25503	197	0.09895	1.32056E-111	False
SPL14_MA0586.3	SPL14	MA0586.3	C_SPL14	784	0.84553	145	0.74019	117	0.04772	7.27737E-24	False
SPL11_MA1056.2	SPL11	MA1056.2	C_SPL14	807	0.82608	151	0.72019	125	0.05859	1.68757E-35	False
SPL12_MA1057.2	SPL12	MA1057.2	C_SPL14	3374	0.87687	646	0.80236	569	-0.034	1.66544E-30	False
SPL4_MA1058.2	SPL4	MA1058.2	C_SPL4	10378	0.81457	1815	0.73345	1574	-0.01284	3.52407E-23	False
SPL5_MA1059.3	SPL5	MA1059.3	C_SPL14	1068	0.83484	188	0.73897	156	0.0153	4.15400E-06	False
SPL7_MA1060.2	SPL7	MA1060.2	C_SPL4	895	1.15724	290	1.06752	253	-0.07558	2.51261E-45	False
SPL15_MA1320.2	SPL15	MA1320.2	C_SPL14	938	0.80711	159	0.70273	127	0.05283	2.85525E-32	False
SPL13A_MA1321.2	SPL13A	MA1321.2	C_SPL13A	1831	0.57911	155	0.48201	131	0.06593	8.33912E-49	False
SPL10_MA1799.2	SPL10	MA1799.2	C_SPL14	3374	0.87687	646	0.80236	569	-0.034	1.66544E-30	False
GRF6_MA2016.2	GRF6	MA2016.2	C_GRF6	6942	0.42137	281	0.34744	238	0.03158	1.19468E-48	False
CAMTA2_MA0969.2	CAMTA2	MA0969.2	C_MBP1	13031	1.02148	3064	0.96125	2735	-0.09929	1.12309E-108	False
CAMTA3_MA0970.2	CAMTA3	MA0970.2	C_MBP1	13031	1.02148	3064	0.96125	2735	-0.09929	1.12309E-108	False
CAMTA1_MA1197.2	CAMTA1	MA1197.2	C_CAMTA1	2162	1.03056	567	0.96687	513	-0.09054	5.55000E-68	False
GRF9_MA1756.2	GRF9	MA1756.2	C_GRF6	6942	0.42137	281	0.34744	238	0.03158	1.19468E-48	False
TCX3_MA1682.2	TCX3	MA1682.2	C_TCX3	30629	0.3055	429	0.22561	323	0.07176	1.23412E-112	False
E2FA_MA1414.2	E2FA	MA1414.2	C_E2FA	20888	0.94526	4651	0.87437	4114	-0.0628	3.07415E-93	False
NAC058_MA0938.3	NAC058	MA0938.3	C_NAC013	6631	0.36945	158	0.28424	120	0.07222	2.66559E-87	False
NAC083_MA1043.2	NAC083	MA1043.2	C_NAC083	680	0.74422	108	0.64607	98	0.02041	1.81071E-08	False
NAC92_MA1044.2	NAC92	MA1044.2	C_NAC92	7919	0.48701	445	0.4015	370	0.04155	2.62475E-61	False
NAC043_MA1045.2	NAC043	MA1045.2	C_NAC043	2124	0.56891	231	0.46924	208	0.08347	7.07730E-66	False
NAC028_MA1427.3	NAC028	MA1427.3	C_NAC028	7107	0.36857	173	0.2781	126	0.08911	1.13541E-89	False
NAC013_MA1660.2	NAC013	MA1660.2	C_NAC013	10280	0.3632	231	0.28079	173	0.0633	2.26181E-82	False
NAC050_MA1663.3	NAC050	MA1663.3	C_NAC053	8320	0.4105	295	0.32569	249	0.06334	5.05706E-80	False
NAC017_MA1674.3	NAC017	MA1674.3	C_NAC053	12948	0.38099	373	0.30013	283	0.0547	1.59254E-90	False
NAC029_MA1675.2	NAC029	MA1675.2	C_NAC002	1699	0.7597	275	0.66109	215	0.01916	3.28860E-14	False
NAC062_MA1676.3	NAC062	MA1676.3	C_NTL9	7301	0.35641	144	0.26349	106	0.10165	1.96359E-93	False
NAC078_MA1677.2	NAC078	MA1677.2	C_NAC053	12948	0.38099	373	0.30013	283	0.0547	1.59254E-90	False
NTL8_MA1678.3	NTL8	MA1678.3	C_NTL8	22762	0.41839	876	0.33185	691	0.06255	8.65348E-99	False
NAC018_MA1785.2	NAC018	MA1785.2	C_NAC047	2315	0.68772	326	0.604	269	-0.01167	4.72958E-04	False
NAC019_MA1786.2	NAC019	MA1786.2	C_NAC019	1040	0.63826	120	0.54618	99	0.02918	1.39118E-15	False
NAC047_MA1787.2	NAC047	MA1787.2	C_NAC047	3586	0.61053	371	0.53375	306	-0.00986	3.09499E-05	False
NAC020_MA2006.2	NAC020	MA2006.2	C_NAC013	7491	0.37608	206	0.29234	151	0.06397	7.47681E-75	False
NAC010_MA2009.2	NAC010	MA2009.2	C_NAC005	7308	0.35664	157	0.26825	110	0.08422	1.09180E-88	False
SMB_MA2010.2	SMB	MA2010.2	C_NAC037	7192	0.38968	222	0.31212	193	0.04043	3.25589E-61	False
JUB1_MA2017.2	JUB1	MA2017.2	C_Zm00001d031796	1774	0.98058	390	0.91023	333	-0.06514	7.13423E-49	False
NAC69_MA2018.2	NAC69	MA2018.2	C_NAC69	11237	0.4388	498	0.36364	408	0.02625	1.39042E-48	False
NAC038_MA2033.2	NAC038	MA2033.2	C_NAC013	5539	0.37557	147	0.28446	103	0.08722	3.02848E-88	False
NAC057_MA2034.2	NAC057	MA2034.2	C_NAC028	7107	0.36857	173	0.2781	126	0.08911	1.13541E-89	False
NAC075_MA2035.2	NAC075	MA2035.2	C_NAC005	6920	0.39207	209	0.30132	159	0.07887	2.76676E-82	False
NAC076_MA2036.2	NAC076	MA2036.2	C_NAC037	7192	0.38968	222	0.31212	193	0.04043	3.25589E-61	False
NAC096_MA2037.2	NAC096	MA2037.2	C_NTL9	7301	0.35642	144	0.26345	106	0.10175	1.78050E-93	False
NAC103_MA2038.2	NAC103	MA2038.2	C_NAC028	3495	0.37095	91	0.27884	66	0.09451	8.69540E-81	False
NAC004_MA2043.2	NAC004	MA2043.2	C_NAC053	12948	0.38099	373	0.30013	283	0.0547	1.59254E-90	False
NAC007_MA2044.2	NAC007	MA2044.2	C_NAC037	7192	0.38968	222	0.31212	193	0.04043	3.25589E-61	False
NAC031_MA2045.2	NAC031	MA2045.2	C_NAC013	6485	0.36323	152	0.27876	111	0.07035	7.84824E-82	False
NAC035_MA2046.2	NAC035	MA2046.2	C_NAC035	3058	0.68829	382	0.62513	343	-0.03883	3.92430E-34	False
NAC037_MA2047.2	NAC037	MA2047.2	C_NAC037	10801	0.3817	304	0.30059	253	0.05424	2.20592E-81	False
NAC045_MA2048.2	NAC045	MA2048.2	C_NAC045	10851	0.44984	525	0.36034	415	0.05945	5.84989E-86	False
NAC053_MA2049.2	NAC053	MA2049.2	C_NAC053	16221	0.37656	444	0.2943	338	0.06055	2.63454E-93	False
NAC101_MA2050.2	NAC101	MA2050.2	C_NAC037	7192	0.38968	222	0.31212	193	0.04043	3.25589E-61	False
NAC68_MA2051.2	NAC68	MA2051.2	C_NAC68	7205	0.38718	196	0.29204	152	0.09755	8.15929E-93	False
NAC105_MA2053.2	NAC105	MA2053.2	C_NAC037	10404	0.42103	432	0.33353	344	0.05867	2.04024E-78	False
WRKY1_MA0589.2	WRKY1	MA0589.2	C_WRKY1	4486	0.5076	285	0.438	248	0.01069	6.10400E-13	False
WRKY15_MA1076.3	WRKY15	MA1076.3	C_WRKY48	3192	0.5	204	0.42382	168	0.01583	5.96935E-12	False
WRKY18_MA1077.2	WRKY18	MA1077.2	C_WRKY62	12850	0.44498	550	0.37617	475	0.01242	4.58135E-22	False
WRKY2_MA1078.2	WRKY2	MA1078.2	C_WRKY62	2160	0.48343	125	0.41838	113	-0.00335	5.24268E-01	False
WRKY21_MA1079.3	WRKY21	MA1079.3	C_WRKY45	9274	0.38732	303	0.30117	233	0.06815	1.68677E-84	False
WRKY25_MA1081.3	WRKY25	MA1081.3	C_WRKY20	4172	0.48292	247	0.40826	212	0.01952	4.37617E-23	False
WRKY30_MA1083.3	WRKY30	MA1083.3	C_WRKY48	4320	0.45726	221	0.37819	186	0.0359	3.70072E-42	False
WRKY40_MA1085.3	WRKY40	MA1085.3	C_WRKY48	16993	0.40402	630	0.32033	502	0.06189	5.61812E-92	False
WRKY43_MA1086.2	WRKY43	MA1086.2	C_WRKY48	16993	0.40402	630	0.32033	502	0.06189	5.61812E-92	False
WRKY45_MA1087.3	WRKY45	MA1087.3	C_WRKY45	14358	0.36431	335	0.28199	253	0.05954	4.43886E-88	False
WRKY48_MA1088.2	WRKY48	MA1088.2	C_WRKY48	49482	0.4494	2460	0.37013	2093	0.04014	2.38554E-100	False
WRKY57_MA1089.2	WRKY57	MA1089.2	C_WRKY48	16993	0.40402	630	0.32033	502	0.06189	5.61812E-92	False
WRKY60_MA1090.2	WRKY60	MA1090.2	C_WRKY62	2160	0.48343	125	0.41838	113	-0.00335	5.24268E-01	False
WRKY63_MA1092.2	WRKY63	MA1092.2	C_WRKY62	12850	0.44498	550	0.37617	475	0.01242	4.58135E-22	False
WRKY75_MA1093.2	WRKY75	MA1093.2	C_WRKY48	2860	0.47403	167	0.39492	131	0.03174	1.60144E-27	False
WRKY8_MA1094.3	WRKY8	MA1094.3	C_WRKY45	10349	0.38967	333	0.30223	257	0.06968	4.22500E-85	False
WRKY20_MA1295.2	WRKY20	MA1295.2	C_WRKY20	6194	0.45722	315	0.37726	260	0.04422	5.00397E-61	False
WRKY46_MA1296.2	WRKY46	MA1296.2	C_WRKY46	8388	0.46876	462	0.38255	381	0.05362	1.06186E-75	False
WRKY26_MA1297.2	WRKY26	MA1297.2	C_WRKY45	7530	0.42197	307	0.33753	246	0.05658	6.00096E-71	False
WRKY29_MA1298.2	WRKY29	MA1298.2	C_WRKY45	8231	0.38594	262	0.29989	209	0.06841	7.53356E-80	False
WRKY17_MA1299.2	WRKY17	MA1299.2	C_WRKY45	10044	0.41146	370	0.32413	291	0.06251	1.74931E-80	False
WRKY6_MA1300.2	WRKY6	MA1300.2	C_WRKY48	4991	0.4565	252	0.37233	200	0.05404	9.50219E-58	False
WRKY33_MA1301.2	WRKY33	MA1301.2	C_WRKY45	7825	0.39653	273	0.31185	223	0.06565	3.85090E-79	False
WRKY65_MA1302.2	WRKY65	MA1302.2	C_WRKY45	6227	0.41481	248	0.32991	204	0.06549	3.11644E-74	False
WRKY22_MA1303.2	WRKY22	MA1303.2	C_WRKY45	7264	0.4062	269	0.31973	218	0.06758	7.35281E-76	False
WRKY59_MA1304.2	WRKY59	MA1304.2	C_WRKY45	9454	0.3786	275	0.29282	221	0.06495	8.82967E-83	False
WRKY55_MA1305.2	WRKY55	MA1305.2	C_WRKY48	5105	0.45026	255	0.36851	206	0.04566	8.13131E-53	False
WRKY11_MA1306.2	WRKY11	MA1306.2	C_WRKY45	8027	0.39852	276	0.31069	217	0.06814	3.53418E-80	False
WRKY31_MA1307.3	WRKY31	MA1307.3	C_WRKY48	5689	0.44192	265	0.36012	219	0.04732	3.99852E-60	False
WRKY70_MA1308.2	WRKY70	MA1308.2	C_WRKY45	4879	0.44982	253	0.36514	208	0.05699	1.91338E-56	False
WRKY42_MA1310.2	WRKY42	MA1310.2	C_WRKY48	3665	0.49135	225	0.41425	185	0.02112	9.18655E-20	False
WRKY28_MA1311.3	WRKY28	MA1311.3	C_WRKY48	2860	0.47403	167	0.39492	131	0.03174	1.60144E-27	False
WRKY47_MA1312.2	WRKY47	MA1312.2	C_WRKY20	5564	0.48787	338	0.40491	278	0.04203	9.28052E-63	False
WRKY7_MA1313.2	WRKY7	MA1313.2	C_WRKY45	10085	0.4006	356	0.31624	275	0.05916	1.35654E-77	False
WRKY14_MA1314.2	WRKY14	MA1314.2	C_WRKY45	6265	0.42382	262	0.33564	214	0.06985	9.31097E-79	False
WRKY24_MA1315.2	WRKY24	MA1315.2	C_WRKY45	6840	0.40071	257	0.31592	208	0.06206	9.13257E-81	False
WRKY71_MA1316.2	WRKY71	MA1316.2	C_WRKY45	9942	0.38121	296	0.29667	244	0.06572	2.71636E-86	False
WRKY50_MA1317.2	WRKY50	MA1317.2	C_tll	12588	0.37463	322	0.29274	250	0.05818	1.85793E-79	False
WRKY27_MA1318.2	WRKY27	MA1318.2	C_WRKY45	9666	0.39404	328	0.31081	255	0.0575	3.74457E-76	False
WRKY53_MA1805.2	WRKY53	MA1805.2	C_WRKY48	2860	0.47403	167	0.39492	131	0.03174	1.60144E-27	False
FHY3_MA0557.2	FHY3	MA0557.2	C_FHY3	3787	1.13508	1190	1.06868	1095	-0.09458	8.95830E-79	False
FAR1_MA1382.2	FAR1	MA1382.2	C_FHY3	4769	1.10269	1406	1.04179	1280	-0.10101	1.09549E-84	False
HSFA6B_MA1664.3	HSFA6B	MA1664.3	C_hsf-1	10465	0.42378	425	0.34094	350	0.05426	6.46678E-75	False
HSFB2A_MA1665.3	HSFB2A	MA1665.3	C_HSFB2A	8816	0.43998	389	0.36335	326	0.02822	1.19793E-43	False
HSFB2B_MA1666.3	HSFB2B	MA1666.3	C_HSFB2A	9244	0.4346	373	0.35485	329	0.04076	2.92037E-63	False
HSFC1_MA1667.3	HSFC1	MA1667.3	C_hsf-1	10691	0.42607	439	0.34414	361	0.05036	2.37709E-65	False
HSFA1E_MA1758.2	HSFA1E	MA1758.2	C_HSFA4A	14512	0.40339	493	0.32443	396	0.04644	2.53506E-73	False
HSFA4A_MA1759.2	HSFA4A	MA1759.2	C_HSFA4A	13560	0.39591	412	0.31349	335	0.05623	1.05225E-87	False
HSFB3_MA1761.2	HSFB3	MA1761.2	C_HSFB3	14158	0.3698	385	0.28936	313	0.05621	2.50135E-86	False
HSFA1B_MA2019.2	HSFA1B	MA2019.2	C_HSFB2A	7891	0.45086	366	0.3657	303	0.0497	1.36921E-67	False
HSFB4_MA2020.2	HSFB4	MA2020.2	C_HSFB4	12938	0.46652	674	0.38097	594	0.05897	2.25959E-89	False
HAT5_MA0008.4	HAT5	MA0008.4	C_ATHB-40	8999	0.31212	119	0.22284	105	0.09977	1.46944E-99	False
ATHB-5_MA0110.4	ATHB-5	MA0110.4	C_ATHB-7	9888	0.3468	229	0.25503	197	0.09893	1.34657E-111	False
ATHB-9_MA0573.2	ATHB-9	MA0573.2	C_ATHB-9	4958	0.45347	246	0.36733	214	0.05626	6.91578E-65	False
ATHB-6_MA0953.2	ATHB-6	MA0953.2	C_ATHB-7	7474	0.37957	269	0.28401	239	0.10159	4.73121E-102	False
ATHB-7_MA0954.3	ATHB-7	MA0954.3	C_ATHB-7	10183	0.3672	322	0.2705	286	0.11215	5.25889E-103	True
HDG11_MA0990.2	HDG11	MA0990.2	C_HDG1	13089	0.31878	181	0.22737	131	0.10474	3.15399E-107	False
HAT1_MA1024.2	HAT1	MA1024.2	C_ATHB-7	9056	0.36511	271	0.27314	244	0.09631	1.10969E-96	False
ATHB-15_MA1026.3	ATHB-15	MA1026.3	C_ATHB-15	12947	0.33196	214	0.24703	172	0.08514	8.70326E-103	False
HAT2_MA1198.2	HAT2	MA1198.2	C_ATHB-4	8152	0.34037	181	0.24805	157	0.10583	3.90170E-95	False
ATHB-20_MA1209.2	ATHB-20	MA1209.2	C_ATHB-40	10519	0.31516	164	0.225	120	0.10104	9.63141E-100	False
HAT22_MA1210.3	HAT22	MA1210.3	C_ATHB-40	8863	0.32367	155	0.23223	133	0.10459	8.76232E-103	False
ATHB-X_MA1211.2	ATHB-X	MA1211.2	C_ceh-43	9041	0.32887	175	0.23111	148	0.12767	2.66003E-102	True
ATHB-13_MA1212.2	ATHB-13	MA1212.2	C_ATHB-40	12955	0.31407	171	0.21999	136	0.11805	1.33521E-112	True
ATHB-40_MA1214.2	ATHB-40	MA1214.2	C_ATHB-40	10504	0.32735	206	0.23606	180	0.11035	1.03864E-103	True
ATHB-53_MA1215.2	ATHB-53	MA1215.2	C_ATHB-40	13135	0.31213	161	0.21656	130	0.12256	1.26104E-118	True
ATHB-23_MA1327.3	ATHB-23	MA1327.3	C_Ubx	11813	0.30673	143	0.21637	96	0.10613	1.14527E-106	False
HDG1_MA1369.2	HDG1	MA1369.2	C_HDG1	14480	0.31939	192	0.22571	140	0.11384	5.88759E-117	True
ANL2_MA1375.2	ANL2	MA1375.2	C_HDG1	14553	0.3183	186	0.22577	141	0.11205	6.23589E-110	True
ATHB-4_MA1406.2	ATHB-4	MA1406.2	C_ATHB-4	8659	0.35261	202	0.25488	171	0.12342	9.21986E-108	True
HDG7_MA1757.2	HDG7	MA1757.2	C_HDG1	15428	0.31776	194	0.22473	141	0.11332	9.02800E-116	True
ZHD3_MA1213.3	ZHD3	MA1213.3	C_ATHB-40	10048	0.31657	150	0.22586	128	0.10381	2.49482E-104	False
ZHD5_MA1326.2	ZHD5	MA1326.2	C_ZHD5	7314	0.3279	138	0.24297	98	0.08224	1.64490E-91	False
ZHD1_MA1329.3	ZHD1	MA1329.3	C_Ubx	10073	0.30752	128	0.21772	94	0.10626	8.59370E-106	True
ZHD6_MA1330.2	ZHD6	MA1330.2	C_Ubx	12815	0.30242	154	0.21505	112	0.09895	1.73483E-105	False
ZHD10_MA1807.2	ZHD10	MA1807.2	C_Ubx	6948	0.31721	113	0.23416	68	0.08215	1.15581E-83	False
AGL3_MA0001.3	AGL3	MA0001.3	C_SEP1	7666	0.40193	303	0.31633	255	0.0649	8.74077E-75	False
AG_MA0005.3	AG	MA0005.3	C_AGL6	11847	0.35708	269	0.27249	215	0.06951	3.19078E-88	False
AGL15_MA0548.3	AGL15	MA0548.3	C_AGL6	28360	0.33668	556	0.26132	390	0.0451	1.81282E-85	False
SOC1_MA0554.2	SOC1	MA0554.2	C_AP1	35771	0.33258	689	0.25854	550	0.04527	9.25885E-95	False
SVP_MA0555.2	SVP	MA0555.2	C_AGL6	31258	0.34561	657	0.26873	514	0.05032	4.39293E-94	False
AP3_MA0556.2	AP3	MA0556.2	C_AP1	27753	0.35689	673	0.28187	515	0.03965	4.55247E-80	False
FLC_MA0558.2	FLC	MA0558.2	C_AP1	38377	0.35225	850	0.27507	678	0.05013	3.26700E-102	False
SEP3_MA0563.2	SEP3	MA0563.2	C_RIN	19148	0.37816	606	0.30072	502	0.04447	5.16728E-88	False
SEP1_MA0584.2	SEP1	MA0584.2	C_SEP1	10919	0.39081	343	0.30467	286	0.0706	8.38034E-92	False
AGL1_MA0585.2	AGL1	MA0585.2	C_AGL6	9989	0.37877	280	0.29941	234	0.05143	2.35159E-73	False
GATA12_MA1015.2	GATA12	MA1015.2	C_GATA15	9635	0.42301	364	0.33811	273	0.05885	3.66650E-78	False
GATA15_MA1016.2	GATA15	MA1016.2	C_GATA15	103892	0.48378	5722	0.41054	4765	0.01802	5.02276E-77	False
GATA8_MA1017.2	GATA8	MA1017.2	C_GATA15	57320	0.44619	2528	0.3699	2036	0.03006	6.53178E-88	False
GATA9_MA1018.2	GATA9	MA1018.2	C_GATA15	9635	0.42301	364	0.33811	273	0.05885	3.66650E-78	False
GATA19_MA1323.2	GATA19	MA1323.2	C_GATA19	3368	0.47607	187	0.39206	155	0.04633	1.16943E-43	False
GATA14_MA1325.2	GATA14	MA1325.2	C_GATA15	4565	0.42446	187	0.34029	139	0.05631	5.92758E-57	False
GATA6_MA1396.2	GATA6	MA1396.2	C_GATA1	8441	0.42281	301	0.3387	209	0.0558	3.70604E-74	False
GATA4_MA1755.2	GATA4	MA1755.2	C_GATA15	103892	0.48378	5722	0.41054	4765	0.01802	5.02276E-77	False
CDF2_MA0973.2	CDF2	MA0973.2	C_e_gw1.170.52.1	18636	0.38829	586	0.30712	458	0.04831	1.63894E-85	False
CDF3_MA0974.3	CDF3	MA0974.3	C_CDF3	15193	0.40981	557	0.32443	437	0.06037	3.20344E-87	False
DOF1.8_MA0981.2	DOF1.8	MA0981.2	C_e_gw1.170.52.1	470845	0.43714	21145	0.35617	17135	0.04378	1.68756E-146	True
DOF2.4_MA0982.2	DOF2.4	MA0982.2	C_e_gw1.170.52.1	470845	0.43714	21145	0.35617	17135	0.04378	1.68756E-146	True
DOF5.6_MA0983.2	DOF5.6	MA0983.2	C_e_gw1.170.52.1	470845	0.43714	21145	0.35617	17135	0.04378	1.68756E-146	True
DOF5.7_MA0984.2	DOF5.7	MA0984.2	C_e_gw1.170.52.1	137574	0.39764	4811	0.31571	3727	0.05375	2.37106E-128	True
DOF5.3_MA1071.2	DOF5.3	MA1071.2	C_e_gw1.170.52.1	470845	0.43714	21145	0.35617	17135	0.04378	1.68756E-146	True
DOF5.8_MA1267.2	DOF5.8	MA1267.2	C_DOF3.6	67373	0.32922	1192	0.24897	862	0.06414	2.41993E-124	False
CDF5_MA1268.2	CDF5	MA1268.2	C_DOF3.6	65790	0.33448	1240	0.25231	894	0.07003	4.82776E-128	True
