"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD8_S145930","G09CD8_S145931","G48CD8_S145920","G58CD8_S145928","G70CD8_S145926","G27CD8_S145935","G44CD8_S145922","G50CD8_S145937","G52CD8_S145932","G81CD8_S145924","SYMBOL","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"13091","chr18",55385636,55386036,401,"*",3.45033107094986,3.23284900567949,3.63928238280905,-0.305240568056158,0.503050530046233,0.999789157560756,12.52,6.3,7.28,9.09,11.82,14,8.06,11.31,17.71,11.22,"TCF4","Not Significant",0.29838838906324,0.29838838906324,"Not Capped"
"13100","chr7",63926185,63926585,401,"*",5.71236760918605,5.58490039594074,5.82948123322008,-0.146882135521658,0.503316201866785,0.999789157560756,63.91,32.14,37.19,46.4,60.35,63.89,36.8,51.63,80.81,51.19,"ZNF722P","Not Significant",0.298159089336442,0.298159089336442,"Not Capped"
"13102","chr9",16581888,16582288,401,"*",2.53182382631574,2.20624966199855,2.79728383593591,-0.483104808649366,0.503345953173024,0.999789157560756,6.14,3.09,3.58,4.46,5.8,7.81,4.5,6.31,9.88,6.26,"BNC2","Not Significant",0.298133418701923,0.298133418701923,"Not Capped"
"13107","chr10",43689971,43690371,401,"*",4.98877051660175,4.85602089134534,5.1103278152699,-0.156313335703297,0.503577728745092,0.999789157560756,38.56,19.39,22.44,28,36.41,38.81,22.36,31.36,49.09,31.1,"ZNF32","Not Significant",0.297933485269877,0.297933485269877,"Not Capped"
"13118","chr11",128389902,128390302,401,"*",2.88358590151756,2.60555561094969,3.11659503282486,-0.406198910532078,0.503859107620624,0.999789157560756,8.1,4.08,4.72,5.88,7.65,9.74,5.61,7.88,12.33,7.81,"ETS1","Not Significant",0.297690886842395,0.297690886842395,"Not Capped"
"13121","chr19",33373436,33373836,401,"*",5.86799773098206,5.74121485373986,5.98453348095172,-0.14561898165351,0.503942121444131,0.999789157560756,71.22,35.82,41.45,51.71,67.25,71.14,40.98,57.49,89.98,57,"CEBPG","Not Significant",0.297619340103787,0.297619340103787,"Not Capped"
"13126","chr4",56908070,56908470,401,"*",5.06624879892624,5.09465683448559,5.03727012698591,0.154197167597494,0.504111179886303,0.999789157560756,45.5,22.88,26.48,33.03,42.96,36.89,21.25,29.82,46.66,29.56,"REST","Not Significant",0.297473670923108,0.297473670923108,"Not Capped"
"13159","chr11",130314700,130315100,401,"*",5.53859990763396,5.5628943593741,5.51388932887057,0.145989659286405,0.505206898274273,0.999789157560756,62.94,31.66,36.63,45.7,59.43,51.34,29.57,41.49,64.93,41.13,"ZBTB44","Not Significant",0.296530728065246,0.296530728065246,"Not Capped"
"13170","chr16",58000240,58000640,401,"*",5.05362124226369,4.92179780044242,5.174401579702,-0.154574421751364,0.505538313178987,0.999789157560756,40.36,20.3,23.49,29.3,38.11,40.57,23.37,32.79,51.32,32.51,"ZNF319","Not Significant",0.296245924995462,0.296245924995462,"Not Capped"
"13171","chr19",6424886,6425286,401,"*",6.81280583620145,6.68097053032933,6.93359613201302,-0.15506638611532,0.505576604786738,0.999789157560756,136.62,68.71,79.51,99.19,129.01,137.34,79.12,110.99,173.71,110.05,"KHSRP","Not Significant",0.29621303094225,0.29621303094225,"Not Capped"
"13182","chr19",40090621,40091021,401,"*",5.01106470318838,4.87894135713071,5.13209672616599,-0.155105750145467,0.506018169678109,0.999789157560756,39.18,19.71,22.8,28.44,36.99,39.4,22.7,31.84,49.83,31.57,"ZNF780A","Not Significant",0.295833888596432,0.295833888596432,"Not Capped"
"13193","chr13",30576769,30577169,401,"*",3.67031377243146,3.47192624871732,3.84468937160091,-0.272695517951434,0.506398396207995,0.999789157560756,14.77,7.43,8.6,10.73,13.95,16.14,9.3,13.04,20.42,12.93,"HMGB1","Not Significant",0.295507678423405,0.295507678423405,"Not Capped"
"13194","chr19",15449632,15450032,401,"*",5.04797803552086,4.916181058125,5.16873615887151,-0.154485022633516,0.506407299248191,0.999789157560756,40.2,20.22,23.4,29.19,37.96,40.41,23.28,32.66,51.12,32.38,"WIZ","Not Significant",0.295500043116362,0.295500043116362,"Not Capped"
"13204","chr15",74546163,74546563,401,"*",4.41348560089969,4.26240207945768,4.55023631134442,-0.189233844461453,0.506742296476653,0.999789157560756,25.55,12.85,14.87,18.55,24.13,26.32,15.16,21.27,33.29,21.09,"ARID3B","Not Significant",0.295212844752587,0.295212844752587,"Not Capped"
"13242","chr7",140062725,140063125,401,"*",5.23296119910268,5.25868652481162,5.20676881290985,0.148839537193953,0.507828657482684,0.999789157560756,50.98,25.64,29.67,37.01,48.13,41.49,23.9,33.53,52.48,33.25,"PARP12","Not Significant",0.29428279492464,0.29428279492464,"Not Capped"
"13246","chr7",149771648,149772048,401,"*",5.28636000799371,5.158398262742,5.40389091531884,-0.147648914305484,0.507924084567078,0.999789157560756,47.55,23.92,27.67,34.52,44.9,47.57,27.4,38.44,60.17,38.11,"ZNF467","Not Significant",0.294201193458885,0.294201193458885,"Not Capped"
"13254","chr8",143461847,143462247,401,"*",5.3677713391775,5.39226919480867,5.3428502984914,0.146396604701303,0.508188622789045,0.999789157560756,55.92,28.13,32.54,40.6,52.8,45.6,26.27,36.85,57.67,36.54,"MAFA","Not Significant",0.2939750620626,0.2939750620626,"Not Capped"
"13278","chr9",136388845,136389245,401,"*",3.1006345847943,3.22680339434515,2.9623651755553,0.356843096805471,0.509083917167035,0.999789157560756,12.47,6.27,7.25,9.05,11.77,8.76,5.04,7.08,11.08,7.02,"SNAPC4","Not Significant",0.293210622852542,0.293210622852542,"Not Capped"
"13339","chr12",57006286,57006686,401,"*",4.90829420454878,4.77478442351328,5.03048850155347,-0.157709350012859,0.511319600131169,0.999789157560756,36.45,18.33,21.21,26.46,34.42,36.72,21.15,29.68,46.45,29.42,"ZBTB39","Not Significant",0.291307559384432,0.291307559384432,"Not Capped"
"13343","chr16",30534606,30535006,401,"*",5.09662188236865,5.12311434129485,5.06963382284385,0.150347599596121,0.511409688037269,0.999789157560756,46.4,23.34,27,33.69,43.82,37.73,21.73,30.49,47.72,30.23,"ZNF747","Not Significant",0.291231049048687,0.291231049048687,"Not Capped"
"13359","chr2",177264296,177264696,401,"*",5.25910959731292,5.13167032370542,5.37619963816735,-0.146644006318017,0.511814087195069,0.999789157560756,46.68,23.48,27.17,33.89,44.08,46.66,26.88,37.71,59.02,37.39,"NFE2L2","Not Significant",0.290887764742527,0.290887764742527,"Not Capped"
"13393","chr19",11881106,11881506,401,"*",3.40990526059451,3.50811890470167,3.30451397142644,0.297307930482255,0.512917379900325,0.999789157560756,15.15,7.62,8.82,11,14.3,11.1,6.39,8.97,14.04,8.89,"ZNF69","Not Significant",0.28995258487473,0.28995258487473,"Not Capped"
"13399","chr1",248838021,248838421,401,"*",5.86684767945781,5.74166559365751,5.98202969568133,-0.142649956439631,0.513247238673335,0.999789157560756,71.24,35.83,41.46,51.72,67.27,71.02,40.91,57.39,89.82,56.9,"ZNF672","Not Significant",0.289673378503224,0.289673378503224,"Not Capped"
"13404","chr19",55599526,55599926,401,"*",5.80236397618508,5.67702180026455,5.91768149987785,-0.142986714401063,0.513406398619675,0.999789157560756,68.12,34.26,39.64,49.46,64.33,67.92,39.12,54.89,85.9,54.42,"FIZ1","Not Significant",0.289538722988495,0.289538722988495,"Not Capped"
"13411","chrX",107742034,107742434,401,"*",5.05624117176853,4.92644667719605,5.17531624566716,-0.151020864165327,0.513676281867788,0.999789157560756,40.49,20.36,23.56,29.4,38.23,40.6,23.39,32.81,51.35,32.53,"TSC22D3","Not Significant",0.289310486624786,0.289310486624786,"Not Capped"
"13429","chr4",1870735,1871135,401,"*",5.54761162297001,5.57018959273753,5.52467468599694,0.142538614960253,0.514290299291281,0.999789157560756,63.26,31.82,36.82,45.93,59.73,51.72,29.79,41.8,65.42,41.44,"NSD2","Not Significant",0.288791667403584,0.288791667403584,"Not Capped"
"13496","chr14",100214327,100214727,401,"*",5.47489744425767,5.49817272972459,5.45124048800559,0.143904652603508,0.51631392614195,0.999789157560756,60.18,30.27,35.02,43.69,56.83,49.16,28.32,39.72,62.17,39.39,"YY1","Not Significant",0.287086160900797,0.287086160900797,"Not Capped"
"13538","chr21",35048886,35049286,401,"*",4.79759629286686,4.828960265779,4.76553529053047,0.160078649065692,0.517962784284937,0.999789157560756,37.84,19.03,22.02,27.47,35.74,30.56,17.6,24.7,38.65,24.49,"RUNX1","Not Significant",0.285701443266968,0.285701443266968,"Not Capped"
"13540","chr2",37231477,37231877,401,"*",5.43451543697467,5.30903594599217,5.54994916818665,-0.143045628984428,0.518109804690409,0.999789157560756,52.79,26.55,30.72,38.32,49.84,52.64,30.32,42.54,66.58,42.18,"CEBPZ","Not Significant",0.285578189062713,0.285578189062713,"Not Capped"
"13547","chr19",37469052,37469452,401,"*",5.45800963196007,5.33317780894139,5.57289507317831,-0.141938296807035,0.518365391309325,0.999789157560756,53.68,27,31.24,38.97,50.69,53.48,30.81,43.22,67.64,42.85,"ZNF569","Not Significant",0.285364001861858,0.285364001861858,"Not Capped"
"13561","chr1",212558775,212559175,401,"*",5.29409024123164,5.31717553905101,5.27062952846297,0.143443856988256,0.51876930115832,0.999789157560756,53.08,26.7,30.89,38.54,50.13,43.37,24.98,35.05,54.86,34.75,"ATF3","Not Significant",0.285025731763004,0.285025731763004,"Not Capped"
"13562","chrX",149908783,149909183,401,"*",2.72282383181734,2.43572839125159,2.96216029140056,-0.421639673113309,0.518772490352789,0.999789157560756,7.2,3.62,4.19,5.23,6.8,8.76,5.04,7.08,11.07,7.02,"HSFX4","Not Significant",0.285023061895494,0.285023061895494,"Not Capped"
"13563","chr18",55200233,55200633,401,"*",3.16368862945833,2.92154273181081,3.37097332229278,-0.347001265332521,0.518778593244498,0.999789157560756,10.09,5.07,5.87,7.32,9.53,11.62,6.7,9.39,14.7,9.31,"TCF4","Not Significant",0.285017952841617,0.285017952841617,"Not Capped"
"13567","chr3",24914392,24914792,401,"*",2.70319840684772,2.86623325429855,2.51936401894538,0.434062025115287,0.51892846748954,0.999789157560756,9.71,4.88,5.65,7.05,9.17,6.44,3.71,5.21,8.15,5.16,"RARB","Not Significant",0.284892504031415,0.284892504031415,"Not Capped"
"13578","chr19",56121348,56121748,401,"*",6.02385240787553,6.04573180032165,6.00163608412218,0.14121452574273,0.519292799501343,0.999789157560756,87.96,44.24,51.19,63.86,83.06,71.99,41.47,58.18,91.05,57.68,"ZNF787","Not Significant",0.284587699277684,0.284587699277684,"Not Capped"
"13603","chr19",12440930,12441330,401,"*",5.38172598198491,5.40403055413708,5.35907115110254,0.141936618877668,0.519883450233433,0.999789157560756,56.38,28.36,32.81,40.93,53.24,46.11,26.56,37.27,58.33,36.95,"ZNF443","Not Significant",0.284094007507173,0.284094007507173,"Not Capped"
"13621","chr6",157054496,157054896,401,"*",4.54379885783288,4.40110617682666,4.67363982536436,-0.174241482057172,0.520472202019623,0.999789157560756,28.13,14.15,16.37,20.42,26.56,28.67,16.52,23.17,36.27,22.98,"ARID1B","Not Significant",0.283602460835234,0.283602460835234,"Not Capped"
"13628","chr2",113273065,113273465,401,"*",3.66220276068013,3.74180035634834,3.57795577043618,0.258900991484786,0.520826099109206,0.999789157560756,17.81,8.96,10.37,12.93,16.82,13.42,7.73,10.84,16.97,10.75,"PAX8","Not Significant",0.283307260969992,0.283307260969992,"Not Capped"
"13686","chr7",13719030,13719430,401,"*",3.10262389786467,3.22145378693542,2.97312069629287,0.340668695046211,0.52285398130061,0.999789157560756,12.42,6.25,7.23,9.02,11.73,8.82,5.08,7.13,11.16,7.07,"ETV1","Not Significant",0.281619580673112,0.281619580673112,"Not Capped"
"13695","chr19",12551354,12551754,401,"*",6.06404300003618,5.94038237475379,6.17793579654694,-0.139921822692524,0.523215697754398,0.999789157560756,81.77,41.12,47.58,59.36,77.21,81.34,46.86,65.74,102.89,65.18,"ZNF564","Not Significant",0.281319234588525,0.281319234588525,"Not Capped"
"13700","chr19",50330646,50331046,401,"*",4.41511558037363,4.45732638062887,4.37163244409785,0.182130289712687,0.523382432942605,0.999789157560756,29.25,14.71,17.02,21.24,27.62,23.26,13.4,18.8,29.42,18.64,"NR1H2","Not Significant",0.281180858318462,0.281180858318462,"Not Capped"
"13703","chr16",31873535,31873935,401,"*",4.93921133937925,4.96602005540242,4.91189500582057,0.150954293676851,0.523485232206459,0.999789157560756,41.62,20.93,24.22,30.21,39.3,33.82,19.48,27.33,42.78,27.1,"ZNF267","Not Significant",0.281095565487926,0.281095565487926,"Not Capped"
"13705","chr4",47914526,47914926,401,"*",5.65881790775711,5.53509477892865,5.77276371655784,-0.139972421308684,0.523547942625769,0.999789157560756,61.74,31.05,35.93,44.82,58.3,61.43,35.38,49.64,77.69,49.22,"NFXL1","Not Significant",0.281043542706316,0.281043542706316,"Not Capped"
"13720","chr15",60649869,60650269,401,"*",3.99954771115672,4.05955949869721,3.93693085840745,0.218565358064136,0.523963257122734,0.999789157560756,22.2,11.17,12.92,16.12,20.96,17.21,9.91,13.91,21.76,13.79,"RORA","Not Significant",0.280699166810801,0.280699166810801,"Not Capped"
"13725","chr3",147316969,147317369,401,"*",2.65913035192718,2.35762220903035,2.90838909871386,-0.444998289399267,0.524142427808217,0.999789157560756,6.82,3.43,3.97,4.95,6.44,8.44,4.86,6.82,10.67,6.76,"ZIC4","Not Significant",0.280550683996709,0.280550683996709,"Not Capped"
"13735","chr8",80873739,80874139,401,"*",4.30055487514742,4.14837561557387,4.43820251882211,-0.191194014324063,0.52449346064084,0.999789157560756,23.61,11.88,13.74,17.14,22.3,24.36,14.03,19.68,30.81,19.52,"ZNF704","Not Significant",0.280259922199313,0.280259922199313,"Not Capped"
"13740","chr20",18288142,18288542,401,"*",5.87979654471646,5.90044285294436,5.85885047353277,0.138690589786902,0.524599384198391,0.999789157560756,79.53,40,46.29,57.74,75.1,65.2,37.56,52.69,82.47,52.24,"ZNF133","Not Significant",0.280172223542458,0.280172223542458,"Not Capped"
"13743","chr19",20923013,20923413,401,"*",4.93265310677661,4.95925382496903,4.90555269092692,0.150523734008366,0.524701108409112,0.999789157560756,41.42,20.83,24.11,30.07,39.11,33.67,19.4,27.21,42.59,26.98,"ZNF85","Not Significant",0.280088018371792,0.280088018371792,"Not Capped"
"13750","chr8",70051596,70051996,401,"*",3.04621616080118,2.79230875425869,3.26205376348912,-0.366469966802347,0.525019880709934,0.999789157560756,9.22,4.64,5.37,6.7,8.71,10.78,6.21,8.71,13.63,8.64,"PRDM14","Not Significant",0.279824251033763,0.279824251033763,"Not Capped"
"13753","chr19",37467158,37467558,401,"*",5.22489311075252,5.24780260560925,5.20161394292382,0.143083766715306,0.525041449280394,0.999789157560756,50.59,25.45,29.44,36.73,47.77,41.35,23.82,33.41,52.29,33.13,"ZNF569","Not Significant",0.279806409959405,0.279806409959405,"Not Capped"
"13755","chr3",186143198,186143598,401,"*",3.03681935970714,2.78616187596042,3.25030565820131,-0.360851259872377,0.525102231014467,0.999789157560756,9.18,4.62,5.35,6.67,8.67,10.69,6.16,8.64,13.52,8.57,"ETV5","Not Significant",0.279756136511622,0.279756136511622,"Not Capped"
"13762","chr2",216412246,216412646,401,"*",5.71126828790344,5.73183010112939,5.69040917796847,0.138504473770521,0.525259674790439,0.999789157560756,70.76,35.59,41.18,51.37,66.82,58.02,33.42,46.89,73.38,46.49,"SMARCAL1","Not Significant",0.279625939551415,0.279625939551415,"Not Capped"
"13789","chr9",132977689,132978089,401,"*",3.94704603125152,4.00949314402478,3.8817731166276,0.223020982924122,0.526317303471351,0.999789157560756,21.44,10.79,12.48,15.57,20.25,16.56,9.54,13.38,20.95,13.27,"GFI1B","Not Significant",0.278752351665044,0.278752351665044,"Not Capped"
"13795","chr5",173056834,173057234,401,"*",6.12577302759174,6.00249449633496,6.23934165930989,-0.139217573187055,0.526531790063753,0.999789157560756,85.36,42.93,49.68,61.97,80.61,84.88,48.9,68.6,107.36,68.01,"CREBRF","Not Significant",0.278575402574462,0.278575402574462,"Not Capped"
"13805","chr8",28401736,28402136,401,"*",5.60319784959945,5.62391746711153,5.58217632100057,0.138783884943419,0.526745692202181,0.999789157560756,65.66,33.02,38.21,47.67,62,53.83,31.01,43.5,68.08,43.13,"ZNF395","Not Significant",0.278399007424603,0.278399007424603,"Not Capped"
"13810","chr1",161766278,161766678,401,"*",4.36660914392812,4.41075313306688,4.32107167432294,0.185879294425846,0.526800150638419,0.999789157560756,28.32,14.24,16.48,20.56,26.74,22.46,12.94,18.15,28.4,17.99,"ATF6","Not Significant",0.278354109523798,0.278354109523798,"Not Capped"
"13828","chr20",43657389,43657789,401,"*",5.20609196439097,5.22837691284832,5.18345737809502,0.141844005932802,0.527473322514716,0.999789157560756,49.92,25.11,29.05,36.24,47.13,40.83,23.52,33,51.64,32.71,"MYBL2","Not Significant",0.277799500348049,0.277799500348049,"Not Capped"
"13859","chr12",7995257,7995657,401,"*",4.48709800011134,4.34419042108226,4.6171168498451,-0.174478512784333,0.528492094479424,0.999789157560756,27.04,13.6,15.74,19.63,25.54,27.57,15.88,22.28,34.87,22.09,"FOXJ2","Not Significant",0.276961504760796,0.276961504760796,"Not Capped"
"13886","chr5",43121208,43121608,401,"*",6.49474384745453,6.36988384737959,6.60965315170894,-0.142170595070631,0.529306926544114,0.999789157560756,110.12,55.39,64.09,79.95,103.98,109.72,63.2,88.67,138.78,87.91,"ZNF131","Not Significant",0.276292422766327,0.276292422766327,"Not Capped"
"13888","chr8",80638641,80639041,401,"*",3.34708640050083,3.1313417056049,3.5347255040235,-0.302045833511485,0.529314500702743,0.999789157560756,11.67,5.87,6.79,8.47,11.02,13.02,7.5,10.52,16.47,10.43,"ZNF704","Not Significant",0.276286208240128,0.276286208240128,"Not Capped"
"13902","chr19",19405388,19405788,401,"*",5.88647949129733,5.76385767042978,5.99949060546031,-0.137965807927257,0.529803189121244,0.999789157560756,72.35,36.39,42.1,52.53,68.32,71.88,41.41,58.09,90.92,57.59,"GATAD2A","Not Significant",0.275885431819101,0.275885431819101,"Not Capped"
"13916","chr6",35584115,35584515,401,"*",3.46280015695562,3.55467318555633,3.3646761881019,0.28445624916838,0.53026340133864,0.999789157560756,15.65,7.87,9.11,11.36,14.77,11.57,6.67,9.35,14.64,9.27,"TULP1","Not Significant",0.275508346755059,0.275508346755059,"Not Capped"
"13937","chr10",38094112,38094512,401,"*",5.07143896572366,4.94515839167945,5.18755023373761,-0.144501614975329,0.530772790337443,0.999789157560756,41.02,20.63,23.87,29.78,38.73,40.94,23.59,33.09,51.79,32.81,"ZNF37A","Not Significant",0.275091349012562,0.275091349012562,"Not Capped"
"13938","chr19",20776030,20776430,401,"*",5.12706483717577,5.00142638610267,5.2426330682456,-0.143314109833744,0.530840310462498,0.999789157560756,42.65,21.45,24.82,30.96,40.27,42.54,24.5,34.38,53.8,34.08,"ZNF66","Not Significant",0.275036105501068,0.275036105501068,"Not Capped"
"13941","chr14",89417140,89417540,401,"*",5.03643510018824,4.90977170956582,5.15286990017516,-0.14515847247103,0.53092734136415,0.999789157560756,40.02,20.13,23.29,29.06,37.79,39.97,23.03,32.3,50.56,32.03,"FOXN3","Not Significant",0.274964909057359,0.274964909057359,"Not Capped"
"13947","chr14",64338628,64339028,401,"*",5.14267011935269,5.01761134149133,5.25774774326655,-0.142255730229615,0.531094158924738,0.999789157560756,43.13,21.69,25.1,31.31,40.73,42.99,24.76,34.74,54.37,34.44,"ESR2","Not Significant",0.274828475008474,0.274828475008474,"Not Capped"
"13958","chr1",40730952,40731352,401,"*",2.77071996899336,2.91956202724458,2.60473654664677,0.405256949094372,0.531486108703604,0.999789157560756,10.07,5.07,5.86,7.31,9.51,6.83,3.94,5.52,8.64,5.48,"NFYC","Not Significant",0.274508082019726,0.274508082019726,"Not Capped"
"13959","chr15",77496986,77497386,401,"*",3.65687621716043,3.46867739841183,3.82333351840118,-0.254496869950952,0.5315043737202,0.999789157560756,14.74,7.41,8.58,10.7,13.92,15.9,9.16,12.85,20.12,12.74,"HMG20A","Not Significant",0.274493157340623,0.274493157340623,"Not Capped"
"13964","chr20",2693516,2693916,401,"*",4.75216741576973,4.61808947914176,4.87483741542676,-0.158661530263387,0.531757938616503,0.999789157560756,32.7,16.45,19.03,23.74,30.88,32.97,18.99,26.64,41.7,26.41,"EBF4","Not Significant",0.274286017792688,0.274286017792688,"Not Capped"
"13967","chr2",241595369,241595769,401,"*",3.12411817817119,2.88365380667685,3.33017019148525,-0.344556136105543,0.531797915739482,0.999789157560756,9.83,4.94,5.72,7.13,9.28,11.3,6.51,9.13,14.29,9.05,"THAP4","Not Significant",0.274253369119186,0.274253369119186,"Not Capped"
"13968","chr1",115828416,115828816,401,"*",4.13653151214729,3.97757638072717,4.27969825437196,-0.203128720801275,0.53184034655225,0.999789157560756,20.98,10.55,12.21,15.23,19.81,21.82,12.57,17.64,27.6,17.49,"NHLH2","Not Significant",0.274218719241477,0.274218719241477,"Not Capped"
"13989","chr7",64903012,64903412,401,"*",4.64607618415775,4.67883105668359,4.61256033612967,0.162853553015726,0.532434687473171,0.999789157560756,34.1,17.15,19.85,24.76,32.2,27.49,15.83,22.21,34.76,22.02,"ZNF273","Not Significant",0.273733658517687,0.273733658517687,"Not Capped"
"14010","chr11",85664503,85664903,401,"*",4.84135690137458,4.86884056773283,4.81333948036308,0.152129304663235,0.533038714976594,0.999789157560756,38.9,19.57,22.64,28.24,36.74,31.59,18.2,25.53,39.96,25.31,"CREBZF","Not Significant",0.273241246714344,0.273241246714344,"Not Capped"
"14013","chr8",42843111,42843511,401,"*",6.0620632787796,5.93999871273371,6.17460094046762,-0.136973414744458,0.533075868124834,0.999789157560756,81.74,41.11,47.57,59.35,77.19,81.16,46.75,65.59,102.65,65.03,"THAP1","Not Significant",0.273210977158842,0.273210977158842,"Not Capped"
"14014","chr1",6625069,6625469,401,"*",5.3786829260765,5.39881522085967,5.35826571165861,0.137549925668879,0.53309006449222,0.999789157560756,56.17,28.25,32.69,40.78,53.04,46.09,26.55,37.25,58.29,36.93,"THAP3","Not Significant",0.27319941159699,0.27319941159699,"Not Capped"
"14020","chr5",57173437,57173837,401,"*",6.52091254249383,6.39680858393226,6.63518125977158,-0.140804281828852,0.533312027668619,0.999789157560756,112.19,56.43,65.29,81.45,105.94,111.68,64.33,90.25,141.25,89.48,"GPBP1","Not Significant",0.273018621658942,0.273018621658942,"Not Capped"
"14063","chr21",38805773,38806173,401,"*",4.57824189393044,4.439540455348,4.70477027912064,-0.166883643035158,0.534796750709571,0.999789157560756,28.89,14.53,16.81,20.98,27.28,29.3,16.88,23.68,37.06,23.48,"ETS2","Not Significant",0.271811240065982,0.271811240065982,"Not Capped"
"14072","chr9",37452828,37453228,401,"*",3.51378131464327,3.6018192747522,3.42001983160057,0.275906981573441,0.535208591923056,0.999789157560756,16.17,8.13,9.41,11.74,15.26,12.03,6.93,9.72,15.21,9.64,"ZBTB5","Not Significant",0.271476923276816,0.271476923276816,"Not Capped"
"14077","chr11",65900412,65900812,401,"*",5.45117138330288,5.32941334033884,5.5634484738994,-0.136258520475311,0.535313497317228,0.999789157560756,53.54,26.93,31.16,38.87,50.55,53.13,30.61,42.94,67.2,42.57,"FOSL1","Not Significant",0.271391806240158,0.271391806240158,"Not Capped"
"14078","chr22",49853437,49853837,401,"*",5.99099609848912,5.86929735949527,6.10322276376256,-0.136273656956874,0.535378010349334,0.999789157560756,77.83,39.15,45.3,56.51,73.5,77.24,44.49,62.42,97.69,61.89,"ZBED4","Not Significant",0.27133947061652,0.27133947061652,"Not Capped"
"14113","chr19",58538340,58538740,401,"*",3.8705828395191,3.93372664254972,3.80454836023099,0.224892332694137,0.536475051629018,0.999789157560756,20.35,10.23,11.84,14.77,19.21,15.7,9.04,12.69,19.86,12.58,"ZBTB45","Not Significant",0.270450469768452,0.270450469768452,"Not Capped"
"14142","chr3",71273524,71273924,401,"*",3.13479903264273,3.2497108239778,3.0099360958079,0.333199748066631,0.53750895471361,0.999789157560756,12.66,6.37,7.37,9.19,11.96,9.05,5.21,7.31,11.45,7.25,"FOXP1","Not Significant",0.26961429615596,0.26961429615596,"Not Capped"
"14145","chr7",99472606,99473006,401,"*",5.90008931150883,5.77908599194946,6.01172438521379,-0.134990929502485,0.537633971373287,0.999789157560756,73.12,36.77,42.55,53.08,69.04,72.49,41.76,58.58,91.69,58.08,"ZNF789","Not Significant",0.269513297406174,0.269513297406174,"Not Capped"
"14184","chr13",30457840,30458240,401,"*",2.9471667853086,2.69526459929952,3.16155469901705,-0.363517600416126,0.538985640776965,0.999789157560756,8.62,4.34,5.02,6.26,8.14,10.05,5.79,8.12,12.72,8.06,"HMGB1","Not Significant",0.268422804784313,0.268422804784313,"Not Capped"
"14185","chr8",105386075,105386475,401,"*",2.90464280107697,3.03501645358171,2.76130641295155,0.365536361291662,0.539026263025362,0.999789157560756,10.91,5.49,6.35,7.92,10.31,7.62,4.39,6.16,9.63,6.1,"ZFPM2","Not Significant",0.268390074128432,0.268390074128432,"Not Capped"
"14187","chr4",26320897,26321297,401,"*",4.90170413180893,4.77420235030041,5.01884693292101,-0.146626799930932,0.539036880771931,0.999789157560756,36.43,18.33,21.2,26.45,34.4,36.43,20.98,29.44,46.07,29.19,"RBPJ","Not Significant",0.268381519474148,0.268381519474148,"Not Capped"
"14196","chr3",40505818,40506218,401,"*",3.73769413021807,3.55802336231568,3.89744671135031,-0.239673965949234,0.539231806901684,0.999789157560756,15.68,7.89,9.13,11.39,14.81,16.74,9.64,13.53,21.18,13.42,"ZNF620","Not Significant",0.268224498604637,0.268224498604637,"Not Capped"
"14199","chr10",31031751,31032151,401,"*",6.20662751830438,6.08538270310695,6.3184680915602,-0.135466123687885,0.53935151222358,0.999789157560756,90.41,45.47,52.62,65.64,85.37,89.67,51.65,72.46,113.41,71.85,"ZNF438","Not Significant",0.268128099262935,0.268128099262935,"Not Capped"
"14204","chr7",1201506,1201906,401,"*",3.3536657959301,3.44891233658766,3.2516837980846,0.291057615295009,0.539475288439674,0.999789157560756,14.54,7.31,8.46,10.56,13.73,10.7,6.16,8.65,13.54,8.57,"UNCX","Not Significant",0.268028444104492,0.268028444104492,"Not Capped"
"14222","chr17",47895822,47896222,401,"*",6.76844585446199,6.64403694524494,6.88297302823129,-0.14139179653304,0.539809326407411,0.999789157560756,133.17,66.98,77.5,96.68,125.74,132.61,76.39,107.17,167.72,106.25,"SP2","Not Significant",0.267759616311024,0.267759616311024,"Not Capped"
"14223","chr7",100015369,100015769,401,"*",5.04194809488492,4.9167977889567,5.15710320789404,-0.142398118243107,0.539855188479468,0.999789157560756,40.22,20.23,23.41,29.2,37.98,40.09,23.09,32.4,50.71,32.12,"ZKSCAN1","Not Significant",0.26772272032239,0.26772272032239,"Not Capped"
"14227","chr1",246931864,246932264,401,"*",5.99083363092558,5.87007519209787,6.10226025952013,-0.13455778363987,0.539942517355346,0.999789157560756,77.88,39.17,45.32,56.54,73.54,77.19,44.46,62.38,97.63,61.85,"AHCTF1","Not Significant",0.267652472999614,0.267652472999614,"Not Capped"
"14260","chr8",143291057,143291457,401,"*",4.64560371077795,4.51127672139985,4.76848212768232,-0.158937430470732,0.541017661304154,0.999789157560756,30.36,15.27,17.67,22.04,28.67,30.62,17.64,24.75,38.73,24.54,"ZNF696","Not Significant",0.266788557293171,0.266788557293171,"Not Capped"
"14263","chr18",57427662,57428062,401,"*",4.03411515808504,3.87326529256061,4.17881681528428,-0.206510293972117,0.54118022086897,0.999789157560756,19.51,9.81,11.36,14.17,18.42,20.35,11.72,16.44,25.74,16.3,"ONECUT2","Not Significant",0.266658084440333,0.266658084440333,"Not Capped"
