# GREAT version 4.0.4	Species assembly: hg38	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
Region1	DDX11 (+46057)
Region14876	NONE
Region14877	YTHDC1 (-348)
Region14878	IMPG1 (-421275)
Region14879	HTR1B (+645076)
Region14880	GRIK2 (+992324)
Region14881	CHEK2 (-78)
Region14882	WDR59 (-29)
Region14883	GADD45G (+150060)
Region14884	NONE
Region14885	PLOD3 (-264)
Region14886	FAM103A1 (-39)
Region14887	ATXN10 (+331)
Region14888	SLC16A4 (-5612)
Region14889	SMARCD3 (-28229)
Region14890	THAP5 (-668520)
Region14891	CTNND2 (-660761)
Region14892	MICALCL (-62158)
Region14893	CNTN4 (-114275)
Region14894	AKTIP (+9582)
Region14895	TBX3 (-171517)
Region14896	VGLL3 (+383001)
Region14897	TTLL7 (+144)
Region14898	PEF1 (-58)
Region14899	FRMPD4 (+233749)
Region14900	ADA2 (-27962)
Region14901	CDK13 (-144557)
Region14902	PLEKHM3 (+7186)
Region14903	YAP1 (+73194)
Region14904	GPATCH3 (+61)
Region14905	KIF1B (-375)
Region14906	CADM1 (+401744)
Region14907	DACH1 (+541877)
Region14908	ZNF33B (+472542)
Region14909	MGST3 (+151)
Region14910	DHTKD1 (-123)
Region14911	IFT81 (-20)
Region14912	NAA40 (-203)
Region14913	NR4A2 (-1937)
Region14914	DNA2 (-50)
Region14915	UNC93B1 (+48337)
Region14916	ERGIC2 (-76)
Region14917	KLHDC3 (-121)
Region14918	SESTD1 (-121260)
Region14919	SEL1L (-352957)
Region14920	CDK20 (-101475)
Region14921	AKNA (+22252)
Region14922	TRPM6 (+731)
Region14923	ADD1 (-31)
Region14924	SLC35G2 (+1168)
Region14925	PRKCQ (+146528)
Region14926	NONE
Region14927	KCNQ1 (-607)
Region14928	CD6 (+14682)
Region14929	ATAD2 (+1003)
Region14930	PRIM2 (+520851)
Region14931	NONE
Region14932	MYPOP (-230)
Region14933	FBXO31 (+85473)
Region14934	STX17 (+203)
Region14935	GARNL3 (-65253)
Region14936	C19orf12 (-9244)
Region14937	MEF2C (+47149)
Region14938	UQCC1 (+83)
Region14939	ARL4C (+45648)
Region14940	TMEM178B (+178788)
Region14941	ATF6B (-127)
Region14942	SMIM12 (+45)
Region14943	SRPK2 (+119)
Region14944	EDIL3 (-841205)
Region14945	SH2D4A (-14)
Region14946	SLF1 (-163444)
Region14947	NOL11 (-30121)
Region14948	CHD5 (-9406)
Region14949	ALG10 (-219727)
Region14950	FKBP4 (-327843)
Region14951	NDUFB6 (-18059)
Region14952	RGCC (+136131)
Region14953	WWOX (+466975)
Region14954	CSK (+5701)
Region14955	GTF2IRD2 (+450)
Region14956	NUDT4 (-133617)
Region14957	SLC2A2 (-82085)
Region14958	FBXL22 (+3522)
Region14959	STXBP4 (-58)
Region14960	RCC2 (+1032)
Region14961	KCNK6 (+183)
Region14962	ARHGAP23 (+69958)
Region14963	PPARD (-10172)
Region14964	FAAP20 (-10571)
Region14965	MFSD2A (-66)
Region14966	DTNBP1 (-128799)
Region14967	CLSPN (-94)
Region14968	MACF1 (+21294)
Region14969	SOGA3 (+3310)
Region14970	ZNF205 (-5885)
Region14971	CCDC42 (-539)
Region14972	ARFGEF2 (-233)
Region14973	PDCL3 (+346)
Region14974	PABPC4L (-838301)
Region14975	PGAP1 (+839)
Region14976	TM9SF4 (+195)
Region14977	TSNARE1 (+134242)
Region14978	NOX3 (-302941)
Region14979	RGPD8 (-22256)
Region14980	RGPD3 (-114285)
Region14981	RPL27A (+283)
Region14982	RNF145 (+414)
Region14983	ZSCAN2 (-40)
Region14984	ISG20 (+173)
Region14985	ETNK2 (-160)
Region14986	RBAK (+27429)
Region14987	EGLN2 (-583)
Region14988	PODXL (+10180)
Region14989	BMP6 (-230)
Region14990	SLC12A5 (+312)
Region14991	DGKB (-245209)
Region14992	FSCB (+1253)
Region14993	CA7 (-755)
Region14994	KDM6B (+4002)
Region14995	ZWINT (+231214)
Region14996	SCYL1 (-52839)
Region14997	ZNF816 (-86)
Region14998	SGF29 (+131)
Region14999	MAPRE1 (+158)
Region15000	GMCL1 (-69)
Region15001	NR2C2AP (-101)
Region15002	CD69 (-93)
Region15003	SOX11 (-519717)
Region15004	RBM43 (+211)
Region15005	C16orf92 (-1650)
Region15006	TNRC6B (-132538)
Region15007	STAM (-37)
Region15008	TACC1 (+19)
Region15009	MRPL16 (+173)
Region15010	CYP2R1 (+123511)
Region15011	CUL1 (-193260)
Region15012	BRSK2 (-27997)
Region15013	NTN1 (+83085)
Region15014	LYL1 (-1872)
Region15015	TAGAP (+21065)
Region15016	MCUR1 (+19432)
Region15017	ZNF3 (-2678)
Region15018	MCTP1 (+254480)
Region15019	ACOXL (+119907)
Region15020	TIMM23B (+40)
Region15021	ISX (-35024)
Region15022	SLC16A10 (-176)
Region15023	RPP21 (+12733)
Region15024	PRPH2 (+13819)
Region15025	COPS3 (+149)
Region15026	SOCS6 (+809339)
Region15027	EPC1 (-98946)
Region15028	KDM5B (+836)
Region15029	ZDBF2 (+219)
Region15030	ASNSD1 (-51)
Region15031	ST6GALNAC4 (-4807)
Region15032	RNASEH2C (+251)
Region15033	PIFO (+285)
Region15034	PPIH (-51)
Region15035	DCD (-52698)
Region15036	NFAM1 (+63092)
Region15037	GPRC5D (+22776)
Region15038	CIDEB (+419)
Region15039	TUSC3 (+86792)
Region15040	CCR7 (-17110)
Region15041	KPNA3 (-23)
Region15042	PPP1R15B (-34745)
Region15043	GPX3 (-29023)
Region15044	TFB1M (-13380)
Region15045	ARFGAP2 (+15612)
Region15046	CD46 (-32)
Region15047	CALCB (+1350)
Region15048	AEBP2 (+241670)
Region15049	DHX16 (+114)
Region15050	IGSF22 (+4731)
Region15051	RFK (-10708)
Region15052	PARPBP (+6189)
Region15053	NOL12 (+504)
Region15054	RDH13 (-16)
Region15055	OLA1 (+43)
Region15056	LARP1 (-65468)
Region15057	LAMC1 (-17231)
Region15058	AQP7 (-13146)
Region15059	HPF1 (-9)
Region15060	NAA25 (+351)
Region15061	ABCG1 (-30719)
Region15062	E2F1 (-158)
Region15063	FKBP8 (+133)
Region15064	LARP1 (+42275)
Region15065	ATP11A (-18834)
Region15066	VPS16 (+11434)
Region15067	DDX5 (+78)
Region15068	ZNF165 (+161)
Region15069	MTMR2 (-181343)
Region15070	VSIR (-106)
Region15071	CCDC102B (+234491)
Region15072	PGM3 (+576)
Region15073	ONECUT1 (-190784)
Region15074	DUSP10 (+263976)
Region15075	TNIP2 (+133)
Region15076	MGMT (-60)
Region15077	EYA2 (+111615)
Region15078	GSE1 (-164034)
Region15079	BOD1L1 (-26645)
Region15080	CGNL1 (+23817)
Region15081	TBX5 (+214356)
Region15082	MCM3 (-37)
Region15083	ABCB1 (+1412)
Region15084	DEGS1 (+118)
Region15085	RPLP1 (+306440)
Region15086	NONE
Region15087	APOBEC4 (-152016)
Region15088	MREG (+262701)
Region15089	RASSF2 (+11687)
Region15090	SYT5 (+1050)
Region15091	NAV3 (+122856)
Region15092	CCL27 (-3099)
Region15093	MAD1L1 (+306)
Region15094	WNK1 (-363)
Region15095	PIAS4 (-92)
Region15096	CDK19 (+132698)
Region15097	HIVEP3 (-1696)
Region15098	PRODH (-18011)
Region15099	TRMT2A (-109)
Region15100	GPR176 (+138234)
Region15101	RUFY1 (-19834)
Region15102	CCDC9 (+525)
Region15103	CDH5 (-325907)
Region15104	LRRC24 (+4455)
Region15105	ATP1A1 (+52496)
Region15106	SEC22B (-178417)
Region15107	JMJD7 (-3)
Region15108	IRAK1BP1 (-83981)
Region15109	ZFP64 (-67967)
Region15110	CMTM7 (+368)
Region15111	BOD1L2 (-129820)
Region15112	PTPRD (+678852)
Region15113	ERCC2 (-57)
Region15114	ZNF597 (-15)
Region15115	MRC2 (+17148)
Region15116	SEMA6A (-881299)
Region15117	NPIPB4 (+36915)
Region15118	DRG1 (-34)
Region15119	NONE
Region15120	NGLY1 (+77)
Region15121	SENP5 (+16524)
Region15122	ABI2 (+101)
Region15123	DAPK2 (-20974)
Region15124	NOLC1 (+17531)
Region15125	PDCD1LG2 (+38465)
Region15126	WDR53 (-22)
Region15127	STIL (-178)
Region15128	UBAP1 (-16)
Region15129	ARHGAP10 (+78594)
Region15130	STX1A (-6329)
Region15131	TPTE (-697982)
Region15132	AZIN2 (+17388)
Region15133	ICK (-29)
Region15134	BCL9 (-43)
Region15135	MTDH (-87168)
Region15136	SACM1L (-42)
Region15137	KRTAP10-9 (+1866)
Region15138	ELFN1 (+70399)
Region15139	SLC25A27 (+15)
Region15140	ZNF12 (-23048)
Region15141	TEF (+22125)
Region15142	TRIT1 (+37647)
Region15143	TCAF1 (+26)
Region15144	DCUN1D5 (+12)
Region15145	NFE2L1 (-198)
Region15146	CSNK1D (-19173)
Region15147	LUC7L (+167)
Region15148	ENSG00000282246 (+177145)
Region15149	DUSP4 (-15088)
Region15150	OTOR (+148495)
Region15151	MAP2K7 (-177)
Region15152	LIFR (+141859)
Region15153	PPIAL4G (+111309)
Region15154	RAB11B (+75)
Region15155	OXNAD1 (+13873)
Region15156	NOC3L (+73270)
Region15157	BIRC6 (+107)
Region15158	DNHD1 (+22398)
Region15159	MOXD1 (+191396)
Region15160	ZNF608 (+379366)
Region15161	ZNF451 (+59)
Region15162	PCBD1 (+586)
Region15163	SCART1 (-10701)
Region15164	ANXA4 (+33116)
Region15165	IL22 (+12429)
Region15166	REEP3 (+109088)
Region15167	UNC5CL (+11027)
Region15168	SP100 (-4385)
Region15169	CDH2 (-268186)
Region15170	CNMD (+643)
Region15171	TSKU (-8318)
Region15172	FAM49B (-128597)
Region15173	PACRG (-231435)
Region15174	RNASE10 (+3632)
Region15175	TMEM121 (+750082)
Region15176	SPTBN1 (+101829)
Region15177	TIMP3 (-70566)
Region15178	TMPRSS6 (-18760)
Region15179	STK11IP (+91)
Region15180	BHLHA15 (-8593)
Region15181	MGAT4A (-109347)
Region15182	ZNF251 (+68007)
Region15183	POM121 (-9177)
Region15184	AMY1C (+199871)
Region15185	ATXN7L3 (-2148)
Region15186	MKI67 (-84366)
Region15187	HMGN2 (+309)
Region15188	RBL2 (-61049)
Region15189	PRL (+234238)
Region15190	GPR135 (+261)
Region15191	TMPRSS11E (-7829)
Region15192	MFSD3 (-62)
Region15193	NONE
Region15194	SIX6 (+6706)
Region15195	CHMP2B (+26)
Region15196	CDC20 (-147)
Region15197	TRAF7 (-186)
Region15198	ERN1 (+47810)
Region15199	NRG3 (+669591)
Region15200	PRPF38A (+19716)
Region15201	PFN1 (+395)
Region15202	BCKDHB (-107)
Region15203	NREP (+219147)
Region15204	PCDH20 (+258698)
Region15205	ZPBP (+284)
Region15206	RIPK1 (-12218)
Region15207	PNPLA1 (+32207)
Region15208	CIZ1 (+503)
Region15209	HEXIM2 (+1016)
Region15210	ASPHD2 (-64694)
Region15211	AMER3 (-165)
Region15212	S100A7 (-34455)
Region15213	MYH3 (+40748)
Region15214	EID2 (+238)
Region15215	GGCX (-31)
Region15216	RAD54L2 (-2660)
Region15217	CYB561 (+5193)
Region15218	CHAF1B (+60)
Region15219	NONE
Region15220	SLFN14 (+18565)
Region15221	KAT8 (+100)
Region15222	HIST4H4 (+579)
Region15223	PIGY (+6073)
Region15224	UBAC2 (+18389)
Region15225	STAB2 (+39)
Region15226	ELK3 (-86)
Region15227	CDC42EP3 (+72312)
Region15228	YPEL2 (-122)
Region15229	NRXN2 (+28680)
Region15230	ATRN (-80)
Region15231	BACE2 (-107194)
Region15232	SLC27A3 (+8438)
Region15233	SLC22A5 (+15482)
Region15234	RGS9 (+9204)
Region15235	STX2 (+19975)
Region15236	ARID1B (-492075)
Region15237	ZC3H14 (+23348)
Region15238	SENP6 (-98)
Region15239	ZNF275 (+2)
Region15240	ACTR3 (+567557)
Region15241	SLC1A4 (-42857)
Region15242	ZMIZ1 (+68642)
Region15243	FOXB2 (+72759)
Region15244	ABRA (-352789)
Region15245	NRF1 (+150484)
Region15246	SOX21 (-799)
Region15247	OR13H1 (+160220)
Region15248	UBE2V2 (+151)
Region15249	HNRNPH2 (-163)
Region15250	ITGA2B (+3944)
Region15251	LEPROT (+182931)
Region15252	AKAP17A (-7016)
Region15253	SCN7A (+315)
Region15254	PPIL2 (-8402)
Region15255	UGP2 (+14639)
Region15256	SIAH1 (-114)
Region15257	NONE
Region15258	GRAMD1A (+789)
Region15259	GLMN (-17075)
Region15260	LPIN2 (-46199)
Region15261	GNG8 (+459)
Region15262	ID1 (+642)
Region15263	TTC37 (+2)
Region15264	TBC1D2 (-57)
Region15265	TCF7 (-12543)
Region15266	PROCR (-10391)
Region15267	TRIQK (+209)
Region15268	SPRR4 (-2174)
Region15269	PRPSAP2 (+42972)
Region15270	BATF (+20259)
Region15271	CDKN2AIP (-45665)
Region15272	FLI1 (-26896)
Region15273	FILIP1L (+148301)
Region15274	TRDMT1 (+172)
Region15275	DENND1C (+28)
Region15276	BCAS4 (+23636)
Region15277	UGCG (+17)
Region15278	HTR2A (+2857)
Region15279	NARS2 (+29)
Region15280	MTFMT (+23)
Region15281	GLO1 (-26)
Region15282	DSC3 (+850295)
Region15283	CCNE1 (+61717)
Region15284	ADAM10 (+50)
Region15285	RIOK2 (-74)
Region15286	CYFIP2 (+32)
Region15287	ASMTL (-19141)
Region15288	SH2B3 (+39171)
Region15289	PARD3 (+275328)
Region15290	MAGEB5 (+425945)
Region15291	COX20 (-50270)
Region15292	CHST11 (+226044)
Region15293	CYTH1 (+33384)
Region15294	NSMCE3 (-134311)
Region15295	RPP38 (+9494)
Region15296	CA5A (+27016)
Region15297	CDK5R1 (+32885)
Region15298	RELT (-9860)
Region15299	ZXDC (-44)
Region15300	GHITM (-387203)
Region15301	PTPRK (-78826)
Region15302	GPI (+384)
Region15303	KL (+17019)
Region15304	SPEN (-12285)
Region15305	RASA3 (+54454)
Region15306	NDE1 (-27)
Region15307	MMP16 (-823)
Region15308	NIPSNAP3A (+183)
Region15309	FAM98A (-92)
Region15310	HTRA3 (+27731)
Region15311	IHH (+2383)
Region15312	C3orf18 (-11)
Region15313	RASGRP2 (+1352)
Region15314	TFPI (-271627)
Region15315	PRKG1 (+309281)
Region15316	ENSG00000240045 (-147524)
Region15317	GADL1 (-286985)
Region15318	FAM26F (+690)
Region15319	REEP4 (+25)
Region15320	AP3B2 (-40781)
Region15321	TRIM35 (+151)
Region15322	NCL (-1)
Region15323	RHBDF2 (-14184)
Region15324	GSTT2B (+32388)
Region15325	ACSF3 (+21760)
Region15326	CYP3A5 (+20465)
Region15327	ACO1 (-433905)
Region15328	CRYZ (-127767)
Region15329	PRKCB (+28027)
Region15330	CEMIP (+133)
Region15331	IGSF11 (-74)
Region15332	PIK3C3 (+529974)
Region15333	FAM111A (+2073)
Region15334	CDC25B (+135)
Region15335	SMIM24 (+1597)
Region15336	ARHGAP24 (-245915)
Region15337	RYR3 (-435)
Region15338	SNAI2 (-4487)
Region15339	MEX3C (+67643)
Region15340	CHRM3 (+177634)
Region15341	CD302 (+224)
Region15342	WISP1 (+26878)
Region15343	TSEN34 (+248)
Region15344	CPS1 (+449969)
Region15345	APAF1 (+33519)
Region15346	KCNT2 (+852894)
Region15347	GPR146 (-10785)
Region15348	ABCC1 (+11765)
Region15349	ANO4 (-54164)
Region15350	ARHGAP17 (-16332)
Region15351	SPTY2D1 (+29)
Region15352	RSPH6A (-1949)
Region15353	GPR12 (+52820)
Region15354	FAM71F1 (-16555)
Region15355	CHN1 (-55)
Region15356	PTPRJ (+207)
Region15357	GAP43 (-438363)
Region15358	RBMS1 (+86673)
Region15359	NRP1 (-601096)
Region15360	EEF1E1 (-12)
Region15361	PLPP3 (+72515)
Region15362	ARL4D (-30065)
Region15363	LIPI (+226786)
Region15364	NGFR (+1250)
Region15365	KRTAP5-2 (+2656)
Region15366	LHFPL2 (+26226)
Region15367	HSFX4 (+10631)
Region15368	SGPP2 (+73367)
Region15369	SLITRK1 (+588673)
Region15370	STK31 (+221877)
Region15371	DTNBP1 (-129973)
Region15372	IRS2 (+21635)
Region15373	STOML1 (+27350)
Region15374	HBP1 (+21964)
Region15375	TBC1D7 (-29374)
Region15376	AP3M2 (+18850)
Region15377	PLA2G12A (+70)
Region15378	SRSF5 (+19662)
Region15379	DYRK2 (-128623)
Region15380	DLL1 (+18455)
Region15381	DNAH7 (+45387)
Region15382	AVPR1B (-28480)
Region15383	NEDD9 (+58503)
Region15384	MAP3K14 (-26363)
Region15385	OSR1 (-115691)
Region15386	ZFX (+662)
Region15387	MSR1 (+100158)
Region15388	SLC20A1 (-14651)
Region15389	MORF4L1 (+75)
Region15390	INSIG1 (-92264)
Region15391	ITGAV (+752)
Region15392	AHSA2 (+72527)
Region15393	TOM1L1 (+32746)
Region15394	TARBP1 (+411)
Region15395	PRSS22 (-10330)
Region15396	POMP (-4)
Region15397	FAM207A (+15)
Region15398	LPIN1 (+440215)
Region15399	PPCDC (+69641)
Region15400	SOX4 (-3526)
Region15401	PABPC4 (+592)
Region15402	BSCL2 (+1106)
Region15403	VCPKMT (-68)
Region15404	MFSD10 (+19633)
Region15405	SOX1 (-52581)
Region15406	BEND5 (-412203)
Region15407	IFT22 (+96)
Region15408	SF3B6 (-91)
Region15409	TMEM247 (-17974)
Region15410	TFDP3 (-21538)
Region15411	ZCCHC14 (-1057)
Region15412	ITGB1 (-442)
Region15413	CACNG4 (-38949)
Region15414	CD8A (-17787)
Region15415	FCGR3B (+18641)
Region15416	REG4 (-11031)
Region15417	ADGRL2 (-734067)
Region15418	STN1 (-102)
Region15419	SPCS3 (-56)
Region15420	COQ8A (+42608)
Region15421	FAM71C (-214384)
Region15422	ENDOV (-46)
Region15423	CACNA1D (-68902)
Region15424	NONE
Region15425	TFAP4 (-151)
Region15426	SLC2A14 (+30890)
Region15427	WHRN (+52285)
Region15428	RAD51D (+48)
Region15429	CLOCK (-36771)
Region15430	SH3TC1 (-6429)
Region15431	BCKDK (+2341)
Region15432	ENSG00000256206 (-58355)
Region15433	TNFRSF13B (-2993)
Region15434	PDE6B (-7988)
Region15435	RPL36A-HNRNPH2 (-27)
Region15436	ANKRD23 (+4542)
Region15437	PBDC1 (-27012)
Region15438	FGD5 (-60381)
Region15439	TAT (+12121)
Region15440	ERAP1 (+22544)
Region15441	FSTL1 (+33827)
Region15442	AICDA (-16934)
Region15443	GALNT4 (+10063)
Region15444	CADM1 (-577335)
Region15445	PLAUR (+1716)
Region15446	OXSM (-40)
Region15447	PCDH15 (-187851)
Region15448	STMN1 (-16270)
Region15449	PRDM13 (-17780)
Region15450	ZSWIM2 (-225934)
Region15451	ZBTB22 (-196)
Region15452	SKIV2L2 (+8)
Region15453	C17orf62 (-60)
Region15454	RGMA (-448310)
Region15455	PSTPIP2 (+739)
Region15456	STT3B (-70490)
Region15457	NSMF (-2758)
Region15458	LRRN3 (-154078)
Region15459	ZNF561 (+195)
Region15460	SFT2D1 (-143)
Region15461	ZC3H18 (-119)
Region15462	TPPP3 (+5549)
Region15463	RNF215 (+65)
Region15464	ALG10 (-203986)
Region15465	NONE
Region15466	MEI4 (-4409)
Region15467	REM2 (+3653)
Region15468	KIFC3 (-7188)
Region15469	ALKBH3 (-49)
Region15470	C2orf69 (-9288)
Region15471	CREB5 (-2919)
Region15472	FAM53A (+103424)
Region15473	RASSF4 (-205)
Region15474	PPM1G (-4)
Region15475	NOB1 (-37)
Region15476	CMC1 (+10688)
Region15477	ARHGEF9 (-127)
Region15478	MRPL3 (-23962)
Region15479	ETS1 (+110628)
Region15480	KNL1 (+27569)
Region15481	EGR3 (+1705)
Region15482	ANGPTL8 (+6051)
Region15483	HMCN2 (+2496)
Region15484	SLC19A1 (-12610)
Region15485	B4GALNT4 (-13477)
Region15486	SNCAIP (+152860)
Region15487	YTHDF3 (-181)
Region15488	EMP1 (+383240)
Region15489	SLC25A24 (+89)
Region15490	LRFN3 (-3920)
Region15491	DNAJC8 (+49)
Region15492	TMEM217 (+35038)
Region15493	C1orf198 (+42304)
Region15494	FAM198B (+187992)
Region15495	SP5 (-207485)
Region15496	SNTB1 (-125918)
Region15497	LMO4 (+463961)
Region15498	C6orf106 (+24772)
Region15499	ZNF80 (+21957)
Region15500	OR8B12 (+8362)
Region15501	TIGD4 (-12)
Region15502	COPS5 (-22)
Region15503	TYW1 (+305829)
Region15504	HIST1H2BO (+2339)
Region15505	AZI2 (+20014)
Region15506	CNGB3 (-488316)
Region15507	GPR155 (+168)
Region15508	HTR1B (+262729)
Region15509	MAST4 (+115390)
Region15510	RBBP4 (-34)
Region15511	SLC24A3 (+216399)
Region15512	CCDC24 (+100)
Region15513	PROZ (-4147)
Region15514	HSPB1 (+15628)
Region15515	PRR11 (-27)
Region15516	NAP1L4 (-14569)
Region15517	BHLHE23 (-49661)
Region15518	GGH (+282)
Region15519	ZBTB18 (-62761)
Region15520	TTYH2 (+19)
Region15521	ADGRG7 (+1206)
Region15522	RAF1 (+38)
Region15523	MDGA1 (+1180)
Region15524	SGTA (-32)
Region15525	TMEM14B (+31371)
Region15526	HPS5 (-116)
Region15527	PLEKHG4 (+23516)
Region15528	SLC35G3 (+16844)
Region15529	B3GAT1 (-284476)
Region15530	DYSF (-49153)
Region15531	ZSCAN12 (-27)
Region15532	MKRN3 (+1250)
Region15533	SELENOP (-24813)
Region15534	TIMM44 (+53)
Region15535	FCHO1 (-62)
Region15536	CLDN18 (-38704)
Region15537	KCNC2 (+322090)
Region15538	FAN1 (-20091)
Region15539	SEMA4C (-54331)
Region15540	GSTA4 (+11789)
Region15541	SEC14L3 (-13474)
Region15542	FAM46A (+310196)
Region15543	DSTN (+154)
Region15544	DNM2 (+41803)
Region15545	ATP6V0E2 (+931)
Region15546	ZNF713 (+103)
Region15547	ETS1 (-24160)
Region15548	NEUROD2 (+71969)
Region15549	DOT1L (-306)
Region15550	KCNJ3 (+347561)
Region15551	EHHADH (+28)
Region15552	PGGHG (-1162)
Region15553	ZNF484 (-52)
Region15554	VDAC3 (-34)
Region15555	FAM90A1 (-15718)
Region15556	MPHOSPH10 (+15573)
Region15557	CYLD (-799)
Region15558	TYW5 (-80730)
Region15559	NFIC (-7491)
Region15560	ZNHIT6 (-41)
Region15561	USP45 (-8795)
Region15562	PPARGC1A (-240904)
Region15563	PROK2 (-6320)
Region15564	ZNF70 (-42)
Region15565	RPS27L (+311)
Region15566	NXNL2 (+37157)
Region15567	ST6GALNAC6 (-6116)
Region15568	EEF2 (-4872)
Region15569	GTF2F1 (-67)
Region15570	ARMC9 (-7600)
Region15571	GNAZ (-80527)
Region15572	MBOAT4 (+10735)
Region15573	IL12RB2 (+546)
Region15574	PTGER4 (-28134)
Region15575	ABLIM1 (-118265)
Region15576	ERCC6L2 (+298)
Region15577	ZNF318 (-14458)
Region15578	VPREB1 (+98802)
Region15579	CENPC (+24984)
Region15580	PTRH2 (-46069)
Region15581	KLF6 (+2773)
Region15582	TRAF1 (+2635)
Region15583	ME3 (+84237)
Region15584	SPTBN1 (+125963)
Region15585	SAV1 (-356)
Region15586	NONE
Region15587	SST (+109326)
Region15588	DLL3 (+4042)
Region15589	IFITM3 (-6186)
Region15590	CCDC51 (-142)
Region15591	HSP90B1 (-28321)
Region15592	SPSB4 (-51017)
Region15593	ETS2 (-31939)
Region15594	MYOM2 (+82578)
Region15595	DHRS3 (-563)
Region15596	CTCFL (+29637)
Region15597	NONE
Region15598	CWF19L2 (+148658)
Region15599	HIST3H3 (+1576)
Region15600	BCL6 (-173579)
Region15601	GNB1 (-77)
Region15602	R3HCC1L (-28659)
Region15603	PABPC4L (+160239)
Region15604	UBE2J1 (+122)
Region15605	DIAPH1 (+13216)
Region15606	AAAS (-3040)
Region15607	CSNK1G1 (+51)
Region15608	ESYT2 (+14674)
Region15609	RASGEF1B (-319106)
Region15610	DUSP10 (-54)
Region15611	PTPRN2 (+142783)
Region15612	HELB (-63)
Region15613	KAT5 (-5503)
Region15614	TLR5 (-6001)
Region15615	NMT2 (+20300)
Region15616	MFF (+23)
Region15617	KLF13 (+156713)
Region15618	DUSP2 (-1056)
Region15619	POFUT2 (-114)
Region15620	DAG1 (+76)
Region15621	MRPS18A (-37508)
Region15622	UGT1A3 (+8275)
Region15623	BCL2 (+182017)
Region15624	SLC29A4 (+14047)
Region15625	CLK1 (-137)
Region15626	LIN28A (+6427)
Region15627	BPGM (-101)
Region15628	NSMCE4A (+111)
Region15629	TMPO (-24478)
Region15630	COL8A1 (-239672)
Region15631	HHIP (+145877)
Region15632	ATP6AP1L (+271083)
Region15633	CTNNB1 (-81869)
Region15634	FAM46A (-719)
Region15635	HRH2 (+38509)
Region15636	RBM17 (-355)
Region15637	NONE
Region15638	MAP3K7 (-197876)
Region15639	DZIP3 (+12977)
Region15640	SUPT20H (-50)
Region15641	UNC5D (+51144)
Region15642	NONE
Region15643	GABBR1 (+14)
Region15644	IL1R2 (+29039)
Region15645	HMGN3 (-35)
Region15646	NONE
Region15647	UPF3A (+88)
Region15648	ERCC5 (+26113)
Region15649	MRPL44 (+13232)
Region15650	INHBA (+566998)
Region15651	PDGFA (+113208)
Region15652	RFTN1 (+1595)
Region15653	CHCHD6 (+16823)
Region15654	NUB1 (+8471)
Region15655	MLLT3 (+1544)
Region15656	ATP2B4 (+211)
Region15657	RERGL (+177922)
Region15658	AMIGO1 (+7047)
Region15659	CRTC3 (+34221)
Region15660	ARID1B (+2128)
Region15661	VAMP3 (-359)
Region15662	ALOX5AP (+67097)
Region15663	CCDC71L (-83819)
Region15664	MAP3K14 (+14400)
Region15665	ZSCAN20 (-33165)
Region15666	ACHE (-1330)
Region15667	TLE3 (-73994)
Region15668	DFNA5 (-63272)
Region15669	ARSD (+485)
Region15670	FHIT (+210478)
Region15671	GTF2H5 (+31)
Region15672	AHCYL2 (+47104)
Region15673	EPHA5 (-810261)
Region15674	SLCO3A1 (+261580)
Region15675	NUDT12 (-61005)
Region15676	ACSF3 (+3349)
Region15677	CCSER2 (+370749)
Region15678	FASLG (-19701)
Region15679	ANXA2R (+50362)
Region15680	CD7 (+19316)
Region15681	MSN (+83195)
Region15682	ADGRB3 (-416295)
Region15683	RPL34 (-220)
Region15684	LGALS3 (+6788)
Region15685	SRCIN1 (+46682)
Region15686	KDSR (+153)
Region15687	GMDS (+111210)
Region15688	WDR91 (-73)
Region15689	TMEM26 (-193887)
Region15690	NOCT (-148648)
Region15691	MRPL36 (+80)
Region15692	HABP2 (-209525)
Region15693	LINGO2 (-614535)
Region15694	SLC17A7 (-2194)
Region15695	PTER (-43)
Region15696	SFR1 (+24786)
Region15697	FNDC3B (+66841)
Region15698	LRRC3B (+167835)
Region15699	NDUFAF4 (-42)
Region15700	SLC44A1 (-116625)
Region15701	RIT2 (+192808)
Region15702	TRIB1 (+541823)
Region15703	PDIA4 (+45046)
Region15704	ADAP1 (+794)
Region15705	POU2AF1 (+323)
Region15706	TLCD1 (-781)
Region15707	PIK3R3 (-421)
Region15708	NRP1 (-391651)
Region15709	NCAM2 (-650955)
Region15710	TIMP3 (-157059)
Region15711	AKAP13 (+200384)
Region15712	RGS1 (-58785)
Region15713	ASB2 (+17213)
Region15714	ANXA6 (-22706)
Region15715	SAMM50 (-15)
Region15716	MSH5 (-122)
Region15717	TNFRSF11A (+64167)
Region15718	IMPA2 (-290)
Region15719	PPP1CB (-164)
Region15720	MARCKS (-143831)
Region15721	MTMR2 (-87931)
Region15722	SCAF4 (-229)
Region15723	MOSPD1 (+118036)
Region15724	JADE1 (-37478)
Region15725	PGBD5 (+45726)
Region15726	TRIL (+2268)
Region15727	ANKRD1 (-85490)
Region15728	ELOVL6 (+33129)
Region15729	ERCC6 (-76)
Region15730	MS4A10 (-9680)
Region15731	ZNF891 (+36)
Region15732	IGF2R (+37142)
Region15733	SESN2 (-77)
